Author,Reference,source_cohort,n_subjects,bmi_mean,age_mean,caloric_test,kcal_test,hormone_name,units,time_min,value,cohort_v10_primary,cohort_v10_sensitivity,surgery_status,weeks_post_surgery,weight_loss_modality,had_t2dm_pre_surgery
Hedbäck 2022,"Hedbäck N, Hindsø M, Bojsen-Møller KN, Linddal AK, Jørgensen NB, Dirksen C, Møller A, Kristiansen VB, Hartmann B, Holst JJ, Svane MS, Madsbad S. Effect of Meal Texture on Postprandial Glucose Excursions and Gut Hormones After Roux-en-Y Gastric Bypass and Sleeve Gastrectomy. Front Nutr. 2022 Apr 29;9:889710. doi: 10.3389/fnut.2022.889710. PMID: 35571890; PMCID: PMC9100791.",Obesity Cohort,12,31.6,51.1,Liquid Mixed Meal Test,309 Kcal,ghrelin_total,pmol/L,0,138.3,Obesity,Obesity,not_applicable,NA,none,unknown
Hedbäck 2022,"Hedbäck N, Hindsø M, Bojsen-Møller KN, Linddal AK, Jørgensen NB, Dirksen C, Møller A, Kristiansen VB, Hartmann B, Holst JJ, Svane MS, Madsbad S. Effect of Meal Texture on Postprandial Glucose Excursions and Gut Hormones After Roux-en-Y Gastric Bypass and Sleeve Gastrectomy. Front Nutr. 2022 Apr 29;9:889710. doi: 10.3389/fnut.2022.889710. PMID: 35571890; PMCID: PMC9100791.",Obesity Cohort,12,31.6,51.1,Liquid Mixed Meal Test,309 Kcal,ghrelin_total,pmol/L,15,143.4,Obesity,Obesity,not_applicable,NA,none,unknown
Hedbäck 2022,"Hedbäck N, Hindsø M, Bojsen-Møller KN, Linddal AK, Jørgensen NB, Dirksen C, Møller A, Kristiansen VB, Hartmann B, Holst JJ, Svane MS, Madsbad S. Effect of Meal Texture on Postprandial Glucose Excursions and Gut Hormones After Roux-en-Y Gastric Bypass and Sleeve Gastrectomy. Front Nutr. 2022 Apr 29;9:889710. doi: 10.3389/fnut.2022.889710. PMID: 35571890; PMCID: PMC9100791.",Obesity Cohort,12,31.6,51.1,Liquid Mixed Meal Test,309 Kcal,ghrelin_total,pmol/L,30,132.3,Obesity,Obesity,not_applicable,NA,none,unknown
Hedbäck 2022,"Hedbäck N, Hindsø M, Bojsen-Møller KN, Linddal AK, Jørgensen NB, Dirksen C, Møller A, Kristiansen VB, Hartmann B, Holst JJ, Svane MS, Madsbad S. Effect of Meal Texture on Postprandial Glucose Excursions and Gut Hormones After Roux-en-Y Gastric Bypass and Sleeve Gastrectomy. Front Nutr. 2022 Apr 29;9:889710. doi: 10.3389/fnut.2022.889710. PMID: 35571890; PMCID: PMC9100791.",Obesity Cohort,12,31.6,51.1,Liquid Mixed Meal Test,309 Kcal,ghrelin_total,pmol/L,60,108.9,Obesity,Obesity,not_applicable,NA,none,unknown
Hedbäck 2022,"Hedbäck N, Hindsø M, Bojsen-Møller KN, Linddal AK, Jørgensen NB, Dirksen C, Møller A, Kristiansen VB, Hartmann B, Holst JJ, Svane MS, Madsbad S. Effect of Meal Texture on Postprandial Glucose Excursions and Gut Hormones After Roux-en-Y Gastric Bypass and Sleeve Gastrectomy. Front Nutr. 2022 Apr 29;9:889710. doi: 10.3389/fnut.2022.889710. PMID: 35571890; PMCID: PMC9100791.",Obesity Cohort,12,31.6,51.1,Liquid Mixed Meal Test,309 Kcal,ghrelin_total,pmol/L,90,114.6,Obesity,Obesity,not_applicable,NA,none,unknown
Hedbäck 2022,"Hedbäck N, Hindsø M, Bojsen-Møller KN, Linddal AK, Jørgensen NB, Dirksen C, Møller A, Kristiansen VB, Hartmann B, Holst JJ, Svane MS, Madsbad S. Effect of Meal Texture on Postprandial Glucose Excursions and Gut Hormones After Roux-en-Y Gastric Bypass and Sleeve Gastrectomy. Front Nutr. 2022 Apr 29;9:889710. doi: 10.3389/fnut.2022.889710. PMID: 35571890; PMCID: PMC9100791.",Obesity Cohort,12,31.6,51.1,Liquid Mixed Meal Test,309 Kcal,ghrelin_total,pmol/L,120,120.9,Obesity,Obesity,not_applicable,NA,none,unknown
Hedbäck 2022,"Hedbäck N, Hindsø M, Bojsen-Møller KN, Linddal AK, Jørgensen NB, Dirksen C, Møller A, Kristiansen VB, Hartmann B, Holst JJ, Svane MS, Madsbad S. Effect of Meal Texture on Postprandial Glucose Excursions and Gut Hormones After Roux-en-Y Gastric Bypass and Sleeve Gastrectomy. Front Nutr. 2022 Apr 29;9:889710. doi: 10.3389/fnut.2022.889710. PMID: 35571890; PMCID: PMC9100791.",Obesity Cohort,12,31.6,51.1,Liquid Mixed Meal Test,309 Kcal,ghrelin_total,pmol/L,150,136.5,Obesity,Obesity,not_applicable,NA,none,unknown
Hedbäck 2022,"Hedbäck N, Hindsø M, Bojsen-Møller KN, Linddal AK, Jørgensen NB, Dirksen C, Møller A, Kristiansen VB, Hartmann B, Holst JJ, Svane MS, Madsbad S. Effect of Meal Texture on Postprandial Glucose Excursions and Gut Hormones After Roux-en-Y Gastric Bypass and Sleeve Gastrectomy. Front Nutr. 2022 Apr 29;9:889710. doi: 10.3389/fnut.2022.889710. PMID: 35571890; PMCID: PMC9100791.",Obesity Cohort,12,31.6,51.1,Liquid Mixed Meal Test,309 Kcal,ghrelin_total,pmol/L,180,150.6,Obesity,Obesity,not_applicable,NA,none,unknown
Hedbäck 2022,"Hedbäck N, Hindsø M, Bojsen-Møller KN, Linddal AK, Jørgensen NB, Dirksen C, Møller A, Kristiansen VB, Hartmann B, Holst JJ, Svane MS, Madsbad S. Effect of Meal Texture on Postprandial Glucose Excursions and Gut Hormones After Roux-en-Y Gastric Bypass and Sleeve Gastrectomy. Front Nutr. 2022 Apr 29;9:889710. doi: 10.3389/fnut.2022.889710. PMID: 35571890; PMCID: PMC9100791.",Obesity Cohort,12,31.6,51.1,Solid Mixed Meal Test,309 Kcal,ghrelin_total,pmol/L,0,125.7,Obesity,Obesity,not_applicable,NA,none,unknown
Hedbäck 2022,"Hedbäck N, Hindsø M, Bojsen-Møller KN, Linddal AK, Jørgensen NB, Dirksen C, Møller A, Kristiansen VB, Hartmann B, Holst JJ, Svane MS, Madsbad S. Effect of Meal Texture on Postprandial Glucose Excursions and Gut Hormones After Roux-en-Y Gastric Bypass and Sleeve Gastrectomy. Front Nutr. 2022 Apr 29;9:889710. doi: 10.3389/fnut.2022.889710. PMID: 35571890; PMCID: PMC9100791.",Obesity Cohort,12,31.6,51.1,Solid Mixed Meal Test,309 Kcal,ghrelin_total,pmol/L,15,136.2,Obesity,Obesity,not_applicable,NA,none,unknown
Hedbäck 2022,"Hedbäck N, Hindsø M, Bojsen-Møller KN, Linddal AK, Jørgensen NB, Dirksen C, Møller A, Kristiansen VB, Hartmann B, Holst JJ, Svane MS, Madsbad S. Effect of Meal Texture on Postprandial Glucose Excursions and Gut Hormones After Roux-en-Y Gastric Bypass and Sleeve Gastrectomy. Front Nutr. 2022 Apr 29;9:889710. doi: 10.3389/fnut.2022.889710. PMID: 35571890; PMCID: PMC9100791.",Obesity Cohort,12,31.6,51.1,Solid Mixed Meal Test,309 Kcal,ghrelin_total,pmol/L,30,137.7,Obesity,Obesity,not_applicable,NA,none,unknown
Hedbäck 2022,"Hedbäck N, Hindsø M, Bojsen-Møller KN, Linddal AK, Jørgensen NB, Dirksen C, Møller A, Kristiansen VB, Hartmann B, Holst JJ, Svane MS, Madsbad S. Effect of Meal Texture on Postprandial Glucose Excursions and Gut Hormones After Roux-en-Y Gastric Bypass and Sleeve Gastrectomy. Front Nutr. 2022 Apr 29;9:889710. doi: 10.3389/fnut.2022.889710. PMID: 35571890; PMCID: PMC9100791.",Obesity Cohort,12,31.6,51.1,Solid Mixed Meal Test,309 Kcal,ghrelin_total,pmol/L,60,119.7,Obesity,Obesity,not_applicable,NA,none,unknown
Hedbäck 2022,"Hedbäck N, Hindsø M, Bojsen-Møller KN, Linddal AK, Jørgensen NB, Dirksen C, Møller A, Kristiansen VB, Hartmann B, Holst JJ, Svane MS, Madsbad S. Effect of Meal Texture on Postprandial Glucose Excursions and Gut Hormones After Roux-en-Y Gastric Bypass and Sleeve Gastrectomy. Front Nutr. 2022 Apr 29;9:889710. doi: 10.3389/fnut.2022.889710. PMID: 35571890; PMCID: PMC9100791.",Obesity Cohort,12,31.6,51.1,Solid Mixed Meal Test,309 Kcal,ghrelin_total,pmol/L,90,124.2,Obesity,Obesity,not_applicable,NA,none,unknown
Hedbäck 2022,"Hedbäck N, Hindsø M, Bojsen-Møller KN, Linddal AK, Jørgensen NB, Dirksen C, Møller A, Kristiansen VB, Hartmann B, Holst JJ, Svane MS, Madsbad S. Effect of Meal Texture on Postprandial Glucose Excursions and Gut Hormones After Roux-en-Y Gastric Bypass and Sleeve Gastrectomy. Front Nutr. 2022 Apr 29;9:889710. doi: 10.3389/fnut.2022.889710. PMID: 35571890; PMCID: PMC9100791.",Obesity Cohort,12,31.6,51.1,Solid Mixed Meal Test,309 Kcal,ghrelin_total,pmol/L,120,128.7,Obesity,Obesity,not_applicable,NA,none,unknown
Hedbäck 2022,"Hedbäck N, Hindsø M, Bojsen-Møller KN, Linddal AK, Jørgensen NB, Dirksen C, Møller A, Kristiansen VB, Hartmann B, Holst JJ, Svane MS, Madsbad S. Effect of Meal Texture on Postprandial Glucose Excursions and Gut Hormones After Roux-en-Y Gastric Bypass and Sleeve Gastrectomy. Front Nutr. 2022 Apr 29;9:889710. doi: 10.3389/fnut.2022.889710. PMID: 35571890; PMCID: PMC9100791.",Obesity Cohort,12,31.6,51.1,Solid Mixed Meal Test,309 Kcal,ghrelin_total,pmol/L,150,134.4,Obesity,Obesity,not_applicable,NA,none,unknown
Hedbäck 2022,"Hedbäck N, Hindsø M, Bojsen-Møller KN, Linddal AK, Jørgensen NB, Dirksen C, Møller A, Kristiansen VB, Hartmann B, Holst JJ, Svane MS, Madsbad S. Effect of Meal Texture on Postprandial Glucose Excursions and Gut Hormones After Roux-en-Y Gastric Bypass and Sleeve Gastrectomy. Front Nutr. 2022 Apr 29;9:889710. doi: 10.3389/fnut.2022.889710. PMID: 35571890; PMCID: PMC9100791.",Obesity Cohort,12,31.6,51.1,Solid Mixed Meal Test,309 Kcal,ghrelin_total,pmol/L,180,139.8,Obesity,Obesity,not_applicable,NA,none,unknown
Peterli 2012,"Peterli R, Steinert RE, Woelnerhanssen B, Peters T, Christoffel-Courtin C, Gass M, Kern B, von Fluee M, Beglinger C. Metabolic and hormonal changes after laparoscopic Roux-en-Y gastric bypass and sleeve gastrectomy: a randomized, prospective trial. Obes Surg. 2012 May;22(5):740-8. doi: 10.1007/s11695-012-0622-3. PMID: 22354457; PMCID: PMC3319900.",Obesity before RYGBP  Cohort,12,47.6,41.4,Liquid Mixed Meal Test,424 Kcal,ghrelin_total,pmol/L,0,159,Obesity,Obesity,pre_surgery,NA,none,unknown
Peterli 2012,"Peterli R, Steinert RE, Woelnerhanssen B, Peters T, Christoffel-Courtin C, Gass M, Kern B, von Fluee M, Beglinger C. Metabolic and hormonal changes after laparoscopic Roux-en-Y gastric bypass and sleeve gastrectomy: a randomized, prospective trial. Obes Surg. 2012 May;22(5):740-8. doi: 10.1007/s11695-012-0622-3. PMID: 22354457; PMCID: PMC3319900.",Obesity before RYGBP  Cohort,12,47.6,41.4,Liquid Mixed Meal Test,424 Kcal,ghrelin_total,pmol/L,15,157.2,Obesity,Obesity,pre_surgery,NA,none,unknown
Peterli 2012,"Peterli R, Steinert RE, Woelnerhanssen B, Peters T, Christoffel-Courtin C, Gass M, Kern B, von Fluee M, Beglinger C. Metabolic and hormonal changes after laparoscopic Roux-en-Y gastric bypass and sleeve gastrectomy: a randomized, prospective trial. Obes Surg. 2012 May;22(5):740-8. doi: 10.1007/s11695-012-0622-3. PMID: 22354457; PMCID: PMC3319900.",Obesity before RYGBP  Cohort,12,47.6,41.4,Liquid Mixed Meal Test,424 Kcal,ghrelin_total,pmol/L,30,156.6,Obesity,Obesity,pre_surgery,NA,none,unknown
Peterli 2012,"Peterli R, Steinert RE, Woelnerhanssen B, Peters T, Christoffel-Courtin C, Gass M, Kern B, von Fluee M, Beglinger C. Metabolic and hormonal changes after laparoscopic Roux-en-Y gastric bypass and sleeve gastrectomy: a randomized, prospective trial. Obes Surg. 2012 May;22(5):740-8. doi: 10.1007/s11695-012-0622-3. PMID: 22354457; PMCID: PMC3319900.",Obesity before RYGBP  Cohort,12,47.6,41.4,Liquid Mixed Meal Test,424 Kcal,ghrelin_total,pmol/L,60,144.6,Obesity,Obesity,pre_surgery,NA,none,unknown
Peterli 2012,"Peterli R, Steinert RE, Woelnerhanssen B, Peters T, Christoffel-Courtin C, Gass M, Kern B, von Fluee M, Beglinger C. Metabolic and hormonal changes after laparoscopic Roux-en-Y gastric bypass and sleeve gastrectomy: a randomized, prospective trial. Obes Surg. 2012 May;22(5):740-8. doi: 10.1007/s11695-012-0622-3. PMID: 22354457; PMCID: PMC3319900.",Obesity before RYGBP  Cohort,12,47.6,41.4,Liquid Mixed Meal Test,424 Kcal,ghrelin_total,pmol/L,90,147,Obesity,Obesity,pre_surgery,NA,none,unknown
Peterli 2012,"Peterli R, Steinert RE, Woelnerhanssen B, Peters T, Christoffel-Courtin C, Gass M, Kern B, von Fluee M, Beglinger C. Metabolic and hormonal changes after laparoscopic Roux-en-Y gastric bypass and sleeve gastrectomy: a randomized, prospective trial. Obes Surg. 2012 May;22(5):740-8. doi: 10.1007/s11695-012-0622-3. PMID: 22354457; PMCID: PMC3319900.",Obesity before RYGBP  Cohort,12,47.6,41.4,Liquid Mixed Meal Test,424 Kcal,ghrelin_total,pmol/L,120,149.1,Obesity,Obesity,pre_surgery,NA,none,unknown
Peterli 2012,"Peterli R, Steinert RE, Woelnerhanssen B, Peters T, Christoffel-Courtin C, Gass M, Kern B, von Fluee M, Beglinger C. Metabolic and hormonal changes after laparoscopic Roux-en-Y gastric bypass and sleeve gastrectomy: a randomized, prospective trial. Obes Surg. 2012 May;22(5):740-8. doi: 10.1007/s11695-012-0622-3. PMID: 22354457; PMCID: PMC3319900.",Obesity before RYGBP  Cohort,12,47.6,41.4,Liquid Mixed Meal Test,424 Kcal,ghrelin_total,pmol/L,150,151.8,Obesity,Obesity,pre_surgery,NA,none,unknown
Peterli 2012,"Peterli R, Steinert RE, Woelnerhanssen B, Peters T, Christoffel-Courtin C, Gass M, Kern B, von Fluee M, Beglinger C. Metabolic and hormonal changes after laparoscopic Roux-en-Y gastric bypass and sleeve gastrectomy: a randomized, prospective trial. Obes Surg. 2012 May;22(5):740-8. doi: 10.1007/s11695-012-0622-3. PMID: 22354457; PMCID: PMC3319900.",Obesity before RYGBP  Cohort,12,47.6,41.4,Liquid Mixed Meal Test,424 Kcal,ghrelin_total,pmol/L,180,154.2,Obesity,Obesity,pre_surgery,NA,none,unknown
Peterli 2012,"Peterli R, Steinert RE, Woelnerhanssen B, Peters T, Christoffel-Courtin C, Gass M, Kern B, von Fluee M, Beglinger C. Metabolic and hormonal changes after laparoscopic Roux-en-Y gastric bypass and sleeve gastrectomy: a randomized, prospective trial. Obes Surg. 2012 May;22(5):740-8. doi: 10.1007/s11695-012-0622-3. PMID: 22354457; PMCID: PMC3319900.",Obesity before SG Cohort,11,44.7,35.2,Liquid Mixed Meal Test,424 Kcal,ghrelin_total,pmol/L,0,125.7,Obesity,Obesity,pre_surgery,NA,none,unknown
Peterli 2012,"Peterli R, Steinert RE, Woelnerhanssen B, Peters T, Christoffel-Courtin C, Gass M, Kern B, von Fluee M, Beglinger C. Metabolic and hormonal changes after laparoscopic Roux-en-Y gastric bypass and sleeve gastrectomy: a randomized, prospective trial. Obes Surg. 2012 May;22(5):740-8. doi: 10.1007/s11695-012-0622-3. PMID: 22354457; PMCID: PMC3319900.",Obesity before SG Cohort,11,44.7,35.2,Liquid Mixed Meal Test,424 Kcal,ghrelin_total,pmol/L,15,123,Obesity,Obesity,pre_surgery,NA,none,unknown
Peterli 2012,"Peterli R, Steinert RE, Woelnerhanssen B, Peters T, Christoffel-Courtin C, Gass M, Kern B, von Fluee M, Beglinger C. Metabolic and hormonal changes after laparoscopic Roux-en-Y gastric bypass and sleeve gastrectomy: a randomized, prospective trial. Obes Surg. 2012 May;22(5):740-8. doi: 10.1007/s11695-012-0622-3. PMID: 22354457; PMCID: PMC3319900.",Obesity before SG Cohort,11,44.7,35.2,Liquid Mixed Meal Test,424 Kcal,ghrelin_total,pmol/L,30,120.6,Obesity,Obesity,pre_surgery,NA,none,unknown
Peterli 2012,"Peterli R, Steinert RE, Woelnerhanssen B, Peters T, Christoffel-Courtin C, Gass M, Kern B, von Fluee M, Beglinger C. Metabolic and hormonal changes after laparoscopic Roux-en-Y gastric bypass and sleeve gastrectomy: a randomized, prospective trial. Obes Surg. 2012 May;22(5):740-8. doi: 10.1007/s11695-012-0622-3. PMID: 22354457; PMCID: PMC3319900.",Obesity before SG Cohort,11,44.7,35.2,Liquid Mixed Meal Test,424 Kcal,ghrelin_total,pmol/L,60,121.2,Obesity,Obesity,pre_surgery,NA,none,unknown
Peterli 2012,"Peterli R, Steinert RE, Woelnerhanssen B, Peters T, Christoffel-Courtin C, Gass M, Kern B, von Fluee M, Beglinger C. Metabolic and hormonal changes after laparoscopic Roux-en-Y gastric bypass and sleeve gastrectomy: a randomized, prospective trial. Obes Surg. 2012 May;22(5):740-8. doi: 10.1007/s11695-012-0622-3. PMID: 22354457; PMCID: PMC3319900.",Obesity before SG Cohort,11,44.7,35.2,Liquid Mixed Meal Test,424 Kcal,ghrelin_total,pmol/L,90,118.8,Obesity,Obesity,pre_surgery,NA,none,unknown
Peterli 2012,"Peterli R, Steinert RE, Woelnerhanssen B, Peters T, Christoffel-Courtin C, Gass M, Kern B, von Fluee M, Beglinger C. Metabolic and hormonal changes after laparoscopic Roux-en-Y gastric bypass and sleeve gastrectomy: a randomized, prospective trial. Obes Surg. 2012 May;22(5):740-8. doi: 10.1007/s11695-012-0622-3. PMID: 22354457; PMCID: PMC3319900.",Obesity before SG Cohort,11,44.7,35.2,Liquid Mixed Meal Test,424 Kcal,ghrelin_total,pmol/L,120,116.7,Obesity,Obesity,pre_surgery,NA,none,unknown
Peterli 2012,"Peterli R, Steinert RE, Woelnerhanssen B, Peters T, Christoffel-Courtin C, Gass M, Kern B, von Fluee M, Beglinger C. Metabolic and hormonal changes after laparoscopic Roux-en-Y gastric bypass and sleeve gastrectomy: a randomized, prospective trial. Obes Surg. 2012 May;22(5):740-8. doi: 10.1007/s11695-012-0622-3. PMID: 22354457; PMCID: PMC3319900.",Obesity before SG Cohort,11,44.7,35.2,Liquid Mixed Meal Test,424 Kcal,ghrelin_total,pmol/L,150,120.6,Obesity,Obesity,pre_surgery,NA,none,unknown
Peterli 2012,"Peterli R, Steinert RE, Woelnerhanssen B, Peters T, Christoffel-Courtin C, Gass M, Kern B, von Fluee M, Beglinger C. Metabolic and hormonal changes after laparoscopic Roux-en-Y gastric bypass and sleeve gastrectomy: a randomized, prospective trial. Obes Surg. 2012 May;22(5):740-8. doi: 10.1007/s11695-012-0622-3. PMID: 22354457; PMCID: PMC3319900.",Obesity before SG Cohort,11,44.7,35.2,Liquid Mixed Meal Test,424 Kcal,ghrelin_total,pmol/L,180,124.5,Obesity,Obesity,pre_surgery,NA,none,unknown
Hedbäck 2022,"Hedbäck N, Hindsø M, Bojsen-Møller KN, Linddal AK, Jørgensen NB, Dirksen C, Møller A, Kristiansen VB, Hartmann B, Holst JJ, Svane MS, Madsbad S. Effect of Meal Texture on Postprandial Glucose Excursions and Gut Hormones After Roux-en-Y Gastric Bypass and Sleeve Gastrectomy. Front Nutr. 2022 Apr 29;9:889710. doi: 10.3389/fnut.2022.889710. PMID: 35571890; PMCID: PMC9100791.",Obesity after Weight loss by sleeve gastrectomy Cohort,12,34.2,54.2,Liquid Mixed Meal Test,309 Kcal,ghrelin_total,pmol/L,0,33.6,SG,SG,post_surgery,NA,SG,unknown
Hedbäck 2022,"Hedbäck N, Hindsø M, Bojsen-Møller KN, Linddal AK, Jørgensen NB, Dirksen C, Møller A, Kristiansen VB, Hartmann B, Holst JJ, Svane MS, Madsbad S. Effect of Meal Texture on Postprandial Glucose Excursions and Gut Hormones After Roux-en-Y Gastric Bypass and Sleeve Gastrectomy. Front Nutr. 2022 Apr 29;9:889710. doi: 10.3389/fnut.2022.889710. PMID: 35571890; PMCID: PMC9100791.",Obesity after Weight loss by sleeve gastrectomy Cohort,12,34.2,54.2,Liquid Mixed Meal Test,309 Kcal,ghrelin_total,pmol/L,15,37.8,SG,SG,post_surgery,NA,SG,unknown
Hedbäck 2022,"Hedbäck N, Hindsø M, Bojsen-Møller KN, Linddal AK, Jørgensen NB, Dirksen C, Møller A, Kristiansen VB, Hartmann B, Holst JJ, Svane MS, Madsbad S. Effect of Meal Texture on Postprandial Glucose Excursions and Gut Hormones After Roux-en-Y Gastric Bypass and Sleeve Gastrectomy. Front Nutr. 2022 Apr 29;9:889710. doi: 10.3389/fnut.2022.889710. PMID: 35571890; PMCID: PMC9100791.",Obesity after Weight loss by sleeve gastrectomy Cohort,12,34.2,54.2,Liquid Mixed Meal Test,309 Kcal,ghrelin_total,pmol/L,30,32.4,SG,SG,post_surgery,NA,SG,unknown
Hedbäck 2022,"Hedbäck N, Hindsø M, Bojsen-Møller KN, Linddal AK, Jørgensen NB, Dirksen C, Møller A, Kristiansen VB, Hartmann B, Holst JJ, Svane MS, Madsbad S. Effect of Meal Texture on Postprandial Glucose Excursions and Gut Hormones After Roux-en-Y Gastric Bypass and Sleeve Gastrectomy. Front Nutr. 2022 Apr 29;9:889710. doi: 10.3389/fnut.2022.889710. PMID: 35571890; PMCID: PMC9100791.",Obesity after Weight loss by sleeve gastrectomy Cohort,12,34.2,54.2,Liquid Mixed Meal Test,309 Kcal,ghrelin_total,pmol/L,60,25.32,SG,SG,post_surgery,NA,SG,unknown
Hedbäck 2022,"Hedbäck N, Hindsø M, Bojsen-Møller KN, Linddal AK, Jørgensen NB, Dirksen C, Møller A, Kristiansen VB, Hartmann B, Holst JJ, Svane MS, Madsbad S. Effect of Meal Texture on Postprandial Glucose Excursions and Gut Hormones After Roux-en-Y Gastric Bypass and Sleeve Gastrectomy. Front Nutr. 2022 Apr 29;9:889710. doi: 10.3389/fnut.2022.889710. PMID: 35571890; PMCID: PMC9100791.",Obesity after Weight loss by sleeve gastrectomy Cohort,12,34.2,54.2,Liquid Mixed Meal Test,309 Kcal,ghrelin_total,pmol/L,90,26.55,SG,SG,post_surgery,NA,SG,unknown
Hedbäck 2022,"Hedbäck N, Hindsø M, Bojsen-Møller KN, Linddal AK, Jørgensen NB, Dirksen C, Møller A, Kristiansen VB, Hartmann B, Holst JJ, Svane MS, Madsbad S. Effect of Meal Texture on Postprandial Glucose Excursions and Gut Hormones After Roux-en-Y Gastric Bypass and Sleeve Gastrectomy. Front Nutr. 2022 Apr 29;9:889710. doi: 10.3389/fnut.2022.889710. PMID: 35571890; PMCID: PMC9100791.",Obesity after Weight loss by sleeve gastrectomy Cohort,12,34.2,54.2,Liquid Mixed Meal Test,309 Kcal,ghrelin_total,pmol/L,120,28.1,SG,SG,post_surgery,NA,SG,unknown
Hedbäck 2022,"Hedbäck N, Hindsø M, Bojsen-Møller KN, Linddal AK, Jørgensen NB, Dirksen C, Møller A, Kristiansen VB, Hartmann B, Holst JJ, Svane MS, Madsbad S. Effect of Meal Texture on Postprandial Glucose Excursions and Gut Hormones After Roux-en-Y Gastric Bypass and Sleeve Gastrectomy. Front Nutr. 2022 Apr 29;9:889710. doi: 10.3389/fnut.2022.889710. PMID: 35571890; PMCID: PMC9100791.",Obesity after Weight loss by sleeve gastrectomy Cohort,12,34.2,54.2,Liquid Mixed Meal Test,309 Kcal,ghrelin_total,pmol/L,150,31.5,SG,SG,post_surgery,NA,SG,unknown
Hedbäck 2022,"Hedbäck N, Hindsø M, Bojsen-Møller KN, Linddal AK, Jørgensen NB, Dirksen C, Møller A, Kristiansen VB, Hartmann B, Holst JJ, Svane MS, Madsbad S. Effect of Meal Texture on Postprandial Glucose Excursions and Gut Hormones After Roux-en-Y Gastric Bypass and Sleeve Gastrectomy. Front Nutr. 2022 Apr 29;9:889710. doi: 10.3389/fnut.2022.889710. PMID: 35571890; PMCID: PMC9100791.",Obesity after Weight loss by sleeve gastrectomy Cohort,12,34.2,54.2,Liquid Mixed Meal Test,309 Kcal,ghrelin_total,pmol/L,180,34.5,SG,SG,post_surgery,NA,SG,unknown
Hedbäck 2022,"Hedbäck N, Hindsø M, Bojsen-Møller KN, Linddal AK, Jørgensen NB, Dirksen C, Møller A, Kristiansen VB, Hartmann B, Holst JJ, Svane MS, Madsbad S. Effect of Meal Texture on Postprandial Glucose Excursions and Gut Hormones After Roux-en-Y Gastric Bypass and Sleeve Gastrectomy. Front Nutr. 2022 Apr 29;9:889710. doi: 10.3389/fnut.2022.889710. PMID: 35571890; PMCID: PMC9100791.",Obesity after Weight loss by sleeve gastrectomy Cohort,12,34.2,54.2,Solid Mixed Meal Test,309 Kcal,ghrelin_total,pmol/L,0,28.71,SG,SG,post_surgery,NA,SG,unknown
Hedbäck 2022,"Hedbäck N, Hindsø M, Bojsen-Møller KN, Linddal AK, Jørgensen NB, Dirksen C, Møller A, Kristiansen VB, Hartmann B, Holst JJ, Svane MS, Madsbad S. Effect of Meal Texture on Postprandial Glucose Excursions and Gut Hormones After Roux-en-Y Gastric Bypass and Sleeve Gastrectomy. Front Nutr. 2022 Apr 29;9:889710. doi: 10.3389/fnut.2022.889710. PMID: 35571890; PMCID: PMC9100791.",Obesity after Weight loss by sleeve gastrectomy Cohort,12,34.2,54.2,Solid Mixed Meal Test,309 Kcal,ghrelin_total,pmol/L,15,32.7,SG,SG,post_surgery,NA,SG,unknown
Hedbäck 2022,"Hedbäck N, Hindsø M, Bojsen-Møller KN, Linddal AK, Jørgensen NB, Dirksen C, Møller A, Kristiansen VB, Hartmann B, Holst JJ, Svane MS, Madsbad S. Effect of Meal Texture on Postprandial Glucose Excursions and Gut Hormones After Roux-en-Y Gastric Bypass and Sleeve Gastrectomy. Front Nutr. 2022 Apr 29;9:889710. doi: 10.3389/fnut.2022.889710. PMID: 35571890; PMCID: PMC9100791.",Obesity after Weight loss by sleeve gastrectomy Cohort,12,34.2,54.2,Solid Mixed Meal Test,309 Kcal,ghrelin_total,pmol/L,30,28.11,SG,SG,post_surgery,NA,SG,unknown
Hedbäck 2022,"Hedbäck N, Hindsø M, Bojsen-Møller KN, Linddal AK, Jørgensen NB, Dirksen C, Møller A, Kristiansen VB, Hartmann B, Holst JJ, Svane MS, Madsbad S. Effect of Meal Texture on Postprandial Glucose Excursions and Gut Hormones After Roux-en-Y Gastric Bypass and Sleeve Gastrectomy. Front Nutr. 2022 Apr 29;9:889710. doi: 10.3389/fnut.2022.889710. PMID: 35571890; PMCID: PMC9100791.",Obesity after Weight loss by sleeve gastrectomy Cohort,12,34.2,54.2,Solid Mixed Meal Test,309 Kcal,ghrelin_total,pmol/L,60,30.3,SG,SG,post_surgery,NA,SG,unknown
Hedbäck 2022,"Hedbäck N, Hindsø M, Bojsen-Møller KN, Linddal AK, Jørgensen NB, Dirksen C, Møller A, Kristiansen VB, Hartmann B, Holst JJ, Svane MS, Madsbad S. Effect of Meal Texture on Postprandial Glucose Excursions and Gut Hormones After Roux-en-Y Gastric Bypass and Sleeve Gastrectomy. Front Nutr. 2022 Apr 29;9:889710. doi: 10.3389/fnut.2022.889710. PMID: 35571890; PMCID: PMC9100791.",Obesity after Weight loss by sleeve gastrectomy Cohort,12,34.2,54.2,Solid Mixed Meal Test,309 Kcal,ghrelin_total,pmol/L,90,32.4,SG,SG,post_surgery,NA,SG,unknown
