Author,Reference,source_cohort,n_subjects,bmi_mean,age_mean,caloric_test,kcal_test,hormone_name,units,time_min,value,cohort_v10_primary,cohort_v10_sensitivity,surgery_status,weeks_post_surgery,weight_loss_modality,had_t2dm_pre_surgery
Yousseif  2014,"Yousseif A, Emmanuel J, Karra E, Millet Q, Elkalaawy M, Jenkinson AD, Hashemi M, Adamo M, Finer N, Fiennes AG, Withers DJ, Batterham RL. Differential effects of laparoscopic sleeve gastrectomy and laparoscopic gastric bypass on appetite, circulating acyl-ghrelin, peptide YY3-36 and active GLP-1 levels in non-diabetic humans. Obes Surg. 2014 Feb;24(2):241-52. doi: 10.1007/s11695-013-1066-0. PMID: 23996294; PMCID: PMC3890046.",Obesity after Weight loss 12 weeks by Roux -en- Y Gastric ByPass Cohort,10,37.9,46.8,Liquid Mixed Meal Test,500 Kcal,GLP1_active,pmol/L,30,62.7,RYGBP,RYGBP,post_surgery,12w,RYGB,unknown
Yousseif  2014,"Yousseif A, Emmanuel J, Karra E, Millet Q, Elkalaawy M, Jenkinson AD, Hashemi M, Adamo M, Finer N, Fiennes AG, Withers DJ, Batterham RL. Differential effects of laparoscopic sleeve gastrectomy and laparoscopic gastric bypass on appetite, circulating acyl-ghrelin, peptide YY3-36 and active GLP-1 levels in non-diabetic humans. Obes Surg. 2014 Feb;24(2):241-52. doi: 10.1007/s11695-013-1066-0. PMID: 23996294; PMCID: PMC3890046.",Obesity after Weight loss 12 weeks by Roux -en- Y Gastric ByPass Cohort,10,37.9,46.8,Liquid Mixed Meal Test,500 Kcal,GLP1_active,pmol/L,60,52.6,RYGBP,RYGBP,post_surgery,12w,RYGB,unknown
Yousseif  2014,"Yousseif A, Emmanuel J, Karra E, Millet Q, Elkalaawy M, Jenkinson AD, Hashemi M, Adamo M, Finer N, Fiennes AG, Withers DJ, Batterham RL. Differential effects of laparoscopic sleeve gastrectomy and laparoscopic gastric bypass on appetite, circulating acyl-ghrelin, peptide YY3-36 and active GLP-1 levels in non-diabetic humans. Obes Surg. 2014 Feb;24(2):241-52. doi: 10.1007/s11695-013-1066-0. PMID: 23996294; PMCID: PMC3890046.",Obesity after Weight loss 12 weeks by Roux -en- Y Gastric ByPass Cohort,10,37.9,46.8,Liquid Mixed Meal Test,500 Kcal,GLP1_active,pmol/L,90,30.9,RYGBP,RYGBP,post_surgery,12w,RYGB,unknown
Yousseif  2014,"Yousseif A, Emmanuel J, Karra E, Millet Q, Elkalaawy M, Jenkinson AD, Hashemi M, Adamo M, Finer N, Fiennes AG, Withers DJ, Batterham RL. Differential effects of laparoscopic sleeve gastrectomy and laparoscopic gastric bypass on appetite, circulating acyl-ghrelin, peptide YY3-36 and active GLP-1 levels in non-diabetic humans. Obes Surg. 2014 Feb;24(2):241-52. doi: 10.1007/s11695-013-1066-0. PMID: 23996294; PMCID: PMC3890046.",Obesity after Weight loss 12 weeks by Roux -en- Y Gastric ByPass Cohort,10,37.9,46.8,Liquid Mixed Meal Test,500 Kcal,GLP1_active,pmol/L,120,21.4,RYGBP,RYGBP,post_surgery,12w,RYGB,unknown
Yousseif  2014,"Yousseif A, Emmanuel J, Karra E, Millet Q, Elkalaawy M, Jenkinson AD, Hashemi M, Adamo M, Finer N, Fiennes AG, Withers DJ, Batterham RL. Differential effects of laparoscopic sleeve gastrectomy and laparoscopic gastric bypass on appetite, circulating acyl-ghrelin, peptide YY3-36 and active GLP-1 levels in non-diabetic humans. Obes Surg. 2014 Feb;24(2):241-52. doi: 10.1007/s11695-013-1066-0. PMID: 23996294; PMCID: PMC3890046.",Obesity after Weight loss 12 weeks by Roux -en- Y Gastric ByPass Cohort,10,37.9,46.8,Liquid Mixed Meal Test,500 Kcal,GLP1_active,pmol/L,150,10.4,RYGBP,RYGBP,post_surgery,12w,RYGB,unknown
Yousseif  2014,"Yousseif A, Emmanuel J, Karra E, Millet Q, Elkalaawy M, Jenkinson AD, Hashemi M, Adamo M, Finer N, Fiennes AG, Withers DJ, Batterham RL. Differential effects of laparoscopic sleeve gastrectomy and laparoscopic gastric bypass on appetite, circulating acyl-ghrelin, peptide YY3-36 and active GLP-1 levels in non-diabetic humans. Obes Surg. 2014 Feb;24(2):241-52. doi: 10.1007/s11695-013-1066-0. PMID: 23996294; PMCID: PMC3890046.",Obesity after Weight loss 12 weeks by Roux -en- Y Gastric ByPass Cohort,10,37.9,46.8,Liquid Mixed Meal Test,500 Kcal,GLP1_active,pmol/L,180,7.17,RYGBP,RYGBP,post_surgery,12w,RYGB,unknown
Nosso 2016,"Nosso G, Griffo E, Cotugno M, Saldalamacchia G, Lupoli R, Pacini G, Riccardi G, Angrisani L, Capaldo B. Comparative Effects of Roux-en-Y Gastric Bypass and Sleeve Gastrectomy on Glucose Homeostasis and Incretin Hormones in Obese Type 2 Diabetic Patients: A One-Year Prospective Study. Horm Metab Res. 2016 May;48(5):312-7. doi: 10.1055/s-0041-111505. Epub 2016 Jan 20. PMID: 26788926.",Obesity Plus Type 2 Diabetes Mellitus  Before Roux -en- Y Gastric ByPass Cohort,14,42,49,Liquid Mixed Meal Test,304 Kcal,GLP1_active,pmol/L,0,4.73,Obesity_T2DM,Obesity_T2DM,pre_surgery,NA,none,TRUE
Nosso 2016,"Nosso G, Griffo E, Cotugno M, Saldalamacchia G, Lupoli R, Pacini G, Riccardi G, Angrisani L, Capaldo B. Comparative Effects of Roux-en-Y Gastric Bypass and Sleeve Gastrectomy on Glucose Homeostasis and Incretin Hormones in Obese Type 2 Diabetic Patients: A One-Year Prospective Study. Horm Metab Res. 2016 May;48(5):312-7. doi: 10.1055/s-0041-111505. Epub 2016 Jan 20. PMID: 26788926.",Obesity Plus Type 2 Diabetes Mellitus  Before Roux -en- Y Gastric ByPass Cohort,14,42,49,Liquid Mixed Meal Test,304 Kcal,GLP1_active,pmol/L,15,5.66,Obesity_T2DM,Obesity_T2DM,pre_surgery,NA,none,TRUE
Nosso 2016,"Nosso G, Griffo E, Cotugno M, Saldalamacchia G, Lupoli R, Pacini G, Riccardi G, Angrisani L, Capaldo B. Comparative Effects of Roux-en-Y Gastric Bypass and Sleeve Gastrectomy on Glucose Homeostasis and Incretin Hormones in Obese Type 2 Diabetic Patients: A One-Year Prospective Study. Horm Metab Res. 2016 May;48(5):312-7. doi: 10.1055/s-0041-111505. Epub 2016 Jan 20. PMID: 26788926.",Obesity Plus Type 2 Diabetes Mellitus  Before Roux -en- Y Gastric ByPass Cohort,14,42,49,Liquid Mixed Meal Test,304 Kcal,GLP1_active,pmol/L,30,6.93,Obesity_T2DM,Obesity_T2DM,pre_surgery,NA,none,TRUE
Nosso 2016,"Nosso G, Griffo E, Cotugno M, Saldalamacchia G, Lupoli R, Pacini G, Riccardi G, Angrisani L, Capaldo B. Comparative Effects of Roux-en-Y Gastric Bypass and Sleeve Gastrectomy on Glucose Homeostasis and Incretin Hormones in Obese Type 2 Diabetic Patients: A One-Year Prospective Study. Horm Metab Res. 2016 May;48(5):312-7. doi: 10.1055/s-0041-111505. Epub 2016 Jan 20. PMID: 26788926.",Obesity Plus Type 2 Diabetes Mellitus  Before Roux -en- Y Gastric ByPass Cohort,14,42,49,Liquid Mixed Meal Test,304 Kcal,GLP1_active,pmol/L,60,6.25,Obesity_T2DM,Obesity_T2DM,pre_surgery,NA,none,TRUE
Nosso 2016,"Nosso G, Griffo E, Cotugno M, Saldalamacchia G, Lupoli R, Pacini G, Riccardi G, Angrisani L, Capaldo B. Comparative Effects of Roux-en-Y Gastric Bypass and Sleeve Gastrectomy on Glucose Homeostasis and Incretin Hormones in Obese Type 2 Diabetic Patients: A One-Year Prospective Study. Horm Metab Res. 2016 May;48(5):312-7. doi: 10.1055/s-0041-111505. Epub 2016 Jan 20. PMID: 26788926.",Obesity Plus Type 2 Diabetes Mellitus  Before Roux -en- Y Gastric ByPass Cohort,14,42,49,Liquid Mixed Meal Test,304 Kcal,GLP1_active,pmol/L,90,3.89,Obesity_T2DM,Obesity_T2DM,pre_surgery,NA,none,TRUE
Nosso 2016,"Nosso G, Griffo E, Cotugno M, Saldalamacchia G, Lupoli R, Pacini G, Riccardi G, Angrisani L, Capaldo B. Comparative Effects of Roux-en-Y Gastric Bypass and Sleeve Gastrectomy on Glucose Homeostasis and Incretin Hormones in Obese Type 2 Diabetic Patients: A One-Year Prospective Study. Horm Metab Res. 2016 May;48(5):312-7. doi: 10.1055/s-0041-111505. Epub 2016 Jan 20. PMID: 26788926.",Obesity Plus Type 2 Diabetes Mellitus  Before Roux -en- Y Gastric ByPass Cohort,14,42,49,Liquid Mixed Meal Test,304 Kcal,GLP1_active,pmol/L,120,3.8,Obesity_T2DM,Obesity_T2DM,pre_surgery,NA,none,TRUE
Nosso 2016,"Nosso G, Griffo E, Cotugno M, Saldalamacchia G, Lupoli R, Pacini G, Riccardi G, Angrisani L, Capaldo B. Comparative Effects of Roux-en-Y Gastric Bypass and Sleeve Gastrectomy on Glucose Homeostasis and Incretin Hormones in Obese Type 2 Diabetic Patients: A One-Year Prospective Study. Horm Metab Res. 2016 May;48(5):312-7. doi: 10.1055/s-0041-111505. Epub 2016 Jan 20. PMID: 26788926.",Obesity Plus Type 2 Diabetes Mellitus  Before Roux -en- Y Gastric ByPass Cohort,14,42,49,Liquid Mixed Meal Test,304 Kcal,GLP1_active,pmol/L,150,3.72,Obesity_T2DM,Obesity_T2DM,pre_surgery,NA,none,TRUE
Nosso 2016,"Nosso G, Griffo E, Cotugno M, Saldalamacchia G, Lupoli R, Pacini G, Riccardi G, Angrisani L, Capaldo B. Comparative Effects of Roux-en-Y Gastric Bypass and Sleeve Gastrectomy on Glucose Homeostasis and Incretin Hormones in Obese Type 2 Diabetic Patients: A One-Year Prospective Study. Horm Metab Res. 2016 May;48(5):312-7. doi: 10.1055/s-0041-111505. Epub 2016 Jan 20. PMID: 26788926.",Obesity Plus Type 2 Diabetes Mellitus  Before Roux -en- Y Gastric ByPass Cohort,14,42,49,Liquid Mixed Meal Test,304 Kcal,GLP1_active,pmol/L,180,4.31,Obesity_T2DM,Obesity_T2DM,pre_surgery,NA,none,TRUE
Nosso 2016,"Nosso G, Griffo E, Cotugno M, Saldalamacchia G, Lupoli R, Pacini G, Riccardi G, Angrisani L, Capaldo B. Comparative Effects of Roux-en-Y Gastric Bypass and Sleeve Gastrectomy on Glucose Homeostasis and Incretin Hormones in Obese Type 2 Diabetic Patients: A One-Year Prospective Study. Horm Metab Res. 2016 May;48(5):312-7. doi: 10.1055/s-0041-111505. Epub 2016 Jan 20. PMID: 26788926.",Obesity Plus Type 2 Diabetes Mellitus  1 year after Roux -en- Y Gastric ByPass Cohort,14,28,49,Liquid Mixed Meal Test,304 Kcal,GLP1_active,pmol/L,0,4.82,RYGBP,RYGBP,post_surgery,1y,RYGB,TRUE
Nosso 2016,"Nosso G, Griffo E, Cotugno M, Saldalamacchia G, Lupoli R, Pacini G, Riccardi G, Angrisani L, Capaldo B. Comparative Effects of Roux-en-Y Gastric Bypass and Sleeve Gastrectomy on Glucose Homeostasis and Incretin Hormones in Obese Type 2 Diabetic Patients: A One-Year Prospective Study. Horm Metab Res. 2016 May;48(5):312-7. doi: 10.1055/s-0041-111505. Epub 2016 Jan 20. PMID: 26788926.",Obesity Plus Type 2 Diabetes Mellitus  1 year after Roux -en- Y Gastric ByPass Cohort,14,28,49,Liquid Mixed Meal Test,304 Kcal,GLP1_active,pmol/L,15,25.35,RYGBP,RYGBP,post_surgery,1y,RYGB,TRUE
Nosso 2016,"Nosso G, Griffo E, Cotugno M, Saldalamacchia G, Lupoli R, Pacini G, Riccardi G, Angrisani L, Capaldo B. Comparative Effects of Roux-en-Y Gastric Bypass and Sleeve Gastrectomy on Glucose Homeostasis and Incretin Hormones in Obese Type 2 Diabetic Patients: A One-Year Prospective Study. Horm Metab Res. 2016 May;48(5):312-7. doi: 10.1055/s-0041-111505. Epub 2016 Jan 20. PMID: 26788926.",Obesity Plus Type 2 Diabetes Mellitus  1 year after Roux -en- Y Gastric ByPass Cohort,14,28,49,Liquid Mixed Meal Test,304 Kcal,GLP1_active,pmol/L,30,46.82,RYGBP,RYGBP,post_surgery,1y,RYGB,TRUE
Nosso 2016,"Nosso G, Griffo E, Cotugno M, Saldalamacchia G, Lupoli R, Pacini G, Riccardi G, Angrisani L, Capaldo B. Comparative Effects of Roux-en-Y Gastric Bypass and Sleeve Gastrectomy on Glucose Homeostasis and Incretin Hormones in Obese Type 2 Diabetic Patients: A One-Year Prospective Study. Horm Metab Res. 2016 May;48(5):312-7. doi: 10.1055/s-0041-111505. Epub 2016 Jan 20. PMID: 26788926.",Obesity Plus Type 2 Diabetes Mellitus  1 year after Roux -en- Y Gastric ByPass Cohort,14,28,49,Liquid Mixed Meal Test,304 Kcal,GLP1_active,pmol/L,60,25.1,RYGBP,RYGBP,post_surgery,1y,RYGB,TRUE
Nosso 2016,"Nosso G, Griffo E, Cotugno M, Saldalamacchia G, Lupoli R, Pacini G, Riccardi G, Angrisani L, Capaldo B. Comparative Effects of Roux-en-Y Gastric Bypass and Sleeve Gastrectomy on Glucose Homeostasis and Incretin Hormones in Obese Type 2 Diabetic Patients: A One-Year Prospective Study. Horm Metab Res. 2016 May;48(5):312-7. doi: 10.1055/s-0041-111505. Epub 2016 Jan 20. PMID: 26788926.",Obesity Plus Type 2 Diabetes Mellitus  1 year after Roux -en- Y Gastric ByPass Cohort,14,28,49,Liquid Mixed Meal Test,304 Kcal,GLP1_active,pmol/L,90,8.45,RYGBP,RYGBP,post_surgery,1y,RYGB,TRUE
Nosso 2016,"Nosso G, Griffo E, Cotugno M, Saldalamacchia G, Lupoli R, Pacini G, Riccardi G, Angrisani L, Capaldo B. Comparative Effects of Roux-en-Y Gastric Bypass and Sleeve Gastrectomy on Glucose Homeostasis and Incretin Hormones in Obese Type 2 Diabetic Patients: A One-Year Prospective Study. Horm Metab Res. 2016 May;48(5):312-7. doi: 10.1055/s-0041-111505. Epub 2016 Jan 20. PMID: 26788926.",Obesity Plus Type 2 Diabetes Mellitus  1 year after Roux -en- Y Gastric ByPass Cohort,14,28,49,Liquid Mixed Meal Test,304 Kcal,GLP1_active,pmol/L,120,6,RYGBP,RYGBP,post_surgery,1y,RYGB,TRUE
Nosso 2016,"Nosso G, Griffo E, Cotugno M, Saldalamacchia G, Lupoli R, Pacini G, Riccardi G, Angrisani L, Capaldo B. Comparative Effects of Roux-en-Y Gastric Bypass and Sleeve Gastrectomy on Glucose Homeostasis and Incretin Hormones in Obese Type 2 Diabetic Patients: A One-Year Prospective Study. Horm Metab Res. 2016 May;48(5):312-7. doi: 10.1055/s-0041-111505. Epub 2016 Jan 20. PMID: 26788926.",Obesity Plus Type 2 Diabetes Mellitus  1 year after Roux -en- Y Gastric ByPass Cohort,14,28,49,Liquid Mixed Meal Test,304 Kcal,GLP1_active,pmol/L,150,6.34,RYGBP,RYGBP,post_surgery,1y,RYGB,TRUE
Nosso 2016,"Nosso G, Griffo E, Cotugno M, Saldalamacchia G, Lupoli R, Pacini G, Riccardi G, Angrisani L, Capaldo B. Comparative Effects of Roux-en-Y Gastric Bypass and Sleeve Gastrectomy on Glucose Homeostasis and Incretin Hormones in Obese Type 2 Diabetic Patients: A One-Year Prospective Study. Horm Metab Res. 2016 May;48(5):312-7. doi: 10.1055/s-0041-111505. Epub 2016 Jan 20. PMID: 26788926.",Obesity Plus Type 2 Diabetes Mellitus  1 year after Roux -en- Y Gastric ByPass Cohort,14,28,49,Liquid Mixed Meal Test,304 Kcal,GLP1_active,pmol/L,180,6.59,RYGBP,RYGBP,post_surgery,1y,RYGB,TRUE
Nosso 2016,"Nosso G, Griffo E, Cotugno M, Saldalamacchia G, Lupoli R, Pacini G, Riccardi G, Angrisani L, Capaldo B. Comparative Effects of Roux-en-Y Gastric Bypass and Sleeve Gastrectomy on Glucose Homeostasis and Incretin Hormones in Obese Type 2 Diabetic Patients: A One-Year Prospective Study. Horm Metab Res. 2016 May;48(5):312-7. doi: 10.1055/s-0041-111505. Epub 2016 Jan 20. PMID: 26788926.",Obesity Plus Type 2 Diabetes Mellitus  Before Sleeve Gastrectomy Cohort,19,46,44,Liquid Mixed Meal Test,304 Kcal,GLP1_active,pmol/L,0,2.95,Obesity_T2DM,Obesity_T2DM,pre_surgery,NA,none,TRUE
Nosso 2016,"Nosso G, Griffo E, Cotugno M, Saldalamacchia G, Lupoli R, Pacini G, Riccardi G, Angrisani L, Capaldo B. Comparative Effects of Roux-en-Y Gastric Bypass and Sleeve Gastrectomy on Glucose Homeostasis and Incretin Hormones in Obese Type 2 Diabetic Patients: A One-Year Prospective Study. Horm Metab Res. 2016 May;48(5):312-7. doi: 10.1055/s-0041-111505. Epub 2016 Jan 20. PMID: 26788926.",Obesity Plus Type 2 Diabetes Mellitus  Before Sleeve Gastrectomy Cohort,19,46,44,Liquid Mixed Meal Test,304 Kcal,GLP1_active,pmol/L,15,3.37,Obesity_T2DM,Obesity_T2DM,pre_surgery,NA,none,TRUE
Nosso 2016,"Nosso G, Griffo E, Cotugno M, Saldalamacchia G, Lupoli R, Pacini G, Riccardi G, Angrisani L, Capaldo B. Comparative Effects of Roux-en-Y Gastric Bypass and Sleeve Gastrectomy on Glucose Homeostasis and Incretin Hormones in Obese Type 2 Diabetic Patients: A One-Year Prospective Study. Horm Metab Res. 2016 May;48(5):312-7. doi: 10.1055/s-0041-111505. Epub 2016 Jan 20. PMID: 26788926.",Obesity Plus Type 2 Diabetes Mellitus  Before Sleeve Gastrectomy Cohort,19,46,44,Liquid Mixed Meal Test,304 Kcal,GLP1_active,pmol/L,30,3.79,Obesity_T2DM,Obesity_T2DM,pre_surgery,NA,none,TRUE
Nosso 2016,"Nosso G, Griffo E, Cotugno M, Saldalamacchia G, Lupoli R, Pacini G, Riccardi G, Angrisani L, Capaldo B. Comparative Effects of Roux-en-Y Gastric Bypass and Sleeve Gastrectomy on Glucose Homeostasis and Incretin Hormones in Obese Type 2 Diabetic Patients: A One-Year Prospective Study. Horm Metab Res. 2016 May;48(5):312-7. doi: 10.1055/s-0041-111505. Epub 2016 Jan 20. PMID: 26788926.",Obesity Plus Type 2 Diabetes Mellitus  Before Sleeve Gastrectomy Cohort,19,46,44,Liquid Mixed Meal Test,304 Kcal,GLP1_active,pmol/L,60,3.65,Obesity_T2DM,Obesity_T2DM,pre_surgery,NA,none,TRUE
Nosso 2016,"Nosso G, Griffo E, Cotugno M, Saldalamacchia G, Lupoli R, Pacini G, Riccardi G, Angrisani L, Capaldo B. Comparative Effects of Roux-en-Y Gastric Bypass and Sleeve Gastrectomy on Glucose Homeostasis and Incretin Hormones in Obese Type 2 Diabetic Patients: A One-Year Prospective Study. Horm Metab Res. 2016 May;48(5):312-7. doi: 10.1055/s-0041-111505. Epub 2016 Jan 20. PMID: 26788926.",Obesity Plus Type 2 Diabetes Mellitus  Before Sleeve Gastrectomy Cohort,19,46,44,Liquid Mixed Meal Test,304 Kcal,GLP1_active,pmol/L,90,3.3,Obesity_T2DM,Obesity_T2DM,pre_surgery,NA,none,TRUE
Nosso 2016,"Nosso G, Griffo E, Cotugno M, Saldalamacchia G, Lupoli R, Pacini G, Riccardi G, Angrisani L, Capaldo B. Comparative Effects of Roux-en-Y Gastric Bypass and Sleeve Gastrectomy on Glucose Homeostasis and Incretin Hormones in Obese Type 2 Diabetic Patients: A One-Year Prospective Study. Horm Metab Res. 2016 May;48(5):312-7. doi: 10.1055/s-0041-111505. Epub 2016 Jan 20. PMID: 26788926.",Obesity Plus Type 2 Diabetes Mellitus  Before Sleeve Gastrectomy Cohort,19,46,44,Liquid Mixed Meal Test,304 Kcal,GLP1_active,pmol/L,120,3.9,Obesity_T2DM,Obesity_T2DM,pre_surgery,NA,none,TRUE
Nosso 2016,"Nosso G, Griffo E, Cotugno M, Saldalamacchia G, Lupoli R, Pacini G, Riccardi G, Angrisani L, Capaldo B. Comparative Effects of Roux-en-Y Gastric Bypass and Sleeve Gastrectomy on Glucose Homeostasis and Incretin Hormones in Obese Type 2 Diabetic Patients: A One-Year Prospective Study. Horm Metab Res. 2016 May;48(5):312-7. doi: 10.1055/s-0041-111505. Epub 2016 Jan 20. PMID: 26788926.",Obesity Plus Type 2 Diabetes Mellitus  Before Sleeve Gastrectomy Cohort,19,46,44,Liquid Mixed Meal Test,304 Kcal,GLP1_active,pmol/L,150,3.23,Obesity_T2DM,Obesity_T2DM,pre_surgery,NA,none,TRUE
Nosso 2016,"Nosso G, Griffo E, Cotugno M, Saldalamacchia G, Lupoli R, Pacini G, Riccardi G, Angrisani L, Capaldo B. Comparative Effects of Roux-en-Y Gastric Bypass and Sleeve Gastrectomy on Glucose Homeostasis and Incretin Hormones in Obese Type 2 Diabetic Patients: A One-Year Prospective Study. Horm Metab Res. 2016 May;48(5):312-7. doi: 10.1055/s-0041-111505. Epub 2016 Jan 20. PMID: 26788926.",Obesity Plus Type 2 Diabetes Mellitus  Before Sleeve Gastrectomy Cohort,19,46,44,Liquid Mixed Meal Test,304 Kcal,GLP1_active,pmol/L,180,3.51,Obesity_T2DM,Obesity_T2DM,pre_surgery,NA,none,TRUE
Nosso 2016,"Nosso G, Griffo E, Cotugno M, Saldalamacchia G, Lupoli R, Pacini G, Riccardi G, Angrisani L, Capaldo B. Comparative Effects of Roux-en-Y Gastric Bypass and Sleeve Gastrectomy on Glucose Homeostasis and Incretin Hormones in Obese Type 2 Diabetic Patients: A One-Year Prospective Study. Horm Metab Res. 2016 May;48(5):312-7. doi: 10.1055/s-0041-111505. Epub 2016 Jan 20. PMID: 26788926.",Obesity Plus Type 2 Diabetes Mellitus  1 year after Sleeve Gastrectomy Cohort,19,32,44,Liquid Mixed Meal Test,304 Kcal,GLP1_active,pmol/L,0,3.44,SG,SG,post_surgery,1y,SG,TRUE
Nosso 2016,"Nosso G, Griffo E, Cotugno M, Saldalamacchia G, Lupoli R, Pacini G, Riccardi G, Angrisani L, Capaldo B. Comparative Effects of Roux-en-Y Gastric Bypass and Sleeve Gastrectomy on Glucose Homeostasis and Incretin Hormones in Obese Type 2 Diabetic Patients: A One-Year Prospective Study. Horm Metab Res. 2016 May;48(5):312-7. doi: 10.1055/s-0041-111505. Epub 2016 Jan 20. PMID: 26788926.",Obesity Plus Type 2 Diabetes Mellitus  1 year after Sleeve Gastrectomy Cohort,19,32,44,Liquid Mixed Meal Test,304 Kcal,GLP1_active,pmol/L,15,6.46,SG,SG,post_surgery,1y,SG,TRUE
Nosso 2016,"Nosso G, Griffo E, Cotugno M, Saldalamacchia G, Lupoli R, Pacini G, Riccardi G, Angrisani L, Capaldo B. Comparative Effects of Roux-en-Y Gastric Bypass and Sleeve Gastrectomy on Glucose Homeostasis and Incretin Hormones in Obese Type 2 Diabetic Patients: A One-Year Prospective Study. Horm Metab Res. 2016 May;48(5):312-7. doi: 10.1055/s-0041-111505. Epub 2016 Jan 20. PMID: 26788926.",Obesity Plus Type 2 Diabetes Mellitus  1 year after Sleeve Gastrectomy Cohort,19,32,44,Liquid Mixed Meal Test,304 Kcal,GLP1_active,pmol/L,30,9.48,SG,SG,post_surgery,1y,SG,TRUE
Nosso 2016,"Nosso G, Griffo E, Cotugno M, Saldalamacchia G, Lupoli R, Pacini G, Riccardi G, Angrisani L, Capaldo B. Comparative Effects of Roux-en-Y Gastric Bypass and Sleeve Gastrectomy on Glucose Homeostasis and Incretin Hormones in Obese Type 2 Diabetic Patients: A One-Year Prospective Study. Horm Metab Res. 2016 May;48(5):312-7. doi: 10.1055/s-0041-111505. Epub 2016 Jan 20. PMID: 26788926.",Obesity Plus Type 2 Diabetes Mellitus  1 year after Sleeve Gastrectomy Cohort,19,32,44,Liquid Mixed Meal Test,304 Kcal,GLP1_active,pmol/L,60,5.27,SG,SG,post_surgery,1y,SG,TRUE
Nosso 2016,"Nosso G, Griffo E, Cotugno M, Saldalamacchia G, Lupoli R, Pacini G, Riccardi G, Angrisani L, Capaldo B. Comparative Effects of Roux-en-Y Gastric Bypass and Sleeve Gastrectomy on Glucose Homeostasis and Incretin Hormones in Obese Type 2 Diabetic Patients: A One-Year Prospective Study. Horm Metab Res. 2016 May;48(5):312-7. doi: 10.1055/s-0041-111505. Epub 2016 Jan 20. PMID: 26788926.",Obesity Plus Type 2 Diabetes Mellitus  1 year after Sleeve Gastrectomy Cohort,19,32,44,Liquid Mixed Meal Test,304 Kcal,GLP1_active,pmol/L,90,3.65,SG,SG,post_surgery,1y,SG,TRUE
Nosso 2016,"Nosso G, Griffo E, Cotugno M, Saldalamacchia G, Lupoli R, Pacini G, Riccardi G, Angrisani L, Capaldo B. Comparative Effects of Roux-en-Y Gastric Bypass and Sleeve Gastrectomy on Glucose Homeostasis and Incretin Hormones in Obese Type 2 Diabetic Patients: A One-Year Prospective Study. Horm Metab Res. 2016 May;48(5):312-7. doi: 10.1055/s-0041-111505. Epub 2016 Jan 20. PMID: 26788926.",Obesity Plus Type 2 Diabetes Mellitus  1 year after Sleeve Gastrectomy Cohort,19,32,44,Liquid Mixed Meal Test,304 Kcal,GLP1_active,pmol/L,120,3.65,SG,SG,post_surgery,1y,SG,TRUE
Nosso 2016,"Nosso G, Griffo E, Cotugno M, Saldalamacchia G, Lupoli R, Pacini G, Riccardi G, Angrisani L, Capaldo B. Comparative Effects of Roux-en-Y Gastric Bypass and Sleeve Gastrectomy on Glucose Homeostasis and Incretin Hormones in Obese Type 2 Diabetic Patients: A One-Year Prospective Study. Horm Metab Res. 2016 May;48(5):312-7. doi: 10.1055/s-0041-111505. Epub 2016 Jan 20. PMID: 26788926.",Obesity Plus Type 2 Diabetes Mellitus  1 year after Sleeve Gastrectomy Cohort,19,32,44,Liquid Mixed Meal Test,304 Kcal,GLP1_active,pmol/L,150,3.51,SG,SG,post_surgery,1y,SG,TRUE
Nosso 2016,"Nosso G, Griffo E, Cotugno M, Saldalamacchia G, Lupoli R, Pacini G, Riccardi G, Angrisani L, Capaldo B. Comparative Effects of Roux-en-Y Gastric Bypass and Sleeve Gastrectomy on Glucose Homeostasis and Incretin Hormones in Obese Type 2 Diabetic Patients: A One-Year Prospective Study. Horm Metab Res. 2016 May;48(5):312-7. doi: 10.1055/s-0041-111505. Epub 2016 Jan 20. PMID: 26788926.",Obesity Plus Type 2 Diabetes Mellitus  1 year after Sleeve Gastrectomy Cohort,19,32,44,Liquid Mixed Meal Test,304 Kcal,GLP1_active,pmol/L,180,3.72,SG,SG,post_surgery,1y,SG,TRUE
Belinova 2014,"Belinova L, Kahleova H, Malinska H, Topolcan O, Vrzalova J, Oliyarnyk O, Kazdova L, Hill M, Pelikanova T. Differential acute postprandial effects of processed meat and isocaloric vegan meals on the gastrointestinal hormone response in subjects suffering from type 2 diabetes and healthy controls: a randomized crossover study. PLoS One. 2014 Sep 15;9(9):e107561. doi: 10.1371/journal.pone.0107561. PMID: 25222490; PMCID: PMC4164634.",No obesity-No T2DM Cohort,50,24.4,54,Solid Mixed Meal Test,456 Kcal,GLP1_active,pmol/L,0,4.05,no_obese_without_T2DM,no_obese_without_T2DM,not_applicable,NA,none,TRUE
Belinova 2014,"Belinova L, Kahleova H, Malinska H, Topolcan O, Vrzalova J, Oliyarnyk O, Kazdova L, Hill M, Pelikanova T. Differential acute postprandial effects of processed meat and isocaloric vegan meals on the gastrointestinal hormone response in subjects suffering from type 2 diabetes and healthy controls: a randomized crossover study. PLoS One. 2014 Sep 15;9(9):e107561. doi: 10.1371/journal.pone.0107561. PMID: 25222490; PMCID: PMC4164634.",No obesity-No T2DM Cohort,50,24.4,54,Solid Mixed Meal Test,456 Kcal,GLP1_active,pmol/L,15,4.13,no_obese_without_T2DM,no_obese_without_T2DM,not_applicable,NA,none,TRUE
