t,mean_diff,lo,hi,hormone_name,cohort,method
0,-31.845139011883333,-125.88874913912454,62.198471115357876,ghrelin_total,Obesity,sup-t bootstrap
3.6,-29.65899753141167,-115.81218494233828,56.494189879514934,ghrelin_total,Obesity,sup-t bootstrap
7.2,-27.47285605094021,-110.51504659238418,55.56933449050376,ghrelin_total,Obesity,sup-t bootstrap
10.8,-25.286714570468774,-110.52228069366816,59.948851552730616,ghrelin_total,Obesity,sup-t bootstrap
14.4,-23.100573089997198,-115.45673513847461,69.25558895848022,ghrelin_total,Obesity,sup-t bootstrap
18,-19.851523201949817,-104.65150234706701,64.94845594316737,ghrelin_total,Obesity,sup-t bootstrap
21.6,-16.389891632387076,-94.04286166945019,61.26307840467604,ghrelin_total,Obesity,sup-t bootstrap
25.2,-12.928260062824421,-88.7212716752995,62.86475154965066,ghrelin_total,Obesity,sup-t bootstrap
28.8,-9.466628493261851,-89.05825508895076,70.12499810242706,ghrelin_total,Obesity,sup-t bootstrap
32.4,-7.989706056624584,-86.23782700997181,70.25841489672264,ghrelin_total,Obesity,sup-t bootstrap
36,-7.505138186449756,-81.08741796167352,66.07714158877401,ghrelin_total,Obesity,sup-t bootstrap
39.6,-7.020570316274728,-77.31956501792635,63.278424385376894,ghrelin_total,Obesity,sup-t bootstrap
43.2,-6.536002446100099,-75.13307753068547,62.06107263848527,ghrelin_total,Obesity,sup-t bootstrap
46.800000000000004,-6.051434575925299,-74.64576421920965,62.542895067359055,ghrelin_total,Obesity,sup-t bootstrap
50.4,-5.566866705750471,-75.85782418405448,64.72409077255354,ghrelin_total,Obesity,sup-t bootstrap
54,-5.082298835575671,-78.65178056662917,68.48718289547783,ghrelin_total,Obesity,sup-t bootstrap
57.6,-4.5977309654007,-82.82900269281659,73.63354076201519,ghrelin_total,Obesity,sup-t bootstrap
61.2,-4.927535292292362,-85.37578111713646,75.52071053255173,ghrelin_total,Obesity,sup-t bootstrap
64.8,-6.886084013316747,-83.50082302406615,69.72865499743266,ghrelin_total,Obesity,sup-t bootstrap
68.4,-8.84463273434099,-82.96978639596726,65.28052092728528,ghrelin_total,Obesity,sup-t bootstrap
72,-10.80318145536532,-83.92007944288909,62.31371653215845,ghrelin_total,Obesity,sup-t bootstrap
75.60000000000001,-12.761730176389563,-86.41256405870179,60.889103705922665,ghrelin_total,Obesity,sup-t bootstrap
79.2,-14.72027889741409,-90.41461214690995,60.974054352081765,ghrelin_total,Obesity,sup-t bootstrap
82.8,-16.678827618438362,-95.80935924116466,62.45170400428793,ghrelin_total,Obesity,sup-t bootstrap
86.4,-18.63737633946272,-102.4256343353693,65.15088165644386,ghrelin_total,Obesity,sup-t bootstrap
90,-20.595925060486877,-110.07288028006109,68.88103015908733,ghrelin_total,Obesity,sup-t bootstrap
93.60000000000001,-16.67714022085056,-100.64545848417661,67.2911780424755,ghrelin_total,Obesity,sup-t bootstrap
97.2,-12.75835538121413,-92.360053356745,66.84334259431674,ghrelin_total,Obesity,sup-t bootstrap
100.8,-8.839570541577814,-85.4122880146762,67.73314693152057,ghrelin_total,Obesity,sup-t bootstrap
104.4,-4.9207857019412415,-79.96431103126693,70.12273962738445,ghrelin_total,Obesity,sup-t bootstrap
108,-1.0020008623049819,-76.1077877132676,74.10378598865763,ghrelin_total,Obesity,sup-t bootstrap
111.60000000000001,2.916783977331363,-73.8388453612533,79.67241331591603,ghrelin_total,Obesity,sup-t bootstrap
115.2,6.8355688169678785,-73.05919286258822,86.73033049652398,ghrelin_total,Obesity,sup-t bootstrap
118.8,10.754353656604195,-73.60273344646492,95.11144075967331,ghrelin_total,Obesity,sup-t bootstrap
122.4,9.866767458554278,-72.23682133867958,91.97035625578813,ghrelin_total,Obesity,sup-t bootstrap
126,6.57599574166079,-70.45461281206127,83.60660429538285,ghrelin_total,Obesity,sup-t bootstrap
129.6,3.2852240247675013,-69.98925350390924,76.55970155344424,ghrelin_total,Obesity,sup-t bootstrap
133.20000000000002,-0.005547692126015136,-71.04991764651875,71.03882226226672,ghrelin_total,Obesity,sup-t bootstrap
136.8,-3.296319409019361,-73.78160148623746,67.18896266819874,ghrelin_total,Obesity,sup-t bootstrap
140.4,-6.587091125912792,-78.22344027189928,65.0492580200737,ghrelin_total,Obesity,sup-t bootstrap
144,-9.877862842806053,-84.29612062003885,64.54039493442674,ghrelin_total,Obesity,sup-t bootstrap
147.6,-13.168634559699512,-91.82679818181774,65.48952906241871,ghrelin_total,Obesity,sup-t bootstrap
151.20000000000002,-14.601349473107803,-95.37778587250352,66.17508692628792,ghrelin_total,Obesity,sup-t bootstrap
154.8,-12.317950779545868,-89.36238450122798,64.72648294213624,ghrelin_total,Obesity,sup-t bootstrap
158.4,-10.034552085984018,-84.17964336784932,64.11053919588129,ghrelin_total,Obesity,sup-t bootstrap
162,-7.7511533924221965,-79.92997340556774,64.42766662072334,ghrelin_total,Obesity,sup-t bootstrap
165.6,-5.467754698860261,-76.6906952403489,65.75518584262838,ghrelin_total,Obesity,sup-t bootstrap
169.20000000000002,-3.1843560052984117,-74.50244742574552,68.13373541514869,ghrelin_total,Obesity,sup-t bootstrap
172.8,-0.9009573117363061,-73.36108960478778,71.55917498131517,ghrelin_total,Obesity,sup-t bootstrap
176.4,1.38244138182543,-73.21855783125632,75.98344059490718,ghrelin_total,Obesity,sup-t bootstrap
180,3.665840075387308,-73.99228956244518,81.3239697132198,ghrelin_total,Obesity,sup-t bootstrap
0,-171.13383437428286,-258.3528671899053,-83.91480155866043,ghrelin_total,Obesity_T2DM,sup-t bootstrap
3.6,-169.8106681800561,-251.16469925030518,-88.45663710980702,ghrelin_total,Obesity_T2DM,sup-t bootstrap
7.2,-168.48750198582945,-247.60212493010965,-89.37287904154925,ghrelin_total,Obesity_T2DM,sup-t bootstrap
10.8,-167.16433579160275,-247.96715295785242,-86.3615186253531,ghrelin_total,Obesity_T2DM,sup-t bootstrap
14.4,-165.84116959737605,-252.02929793613976,-79.65304125861233,ghrelin_total,Obesity_T2DM,sup-t bootstrap
18,-160.22487487719135,-239.24158039755775,-81.20816935682494,ghrelin_total,Obesity_T2DM,sup-t bootstrap
21.6,-153.74995445181503,-226.17998137592528,-81.31992752770478,ghrelin_total,Obesity_T2DM,sup-t bootstrap
25.2,-147.27503402643868,-217.89811242479254,-76.65195562808479,ghrelin_total,Obesity_T2DM,sup-t bootstrap
28.8,-140.8001136010625,-214.7471957476247,-66.85303145450028,ghrelin_total,Obesity_T2DM,sup-t bootstrap
32.4,-136.48535984658614,-209.57054141142737,-63.400178281744914,ghrelin_total,Obesity_T2DM,sup-t bootstrap
36,-133.25068942755973,-202.57656550423354,-63.92481335088594,ghrelin_total,Obesity_T2DM,sup-t bootstrap
39.6,-130.0160190085332,-196.65179739906083,-63.38024061800556,ghrelin_total,Obesity_T2DM,sup-t bootstrap
43.2,-126.78134858950682,-191.92882258585857,-61.63387459315507,ghrelin_total,Obesity_T2DM,sup-t bootstrap
46.800000000000004,-123.54667817048033,-188.4903176818276,-58.60303865913306,ghrelin_total,Obesity_T2DM,sup-t bootstrap
50.4,-120.31200775145393,-186.34817811539136,-54.27583738751652,ghrelin_total,Obesity_T2DM,sup-t bootstrap
54,-117.07733733242749,-185.44027918084976,-48.71439548400521,ghrelin_total,Obesity_T2DM,sup-t bootstrap
57.6,-113.84266691340105,-185.64673628615458,-42.0385975406475,ghrelin_total,Obesity_T2DM,sup-t bootstrap
61.2,-112.3849894639519,-185.86094191556603,-38.90903701233776,ghrelin_total,Obesity_T2DM,sup-t bootstrap
64.8,-114.48129795365725,-185.16441470397825,-43.79818120333623,ghrelin_total,Obesity_T2DM,sup-t bootstrap
68.4,-116.57760644336271,-185.62541659711565,-47.52979628960979,ghrelin_total,Obesity_T2DM,sup-t bootstrap
72,-118.6739149330681,-187.3267143598902,-50.02111550624602,ghrelin_total,Obesity_T2DM,sup-t bootstrap
75.60000000000001,-120.77022342277348,-190.28945342334055,-51.250993422206406,ghrelin_total,Obesity_T2DM,sup-t bootstrap
79.2,-122.86653191247895,-194.4678552188647,-51.26520860609318,ghrelin_total,Obesity_T2DM,sup-t bootstrap
82.8,-124.96284040218433,-199.76046969082523,-50.165211113543435,ghrelin_total,Obesity_T2DM,sup-t bootstrap
86.4,-127.0591488918897,-206.03212454684316,-48.08617323693625,ghrelin_total,Obesity_T2DM,sup-t bootstrap
90,-129.15545738159503,-213.1369202708322,-45.17399449235786,ghrelin_total,Obesity_T2DM,sup-t bootstrap
93.60000000000001,-126.5827085611447,-204.90967708053108,-48.25574004175833,ghrelin_total,Obesity_T2DM,sup-t bootstrap
97.2,-124.00995974069411,-197.8327131534964,-50.18720632789184,ghrelin_total,Obesity_T2DM,sup-t bootstrap
100.8,-121.43721092024376,-192.12625449170318,-50.748167348784335,ghrelin_total,Obesity_T2DM,sup-t bootstrap
104.4,-118.8644620997932,-187.97697816047346,-49.75194603911294,ghrelin_total,Obesity_T2DM,sup-t bootstrap
108,-116.29171327934282,-185.49139468769692,-47.09203187098869,ghrelin_total,Obesity_T2DM,sup-t bootstrap
111.60000000000001,-113.71896445889229,-184.66337208477546,-42.7745568330091,ghrelin_total,Obesity_T2DM,sup-t bootstrap
115.2,-111.14621563844187,-185.37612251799465,-36.916308758889116,ghrelin_total,Obesity_T2DM,sup-t bootstrap
118.8,-108.57346681799142,-187.437312862275,-29.70962077370784,ghrelin_total,Obesity_T2DM,sup-t bootstrap
122.4,-110.72316411652086,-187.945242103556,-33.501086129485714,ghrelin_total,Obesity_T2DM,sup-t bootstrap
126,-115.23408447454024,-188.13123105276105,-42.33693789631943,ghrelin_total,Obesity_T2DM,sup-t bootstrap
129.6,-119.74500483255947,-189.4983825215669,-49.99162714355204,ghrelin_total,Obesity_T2DM,sup-t bootstrap
133.20000000000002,-124.2559251905788,-192.21082558762072,-56.30102479353687,ghrelin_total,Obesity_T2DM,sup-t bootstrap
136.8,-128.7668455485982,-196.37600429270856,-61.15768680448787,ghrelin_total,Obesity_T2DM,sup-t bootstrap
140.4,-133.27776590661756,-202.01584322456875,-64.53968858866635,ghrelin_total,Obesity_T2DM,sup-t bootstrap
144,-137.7886862646368,-209.06030242295603,-66.51707010631756,ghrelin_total,Obesity_T2DM,sup-t bootstrap
147.6,-142.29960662265617,-217.36729831113715,-67.2319149341752,ghrelin_total,Obesity_T2DM,sup-t bootstrap
151.20000000000002,-144.90593877722193,-221.72165978123522,-68.09021777320865,ghrelin_total,Obesity_T2DM,sup-t bootstrap
154.8,-143.70309452488067,-216.72746616846428,-70.67872288129708,ghrelin_total,Obesity_T2DM,sup-t bootstrap
158.4,-142.50025027253932,-212.40101145913488,-72.59948908594376,ghrelin_total,Obesity_T2DM,sup-t bootstrap
162,-141.29740602019803,-208.83500795380323,-73.75980408659282,ghrelin_total,Obesity_T2DM,sup-t bootstrap
165.6,-140.09456176785665,-206.11117055208763,-74.07795298362568,ghrelin_total,Obesity_T2DM,sup-t bootstrap
169.20000000000002,-138.89171751551538,-204.28828696491155,-73.49514806611921,ghrelin_total,Obesity_T2DM,sup-t bootstrap
172.8,-137.68887326317397,-203.39186905545574,-71.9858774708922,ghrelin_total,Obesity_T2DM,sup-t bootstrap
176.4,-136.48602901083274,-203.4091917899702,-69.56286623169527,ghrelin_total,Obesity_T2DM,sup-t bootstrap
180,-135.28318475849142,-204.29180361582473,-66.2745659011581,ghrelin_total,Obesity_T2DM,sup-t bootstrap
0,-74.17001606761374,-157.05105397807293,8.71102184284544,ghrelin_total,RYGBP,sup-t bootstrap
3.6,-71.49826358560898,-148.29464752881452,5.298120357596559,ghrelin_total,RYGBP,sup-t bootstrap
7.2,-68.82651110360439,-144.02839346711357,6.37537125990481,ghrelin_total,RYGBP,sup-t bootstrap
10.8,-66.15475862159977,-144.52683284388542,12.217315600685879,ghrelin_total,RYGBP,sup-t bootstrap
14.4,-63.483006139595204,-149.26331452920965,22.297302250019243,ghrelin_total,RYGBP,sup-t bootstrap
18,-61.28045872137122,-140.34483957796724,17.7839221352248,ghrelin_total,RYGBP,sup-t bootstrap
21.6,-59.171752315903575,-131.80980249521252,13.466297863405373,ghrelin_total,RYGBP,sup-t bootstrap
25.2,-57.06304591043582,-128.0932588364226,13.96716701555097,ghrelin_total,RYGBP,sup-t bootstrap
28.8,-54.954339504968345,-129.50761417224604,19.598935162309346,ghrelin_total,RYGBP,sup-t bootstrap
32.4,-53.768412558623936,-127.31611516394244,19.77929004669457,ghrelin_total,RYGBP,sup-t bootstrap
36,-53.043875341840874,-122.54454143606945,16.456790752387704,ghrelin_total,RYGBP,sup-t bootstrap
39.6,-52.3193381250579,-118.87817758366873,14.239501333552937,ghrelin_total,RYGBP,sup-t bootstrap
43.2,-51.594800908274976,-116.46755424993177,13.277952433381813,ghrelin_total,RYGBP,sup-t bootstrap
46.800000000000004,-50.870263691491886,-115.41116262923805,13.670635246254278,ghrelin_total,RYGBP,sup-t bootstrap
50.4,-50.14572647470891,-115.72956319361322,15.4381102441954,ghrelin_total,RYGBP,sup-t bootstrap
54,-49.42118925792599,-117.359471068449,18.51709255259702,ghrelin_total,RYGBP,sup-t bootstrap
57.6,-48.69665204114298,-120.17139670997555,22.77809262768959,ghrelin_total,RYGBP,sup-t bootstrap
61.2,-48.27807645160584,-121.4364801179808,24.880327214769125,ghrelin_total,RYGBP,sup-t bootstrap
64.8,-48.47142411656037,-118.6728906249652,21.730042391844464,ghrelin_total,RYGBP,sup-t bootstrap
68.4,-48.664771781514986,-117.20968938611202,19.880145823082046,ghrelin_total,RYGBP,sup-t bootstrap
72,-48.85811944646943,-117.14158388320698,19.425344990268115,ghrelin_total,RYGBP,sup-t bootstrap
75.60000000000001,-49.051467111424046,-118.48433582730864,20.38140160446055,ghrelin_total,RYGBP,sup-t bootstrap
79.2,-49.24481477637863,-121.17033846111266,22.6807089083554,ghrelin_total,RYGBP,sup-t bootstrap
82.8,-49.43816244133322,-125.06689119635799,26.190566313691548,ghrelin_total,RYGBP,sup-t bootstrap
86.4,-49.63151010628772,-130.00684354541465,30.743823332839227,ghrelin_total,RYGBP,sup-t bootstrap
90,-49.824857771242165,-135.81758882667776,36.16787328419342,ghrelin_total,RYGBP,sup-t bootstrap
93.60000000000001,-47.11539088016315,-127.30996874261078,33.07918698228448,ghrelin_total,RYGBP,sup-t bootstrap
97.2,-44.40592398908407,-119.81471336600332,31.002865387835172,ghrelin_total,RYGBP,sup-t bootstrap
100.8,-41.69645709800503,-113.53443719656892,30.141523000558863,ghrelin_total,RYGBP,sup-t bootstrap
104.4,-38.98699020692584,-108.65620813409542,30.682227720243745,ghrelin_total,RYGBP,sup-t bootstrap
108,-36.27752331584682,-105.3122909414274,32.757244309733764,ghrelin_total,RYGBP,sup-t bootstrap
111.60000000000001,-33.568056424767605,-103.54443121115588,36.40831836162067,ghrelin_total,RYGBP,sup-t bootstrap
115.2,-30.858589533688672,-103.29118984573707,41.57401077835972,ghrelin_total,RYGBP,sup-t bootstrap
118.8,-28.14912264260957,-104.40635062971583,48.10810534449669,ghrelin_total,RYGBP,sup-t bootstrap
122.4,-29.679274065965416,-104.19746481786528,44.83891668593445,ghrelin_total,RYGBP,sup-t bootstrap
126,-33.32923464653882,-103.76943983478543,37.110970541707786,ghrelin_total,RYGBP,sup-t bootstrap
129.6,-36.979195227112,-104.5221704018649,30.563779947640896,ghrelin_total,RYGBP,sup-t bootstrap
133.20000000000002,-40.629155807685294,-106.61137855306983,25.35306693769924,ghrelin_total,RYGBP,sup-t bootstrap
136.8,-44.279116388258615,-110.13215865553003,21.573925879012805,ghrelin_total,RYGBP,sup-t bootstrap
140.4,-47.92907696883185,-115.09277153485338,19.234617597189683,ghrelin_total,RYGBP,sup-t bootstrap
144,-51.57903754940523,-121.41219438861621,18.254119289805757,ghrelin_total,RYGBP,sup-t bootstrap
147.6,-55.228998129978436,-128.94295172745632,18.484955467499447,ghrelin_total,RYGBP,sup-t bootstrap
151.20000000000002,-56.74048742641784,-132.21197792926313,18.73100307642744,ghrelin_total,RYGBP,sup-t bootstrap
154.8,-53.975034154589764,-125.6348359499262,17.68476764074667,ghrelin_total,RYGBP,sup-t bootstrap
158.4,-51.209580882761685,-119.7868357981756,17.367674032652232,ghrelin_total,RYGBP,sup-t bootstrap
162,-48.44412761093355,-114.7697182519623,17.881463030095205,ghrelin_total,RYGBP,sup-t bootstrap
165.6,-45.67867433910544,-110.66990020683251,19.312551528621626,ghrelin_total,RYGBP,sup-t bootstrap
169.20000000000002,-42.91322106727722,-107.54422206106817,21.717779926513728,ghrelin_total,RYGBP,sup-t bootstrap
172.8,-40.147767795449084,-105.40881684378873,25.11328125289056,ghrelin_total,RYGBP,sup-t bootstrap
176.4,-37.38231452362106,-104.23569244935571,29.471063402113586,ghrelin_total,RYGBP,sup-t bootstrap
180,-34.61686125179284,-103.95858852356874,34.724866019983054,ghrelin_total,RYGBP,sup-t bootstrap
0,-142.20179522407048,-227.9842091261275,-56.419381322013464,ghrelin_total,SG,sup-t bootstrap
3.6,-142.44040872508094,-221.8659292042061,-63.01488824595579,ghrelin_total,SG,sup-t bootstrap
7.2,-142.67902222609143,-219.75058648114228,-65.60745797104059,ghrelin_total,SG,sup-t bootstrap
10.8,-142.91763572710198,-221.9964614321244,-63.83881002207957,ghrelin_total,SG,sup-t bootstrap
14.4,-143.15624922811247,-228.2956483208623,-58.01685013536262,ghrelin_total,SG,sup-t bootstrap
18,-136.8997535565253,-215.5570273317232,-58.24247978132739,ghrelin_total,SG,sup-t bootstrap
21.6,-129.34423605041871,-201.98488543895886,-56.703586661878575,ghrelin_total,SG,sup-t bootstrap
25.2,-121.78871854431199,-192.97267626821605,-50.60476082040795,ghrelin_total,SG,sup-t bootstrap
28.8,-114.23320103820541,-188.78816330562043,-39.67823877079039,ghrelin_total,SG,sup-t bootstrap
32.4,-110.30427042323427,-183.90707590431924,-36.701464942149286,ghrelin_total,SG,sup-t bootstrap
36,-108.18863325383077,-177.96535613498037,-38.41191037268119,ghrelin_total,SG,sup-t bootstrap
39.6,-106.07299608442715,-173.08736470943472,-39.05862745941958,ghrelin_total,SG,sup-t bootstrap
43.2,-103.95735891502376,-169.40792509449574,-38.50679273555177,ghrelin_total,SG,sup-t bootstrap
46.800000000000004,-101.84172174562013,-167.01337270712236,-36.67007078411791,ghrelin_total,SG,sup-t bootstrap
50.4,-99.72608457621668,-165.919951586021,-33.53221756641234,ghrelin_total,SG,sup-t bootstrap
54,-97.61044740681317,-166.06940178974864,-29.15149302387769,ghrelin_total,SG,sup-t bootstrap
57.6,-95.49481023740957,-167.34427304352522,-23.645347431293914,ghrelin_total,SG,sup-t bootstrap
61.2,-94.66791229664229,-168.07726002770687,-21.2585645655777,ghrelin_total,SG,sup-t bootstrap
64.8,-96.41849281314714,-166.83332937652713,-26.003656249767147,ghrelin_total,SG,sup-t bootstrap
68.4,-98.16907332965222,-166.84105842312462,-29.49708823617982,ghrelin_total,SG,sup-t bootstrap
72,-99.91965384615713,-168.19636524610775,-31.642942446206504,ghrelin_total,SG,sup-t bootstrap
75.60000000000001,-101.6702343626621,-170.92232860528864,-32.41814012003556,ghrelin_total,SG,sup-t bootstrap
79.2,-103.4208148791671,-174.96290912353882,-31.87872063479537,ghrelin_total,SG,sup-t bootstrap
82.8,-105.17139539567205,-180.19782670647726,-30.144964084866828,ghrelin_total,SG,sup-t bootstrap
86.4,-106.92197591217698,-186.47029453729198,-27.37365728706196,ghrelin_total,SG,sup-t bootstrap
90,-108.67255642868184,-193.6147723840836,-23.730340473280094,ghrelin_total,SG,sup-t bootstrap
93.60000000000001,-106.100160950885,-185.73711244692663,-26.46320945484335,ghrelin_total,SG,sup-t bootstrap
97.2,-103.52776547308788,-178.98420241003487,-28.07132853614091,ghrelin_total,SG,sup-t bootstrap
100.8,-100.95536999529097,-173.5506146489447,-28.36012534163723,ghrelin_total,SG,sup-t bootstrap
104.4,-98.38297451749386,-169.5955510534964,-27.170397981491334,ghrelin_total,SG,sup-t bootstrap
108,-95.81057903969696,-167.20496542221298,-24.416192657180943,ghrelin_total,SG,sup-t bootstrap
111.60000000000001,-93.23818356189996,-166.36719009449115,-20.109177029308754,ghrelin_total,SG,sup-t bootstrap
115.2,-90.66578808410296,-166.9764074330464,-14.355168735159523,ghrelin_total,SG,sup-t bootstrap
118.8,-88.09339260630601,-168.8617991391991,-7.324986073412916,ghrelin_total,SG,sup-t bootstrap
122.4,-89.67019256273817,-168.46264101079373,-10.8777441146826,ghrelin_total,SG,sup-t bootstrap
126,-93.32159023628506,-167.42171556105058,-19.221464911519533,ghrelin_total,SG,sup-t bootstrap
129.6,-96.9729879098318,-167.61332235209755,-26.332653467566047,ghrelin_total,SG,sup-t bootstrap
133.20000000000002,-100.62438558337861,-169.2242016425126,-32.02456952424461,ghrelin_total,SG,sup-t bootstrap
136.8,-104.27578325692556,-172.38204077296876,-36.16952574088235,ghrelin_total,SG,sup-t bootstrap
140.4,-107.9271809304724,-177.11995149647072,-38.7344103644741,ghrelin_total,SG,sup-t bootstrap
144,-111.57857860401919,-183.36622601371533,-39.790931194323036,ghrelin_total,SG,sup-t bootstrap
147.6,-115.22997627756602,-190.9659834267518,-39.49396912838027,ghrelin_total,SG,sup-t bootstrap
151.20000000000002,-117.65533377658348,-195.21139985722738,-40.09926769593959,ghrelin_total,SG,sup-t bootstrap
154.8,-117.62861092654242,-191.2019963615541,-44.055225491530734,ghrelin_total,SG,sup-t bootstrap
158.4,-117.60188807650131,-187.9001307609098,-47.30364539209282,ghrelin_total,SG,sup-t bootstrap
162,-117.57516522646017,-185.4083652567312,-49.74196519618914,ghrelin_total,SG,sup-t bootstrap
165.6,-117.54844237641903,-183.81716312656715,-51.2797216262709,ghrelin_total,SG,sup-t bootstrap
169.20000000000002,-117.52171952637795,-183.19092003208738,-51.85251902066854,ghrelin_total,SG,sup-t bootstrap
172.8,-117.49499667633678,-183.5559129728928,-51.43408037978077,ghrelin_total,SG,sup-t bootstrap
176.4,-117.46827382629574,-184.89486836069054,-50.04167929190095,ghrelin_total,SG,sup-t bootstrap
180,-117.44155097625463,-187.15056661092257,-47.7325353415867,ghrelin_total,SG,sup-t bootstrap
0,-62.91757757779004,-91.11590522366811,-34.719249931911975,ghrelin_acyl,Obesity,sup-t bootstrap
3.6,-61.78993840984822,-87.14988239556136,-36.429994424135074,ghrelin_acyl,Obesity,sup-t bootstrap
7.2,-60.66229924190638,-84.34496461357732,-36.979633870235446,ghrelin_acyl,Obesity,sup-t bootstrap
10.8,-59.534660073964595,-82.95198960720528,-36.11733054072391,ghrelin_acyl,Obesity,sup-t bootstrap
14.4,-58.40702090602273,-83.01666960412584,-33.797372207919615,ghrelin_acyl,Obesity,sup-t bootstrap
18,-58.676545950321795,-81.73712203269811,-35.61596986794548,ghrelin_acyl,Obesity,sup-t bootstrap
21.6,-59.22550383706923,-80.80777941433442,-37.64322825980405,ghrelin_acyl,Obesity,sup-t bootstrap
25.2,-59.774461723816486,-80.88952197105132,-38.65940147658164,ghrelin_acyl,Obesity,sup-t bootstrap
28.8,-60.3234196105637,-82.04768299750248,-38.59915622362492,ghrelin_acyl,Obesity,sup-t bootstrap
32.4,-60.81130159026688,-82.20550885187853,-39.417094328655224,ghrelin_acyl,Obesity,sup-t bootstrap
36,-61.268645616448055,-81.67989246449298,-40.85739876840313,ghrelin_acyl,Obesity,sup-t bootstrap
39.6,-61.72598964262912,-81.37053803937279,-42.08144124588546,ghrelin_acyl,Obesity,sup-t bootstrap
43.2,-62.18333366881022,-81.30347895626393,-43.06318838135651,ghrelin_acyl,Obesity,sup-t bootstrap
46.800000000000004,-62.64067769499134,-81.49893901982787,-43.782416370154806,ghrelin_acyl,Obesity,sup-t bootstrap
50.4,-63.098021721172465,-81.96785147290754,-44.22819196943739,ghrelin_acyl,Obesity,sup-t bootstrap
54,-63.55536574735349,-82.70972086059759,-44.4010106341094,ghrelin_acyl,Obesity,sup-t bootstrap
57.6,-64.01270977353467,-83.71272386059071,-44.31269568647862,ghrelin_acyl,Obesity,sup-t bootstrap
61.2,-63.775270234877425,-83.63900229986632,-43.91153816988853,ghrelin_acyl,Obesity,sup-t bootstrap
64.8,-62.14826356654367,-81.13239888972171,-43.16412824336563,ghrelin_acyl,Obesity,sup-t bootstrap
68.4,-60.52125689820983,-78.83472453979982,-42.20778925661984,ghrelin_acyl,Obesity,sup-t bootstrap
72,-58.89425022987594,-76.76951136984675,-41.01898908990512,ghrelin_acyl,Obesity,sup-t bootstrap
75.60000000000001,-57.2672435615422,-74.95404613454835,-39.580440988536054,ghrelin_acyl,Obesity,sup-t bootstrap
79.2,-55.640236893208424,-73.39628291597495,-37.8841908704419,ghrelin_acyl,Obesity,sup-t bootstrap
82.8,-54.01323022487465,-72.09326109156476,-35.933199358184545,ghrelin_acyl,Obesity,sup-t bootstrap
86.4,-52.38622355654077,-71.03170618880563,-33.74074092427591,ghrelin_acyl,Obesity,sup-t bootstrap
90,-50.75921688820697,-70.19054956796604,-31.3278842084479,ghrelin_acyl,Obesity,sup-t bootstrap
93.60000000000001,-52.40964369102205,-70.9056505909786,-33.9136367910655,ghrelin_acyl,Obesity,sup-t bootstrap
97.2,-54.060070493837124,-71.927976448045,-36.192164539629246,ghrelin_acyl,Obesity,sup-t bootstrap
100.8,-55.710497296652186,-73.2904877843347,-38.13050680896967,ghrelin_acyl,Obesity,sup-t bootstrap
104.4,-57.36092409946734,-75.00984129908637,-39.712006899848305,ghrelin_acyl,Obesity,sup-t bootstrap
108,-59.01135090228246,-77.08195414358079,-40.94074766098412,ghrelin_acyl,Obesity,sup-t bootstrap
111.60000000000001,-60.66177770509756,-79.483130873859,-41.84042453633613,ghrelin_acyl,Obesity,sup-t bootstrap
115.2,-62.3122045079126,-82.17609584660761,-42.448313169217585,ghrelin_acyl,Obesity,sup-t bootstrap
118.8,-63.96263131072775,-85.11775441462696,-42.807508206828544,ghrelin_acyl,Obesity,sup-t bootstrap
122.4,-64.03134615694887,-84.95448200509983,-43.1082103087979,ghrelin_acyl,Obesity,sup-t bootstrap
126,-63.309205024873044,-83.41141628394377,-43.206993765802324,ghrelin_acyl,Obesity,sup-t bootstrap
129.6,-62.587063892797204,-82.19342394069638,-42.98070384489803,ghrelin_acyl,Obesity,sup-t bootstrap
133.20000000000002,-61.86492276072139,-81.3253694203133,-42.40447610112949,ghrelin_acyl,Obesity,sup-t bootstrap
136.8,-61.14278162864547,-80.81504095728403,-41.47052230000692,ghrelin_acyl,Obesity,sup-t bootstrap
140.4,-60.420640496569774,-80.6512055661621,-40.190075426977444,ghrelin_acyl,Obesity,sup-t bootstrap
144,-59.69849936449391,-80.80638680062142,-38.5906119283664,ghrelin_acyl,Obesity,sup-t bootstrap
147.6,-58.976358232418065,-81.24290789860729,-36.709808566228844,ghrelin_acyl,Obesity,sup-t bootstrap
151.20000000000002,-58.346893587444384,-81.47642602948599,-35.21736114540277,ghrelin_acyl,Obesity,sup-t bootstrap
154.8,-57.902781916675146,-80.91636933548239,-34.889194497867905,ghrelin_acyl,Obesity,sup-t bootstrap
158.4,-57.45867024590591,-80.38681398902163,-34.53052650279018,ghrelin_acyl,Obesity,sup-t bootstrap
162,-57.01455857513654,-79.88810180422851,-34.14101534604456,ghrelin_acyl,Obesity,sup-t bootstrap
165.6,-56.57044690436727,-79.4204538830877,-33.72043992564684,ghrelin_acyl,Obesity,sup-t bootstrap
169.20000000000002,-56.12633523359805,-78.98396618538905,-33.26870428180705,ghrelin_acyl,Obesity,sup-t bootstrap
172.8,-55.682223562828796,-78.5786075842249,-32.78583954143269,ghrelin_acyl,Obesity,sup-t bootstrap
176.4,-55.23811189205943,-78.20422049818774,-32.27200328593112,ghrelin_acyl,Obesity,sup-t bootstrap
