t,mean_diff,lo,hi,hormone_name,cohort,method
39.6,3.141916623060572,0.8421169115410527,5.441716334580091,GLP1_active,SG,sup-t bootstrap
43.2,2.643129116810032,0.37119307708127103,4.915065156538793,GLP1_active,SG,sup-t bootstrap
46.800000000000004,2.1443416105594686,-0.1195645919632895,4.408247813082227,GLP1_active,SG,sup-t bootstrap
50.4,1.6455541043089212,-0.6303660368017119,3.9214742454195544,GLP1_active,SG,sup-t bootstrap
54,1.1467665980583615,-1.1608982288379832,3.454431424954706,GLP1_active,SG,sup-t bootstrap
57.6,0.6479790918078194,-1.710364540397947,3.006322724013586,GLP1_active,SG,sup-t bootstrap
61.2,0.10065151092844005,-2.2605780830302025,2.4618811048870826,GLP1_active,SG,sup-t bootstrap
64.8,-0.5437562192086105,-2.7886656776540693,1.7011532392368482,GLP1_active,SG,sup-t bootstrap
68.4,-1.1881639493456717,-3.32724570831162,0.9509178096202766,GLP1_active,SG,sup-t bootstrap
72,-1.8325716794827134,-3.877947459175792,0.2128041002103651,GLP1_active,SG,sup-t bootstrap
75.60000000000001,-2.47697940961978,-4.44250539582818,-0.5114534234113797,GLP1_active,SG,sup-t bootstrap
79.2,-3.121387139756825,-5.0226661141467455,-1.220108165366905,GLP1_active,SG,sup-t bootstrap
82.8,-3.765794869893859,-5.62005215736641,-1.9115375824213077,GLP1_active,SG,sup-t bootstrap
86.4,-4.410202600030926,-6.235994880528404,-2.5844103195334482,GLP1_active,SG,sup-t bootstrap
90,-5.054610330167962,-6.871366733375208,-3.2378539269607156,GLP1_active,SG,sup-t bootstrap
93.60000000000001,-5.316110796129953,-7.10134785475961,-3.530873737500296,GLP1_active,SG,sup-t bootstrap
97.2,-5.577611262091927,-7.339709217594922,-3.815513306588932,GLP1_active,SG,sup-t bootstrap
100.8,-5.839111728053914,-7.586783715711786,-4.091439740396042,GLP1_active,SG,sup-t bootstrap
104.4,-6.100612194015889,-7.842787808147033,-4.358436579884744,GLP1_active,SG,sup-t bootstrap
108,-6.362112659977866,-8.107805842319904,-4.616419477635828,GLP1_active,SG,sup-t bootstrap
111.60000000000001,-6.623613125939856,-8.381783716539847,-4.865442535339866,GLP1_active,SG,sup-t bootstrap
115.2,-6.88511359190183,-8.664532959785353,-5.105694224018308,GLP1_active,SG,sup-t bootstrap
118.8,-7.146614057863816,-8.955744531411897,-5.337483584315736,GLP1_active,SG,sup-t bootstrap
122.4,-7.1678996432280675,-8.929661384752542,-5.406137901703592,GLP1_active,SG,sup-t bootstrap
126,-7.069077788293446,-8.747104438980868,-5.391051137606024,GLP1_active,SG,sup-t bootstrap
129.6,-6.97025593335883,-8.571232135360686,-5.369279731356974,GLP1_active,SG,sup-t bootstrap
133.20000000000002,-6.8714340784242065,-8.403053649589483,-5.3398145072589305,GLP1_active,SG,sup-t bootstrap
136.8,-6.7726122234895865,-8.24365762544626,-5.301566821532911,GLP1_active,SG,sup-t bootstrap
140.4,-6.673790368554973,-8.094168132003983,-5.253412605105962,GLP1_active,SG,sup-t bootstrap
144,-6.574968513620355,-7.955676216077365,-5.194260811163345,GLP1_active,SG,sup-t bootstrap
147.6,-6.476146658685741,-7.8291495710214765,-5.123143746350005,GLP1_active,SG,sup-t bootstrap
151.20000000000002,-6.423823357018321,-7.760405606912582,-5.08724110712406,GLP1_active,SG,sup-t bootstrap
154.8,-6.4644971618852995,-7.788209541384141,-5.140784782386458,GLP1_active,SG,sup-t bootstrap
158.4,-6.505170966752284,-7.8191751736541555,-5.191166759850413,GLP1_active,SG,sup-t bootstrap
162,-6.545844771619264,-7.853372930812926,-5.238316612425603,GLP1_active,SG,sup-t bootstrap
165.6,-6.586518576486247,-7.890850956527528,-5.282186196444966,GLP1_active,SG,sup-t bootstrap
169.20000000000002,-6.627192381353225,-7.931633360230833,-5.3227514024756175,GLP1_active,SG,sup-t bootstrap
172.8,-6.667866186220211,-7.97571931877655,-5.360013053663872,GLP1_active,SG,sup-t bootstrap
176.4,-6.708539991087188,-8.02308310734885,-5.393996874825528,GLP1_active,SG,sup-t bootstrap
180,-6.749213795954175,-8.073675056956414,-5.424752534951935,GLP1_active,SG,sup-t bootstrap
0,-11.003777533917372,-17.736975020129847,-4.270580047704897,PYY_total,Obesity,sup-t bootstrap
3.6,-11.314576608704332,-17.94141532646326,-4.687737890945402,PYY_total,Obesity,sup-t bootstrap
7.2,-11.625375683491264,-18.280912057033984,-4.969839309948544,PYY_total,Obesity,sup-t bootstrap
10.8,-11.936174758278234,-18.75375992264713,-5.118589593909337,PYY_total,Obesity,sup-t bootstrap
14.4,-12.246973833065166,-19.350839017090422,-5.1431086490399105,PYY_total,Obesity,sup-t bootstrap
18,-13.04586266073671,-20.32346935481291,-5.768255966660509,PYY_total,Obesity,sup-t bootstrap
21.6,-13.942369438985132,-21.465208638218357,-6.419530239751906,PYY_total,Obesity,sup-t bootstrap
25.2,-14.838876217233562,-22.71352600765338,-6.964226426813747,PYY_total,Obesity,sup-t bootstrap
28.8,-15.73538299548202,-24.054911726508735,-7.415854264455305,PYY_total,Obesity,sup-t bootstrap
32.4,-16.04504971105158,-24.454684136961284,-7.635415285141876,PYY_total,Obesity,sup-t bootstrap
36,-16.06129639528174,-24.385125758346927,-7.7374670322165535,PYY_total,Obesity,sup-t bootstrap
39.6,-16.077543079511944,-24.351096257801633,-7.8039899012222556,PYY_total,Obesity,sup-t bootstrap
43.2,-16.093789763742105,-24.353244465060445,-7.834335062423765,PYY_total,Obesity,sup-t bootstrap
46.800000000000004,-16.110036447972302,-24.391755144767835,-7.828317751176769,PYY_total,Obesity,sup-t bootstrap
50.4,-16.12628313220244,-24.466337090250697,-7.786229174154178,PYY_total,Obesity,sup-t bootstrap
54,-16.14252981643265,-24.57624182918486,-7.708817803680439,PYY_total,Obesity,sup-t bootstrap
57.6,-16.15877650066282,-24.720310209380344,-7.5972427919453,PYY_total,Obesity,sup-t bootstrap
61.2,-16.244616378072422,-24.869550006296013,-7.619682749848831,PYY_total,Obesity,sup-t bootstrap
64.8,-16.469642641840974,-24.995977270315436,-7.943308013366513,PYY_total,Obesity,sup-t bootstrap
68.4,-16.69466890560953,-25.15562836954284,-8.233709441676218,PYY_total,Obesity,sup-t bootstrap
72,-16.91969516937804,-25.3492763364386,-8.490114002317481,PYY_total,Obesity,sup-t bootstrap
75.60000000000001,-17.144721433146657,-25.57730069467401,-8.712142171619305,PYY_total,Obesity,sup-t bootstrap
79.2,-17.369747696915212,-25.839664939719885,-8.899830454110539,PYY_total,Obesity,sup-t bootstrap
82.8,-17.594773960683764,-26.13591872857746,-9.053629192790066,PYY_total,Obesity,sup-t bootstrap
86.4,-17.819800224452297,-26.465224478959158,-9.174375969945435,PYY_total,Obesity,sup-t bootstrap
90,-18.044826488220863,-26.82640481349091,-9.263248162950815,PYY_total,Obesity,sup-t bootstrap
93.60000000000001,-18.140679930077432,-26.914958471865766,-9.366401388289098,PYY_total,Obesity,sup-t bootstrap
97.2,-18.236533371934065,-27.053880884109795,-9.419185859758336,PYY_total,Obesity,sup-t bootstrap
100.8,-18.33238681379066,-27.242441670389802,-9.422331957191515,PYY_total,Obesity,sup-t bootstrap
104.4,-18.42824025564726,-27.479115634321417,-9.377364876973106,PYY_total,Obesity,sup-t bootstrap
108,-18.524093697503876,-27.761702688391285,-9.286484706616466,PYY_total,Obesity,sup-t bootstrap
111.60000000000001,-18.61994713936049,-28.087486513047168,-9.152407765673816,PYY_total,Obesity,sup-t bootstrap
115.2,-18.715800581217152,-28.45340762256161,-8.978193539872695,PYY_total,Obesity,sup-t bootstrap
118.8,-18.811654023073764,-28.856229034816412,-8.767079011331116,PYY_total,Obesity,sup-t bootstrap
122.4,-18.721774624220178,-28.694640764863863,-8.748908483576493,PYY_total,Obesity,sup-t bootstrap
126,-18.539028805011505,-28.26403694029572,-8.814020669727288,PYY_total,Obesity,sup-t bootstrap
129.6,-18.35628298580288,-27.865035145703075,-8.84753082590269,PYY_total,Obesity,sup-t bootstrap
133.20000000000002,-18.173537166594272,-27.499833981535545,-8.847240351652998,PYY_total,Obesity,sup-t bootstrap
136.8,-17.99079134738566,-27.170449138244546,-8.811133556526773,PYY_total,Obesity,sup-t bootstrap
140.4,-17.808045528177036,-26.878617851304384,-8.737473205049687,PYY_total,Obesity,sup-t bootstrap
144,-17.6252997089684,-26.625705678468137,-8.62489373946866,PYY_total,Obesity,sup-t bootstrap
147.6,-17.44255388975973,-26.41262597405452,-8.472481805464938,PYY_total,Obesity,sup-t bootstrap
151.20000000000002,-17.25079641800653,-26.221721582350845,-8.279871253662213,PYY_total,Obesity,sup-t bootstrap
154.8,-17.041015641163977,-26.010470948761682,-8.071560333566271,PYY_total,Obesity,sup-t bootstrap
158.4,-16.831234864321473,-25.80275304093537,-7.859716687707575,PYY_total,Obesity,sup-t bootstrap
162,-16.6214540874789,-25.598565423495003,-7.644342751462792,PYY_total,Obesity,sup-t bootstrap
165.6,-16.411673310636484,-25.397901504530665,-7.425445116742301,PYY_total,Obesity,sup-t bootstrap
169.20000000000002,-16.201892533793874,-25.200750574336737,-7.20303449325101,PYY_total,Obesity,sup-t bootstrap
172.8,-15.992111756951385,-25.007097868007897,-6.977125645894871,PYY_total,Obesity,sup-t bootstrap
176.4,-15.782330980108899,-24.816924651040345,-6.747737309177452,PYY_total,Obesity,sup-t bootstrap
180,-15.572550203266392,-24.63020832679491,-6.514892079737873,PYY_total,Obesity,sup-t bootstrap
0,-20.259423158939935,-26.814830886670705,-13.704015431209166,PYY_total,Obesity_T2DM,sup-t bootstrap
3.6,-21.069912713316924,-27.474066305454784,-14.665759121179065,PYY_total,Obesity_T2DM,sup-t bootstrap
7.2,-21.88040226769386,-28.27253326502486,-15.488271270362858,PYY_total,Obesity_T2DM,sup-t bootstrap
10.8,-22.69089182207084,-29.211002008473773,-16.170781635667904,PYY_total,Obesity_T2DM,sup-t bootstrap
14.4,-23.5013813764478,-30.28154934627558,-16.72121340662002,PYY_total,Obesity_T2DM,sup-t bootstrap
18,-24.668222221293863,-31.582003156317338,-17.75444128627039,PYY_total,Obesity_T2DM,sup-t bootstrap
21.6,-25.906333324233668,-33.0346082955143,-18.778058352953032,PYY_total,Obesity_T2DM,sup-t bootstrap
25.2,-27.14444442717353,-34.6076418651377,-19.681246989209356,PYY_total,Obesity_T2DM,sup-t bootstrap
28.8,-28.382555530113407,-36.28580819044519,-20.479302869781627,PYY_total,Obesity_T2DM,sup-t bootstrap
32.4,-28.766482073688167,-36.73587107847739,-20.797093068898945,PYY_total,Obesity_T2DM,sup-t bootstrap
36,-28.723316337580428,-36.57270772399807,-20.87392495116278,PYY_total,Obesity_T2DM,sup-t bootstrap
39.6,-28.680150601472697,-36.448972040150224,-20.91132916279517,PYY_total,Obesity_T2DM,sup-t bootstrap
43.2,-28.63698486536497,-36.3658971650563,-20.908072565673635,PYY_total,Obesity_T2DM,sup-t bootstrap
46.800000000000004,-28.593819129257252,-36.324112882275976,-20.863525376238528,PYY_total,Obesity_T2DM,sup-t bootstrap
50.4,-28.55065339314949,-36.323597176618975,-20.77770960968,PYY_total,Obesity_T2DM,sup-t bootstrap
54,-28.50748765704181,-36.36367795484962,-20.651297359234,PYY_total,Obesity_T2DM,sup-t bootstrap
57.6,-28.464321920934058,-36.44308462646292,-20.4855592154052,PYY_total,Obesity_T2DM,sup-t bootstrap
61.2,-28.395520844335582,-36.44595625997278,-20.345085428698383,PYY_total,Obesity_T2DM,sup-t bootstrap
64.8,-28.2754490867557,-36.25617214109574,-20.29472603241566,PYY_total,Obesity_T2DM,sup-t bootstrap
68.4,-28.155377329175806,-36.10211199045079,-20.208642667900826,PYY_total,Obesity_T2DM,sup-t bootstrap
72,-28.0353055715959,-35.984234071793196,-20.086377071398598,PYY_total,Obesity_T2DM,sup-t bootstrap
75.60000000000001,-27.91523381401606,-35.90250857100888,-19.927959057023234,PYY_total,Obesity_T2DM,sup-t bootstrap
79.2,-27.79516205643616,-35.85641958885911,-19.733904524013205,PYY_total,Obesity_T2DM,sup-t bootstrap
82.8,-27.675090298856283,-35.84499906103365,-19.50518153667892,PYY_total,Obesity_T2DM,sup-t bootstrap
86.4,-27.55501854127637,-35.86688755964191,-19.243149522910837,PYY_total,Obesity_T2DM,sup-t bootstrap
90,-27.434946783696482,-35.920413488158445,-18.94948007923452,PYY_total,Obesity_T2DM,sup-t bootstrap
93.60000000000001,-27.750182475183607,-36.15853763787042,-19.341827312496797,PYY_total,Obesity_T2DM,sup-t bootstrap
97.2,-28.065418166670735,-36.45139265266957,-19.679443680671902,PYY_total,Obesity_T2DM,sup-t bootstrap
100.8,-28.380653858157864,-36.799415038186524,-19.961892678129203,PYY_total,Obesity_T2DM,sup-t bootstrap
104.4,-28.695889549644985,-37.201966890081295,-20.18981220920868,PYY_total,Obesity_T2DM,sup-t bootstrap
108,-29.011125241132113,-37.65739633480034,-20.364854147463888,PYY_total,Obesity_T2DM,sup-t bootstrap
111.60000000000001,-29.326360932619252,-38.16318706633455,-20.489534798903954,PYY_total,Obesity_T2DM,sup-t bootstrap
115.2,-29.64159662410643,-38.71616706013354,-20.567026188079318,PYY_total,Obesity_T2DM,sup-t bootstrap
118.8,-29.956832315593545,-39.31273960820355,-20.60092502298354,PYY_total,Obesity_T2DM,sup-t bootstrap
122.4,-29.875268165682673,-39.155085714215396,-20.59545061714995,PYY_total,Obesity_T2DM,sup-t bootstrap
126,-29.595304095072787,-38.63482790578388,-20.5557802843617,PYY_total,Obesity_T2DM,sup-t bootstrap
129.6,-29.315340024462962,-38.15065311123444,-20.480026937691484,PYY_total,Obesity_T2DM,sup-t bootstrap
133.20000000000002,-29.035375953853098,-37.70511145066287,-20.365640457043327,PYY_total,Obesity_T2DM,sup-t bootstrap
136.8,-28.755411883243273,-37.30044900747612,-20.210374759010428,PYY_total,Obesity_T2DM,sup-t bootstrap
140.4,-28.475447812633416,-36.93847297807497,-20.01242264719186,PYY_total,Obesity_T2DM,sup-t bootstrap
144,-28.195483742023562,-36.620430037032364,-19.77053744701476,PYY_total,Obesity_T2DM,sup-t bootstrap
147.6,-27.91551967141372,-36.346915452847156,-19.484123889980278,PYY_total,Obesity_T2DM,sup-t bootstrap
151.20000000000002,-27.768498041576752,-36.2174221403082,-19.319573942845302,PYY_total,Obesity_T2DM,sup-t bootstrap
154.8,-27.887361293285426,-36.30776636059036,-19.466956225980496,PYY_total,Obesity_T2DM,sup-t bootstrap
158.4,-28.006224544994136,-36.40709481402418,-19.6053542759641,PYY_total,Obesity_T2DM,sup-t bootstrap
162,-28.12508779670277,-36.51547025311438,-19.734705340291157,PYY_total,Obesity_T2DM,sup-t bootstrap
165.6,-28.243951048411517,-36.632926609280446,-19.85497548754259,PYY_total,Obesity_T2DM,sup-t bootstrap
169.20000000000002,-28.362814300120174,-36.759468447163556,-19.96616015307679,PYY_total,Obesity_T2DM,sup-t bootstrap
172.8,-28.48167755182892,-36.8950708908732,-20.068284212784636,PYY_total,Obesity_T2DM,sup-t bootstrap
176.4,-28.6005408035376,-37.03968002493319,-20.161401582142013,PYY_total,Obesity_T2DM,sup-t bootstrap
180,-28.719404055246315,-37.19321375495808,-20.24559435553455,PYY_total,Obesity_T2DM,sup-t bootstrap
0,-10.524716107595513,-17.557226991653486,-3.492205223537538,PYY_total,RYGBP,sup-t bootstrap
3.6,-7.238181228964699,-14.209729699666605,-0.26663275826279254,PYY_total,RYGBP,sup-t bootstrap
7.2,-3.95164635033386,-11.071405748077792,3.1681130474100723,PYY_total,RYGBP,sup-t bootstrap
10.8,-0.6651114717030495,-8.12980615679534,6.799583213389241,PYY_total,RYGBP,sup-t bootstrap
14.4,2.621423406927768,-5.35946417898597,10.602310992841506,PYY_total,RYGBP,sup-t bootstrap
18,5.783394485031444,-2.3602783099964153,13.927067280059303,PYY_total,RYGBP,sup-t bootstrap
21.6,8.920452803029718,0.45922143271657845,17.381684173342858,PYY_total,RYGBP,sup-t bootstrap
25.2,12.057511121027964,3.0410976167572095,21.07392462529872,PYY_total,RYGBP,sup-t bootstrap
28.8,15.194569439026225,5.425780613048261,24.96335826500419,PYY_total,RYGBP,sup-t bootstrap
32.4,16.107061857766936,6.1824627470795654,26.031660968454307,PYY_total,RYGBP,sup-t bootstrap
36,15.907271326878814,6.116747013690825,25.6977956400668,PYY_total,RYGBP,sup-t bootstrap
39.6,15.707480795990648,5.972588006724241,25.442373585257055,PYY_total,RYGBP,sup-t bootstrap
43.2,15.507690265102589,5.748644134357283,25.266736395847893,PYY_total,RYGBP,sup-t bootstrap
46.800000000000004,15.30789973421443,5.445501566545614,25.170297901883245,PYY_total,RYGBP,sup-t bootstrap
50.4,15.108109203326364,5.065605216502295,25.150613190150434,PYY_total,RYGBP,sup-t bootstrap
54,14.90831867243817,4.612982470776988,25.203654874099353,PYY_total,RYGBP,sup-t bootstrap
57.6,14.708528141550069,4.092828392724677,25.32422789037546,PYY_total,RYGBP,sup-t bootstrap
61.2,14.274793051623668,3.527716819048102,25.021869284199234,PYY_total,RYGBP,sup-t bootstrap
64.8,13.373168843620704,2.924600828004367,23.821736859237042,PYY_total,RYGBP,sup-t bootstrap
68.4,12.47154463561774,2.238489274607332,22.704599996628147,PYY_total,RYGBP,sup-t bootstrap
72,11.56992042761474,1.4640709886799108,21.67576986654957,PYY_total,RYGBP,sup-t bootstrap
75.60000000000001,10.668296219611747,0.5979989966044634,20.73859344261903,PYY_total,RYGBP,sup-t bootstrap
79.2,9.766672011608769,-0.36069200146834923,19.89403602468589,PYY_total,RYGBP,sup-t bootstrap
82.8,8.865047803605847,-1.4104589947668664,19.14055460197856,PYY_total,RYGBP,sup-t bootstrap
86.4,7.963423595602855,-2.547451748050065,18.474298939255775,PYY_total,RYGBP,sup-t bootstrap
90,7.061799387599905,-3.7659835541010924,17.8895823293009,PYY_total,RYGBP,sup-t bootstrap
93.60000000000001,6.136123035610623,-4.453852825337666,16.726098896558913,PYY_total,RYGBP,sup-t bootstrap
97.2,5.210446683621306,-5.21179497315971,15.632688340402323,PYY_total,RYGBP,sup-t bootstrap
100.8,4.284770331632011,-6.043224666585887,14.612765329849909,PYY_total,RYGBP,sup-t bootstrap
104.4,3.3590939796427435,-6.950157560992199,13.668345520277686,PYY_total,RYGBP,sup-t bootstrap
108,2.433417627653462,-7.933003214997685,12.799838470304609,PYY_total,RYGBP,sup-t bootstrap
111.60000000000001,1.507741275664202,-8.99052153109666,12.006004082425063,PYY_total,RYGBP,sup-t bootstrap
115.2,0.5820649236748281,-10.119953107831297,11.284082955180953,PYY_total,RYGBP,sup-t bootstrap
118.8,-0.34361142831443203,-11.317292900251918,10.630070043623054,PYY_total,RYGBP,sup-t bootstrap
122.4,-0.8896237806540839,-11.721647145619247,9.94239958431108,PYY_total,RYGBP,sup-t bootstrap
126,-1.2458041331689316,-11.752570295375476,9.260962029037612,PYY_total,RYGBP,sup-t bootstrap
129.6,-1.601984485683829,-11.84129954453494,8.637330573167281,PYY_total,RYGBP,sup-t bootstrap
133.20000000000002,-1.9581648381986696,-11.99245819849719,8.07612852209985,PYY_total,RYGBP,sup-t bootstrap
136.8,-2.314345190713567,-12.209927350730029,7.5812369693028945,PYY_total,RYGBP,sup-t bootstrap
140.4,-2.670525543228429,-12.496515671949817,7.155464585492959,PYY_total,RYGBP,sup-t bootstrap
144,-3.026705895743291,-12.853691721153519,6.800279929666937,PYY_total,RYGBP,sup-t bootstrap
147.6,-3.38288624825816,-13.28143419706793,6.515661700551611,PYY_total,RYGBP,sup-t bootstrap
151.20000000000002,-3.7201877207702623,-13.657082993598879,6.216707552058354,PYY_total,RYGBP,sup-t bootstrap
154.8,-4.01973143327676,-13.830831832117328,5.791368965563807,PYY_total,RYGBP,sup-t bootstrap
158.4,-4.319275145783266,-14.032113127289227,5.393562835722696,PYY_total,RYGBP,sup-t bootstrap
162,-4.6188188582897425,-14.261768589556064,5.0241308729765795,PYY_total,RYGBP,sup-t bootstrap
165.6,-4.91836257079629,-14.520417800296016,4.6836926587034355,PYY_total,RYGBP,sup-t bootstrap
169.20000000000002,-5.217906283302781,-14.808431659260332,4.3726190926547694,PYY_total,RYGBP,sup-t bootstrap
172.8,-5.517449995809322,-15.125915876963203,4.091015885344559,PYY_total,RYGBP,sup-t bootstrap
176.4,-5.816993708315827,-15.472706185269535,3.8387187686378805,PYY_total,RYGBP,sup-t bootstrap
180,-6.116537420822361,-15.848375763694195,3.6153009220494727,PYY_total,RYGBP,sup-t bootstrap
0,-15.247179041539013,-21.945369989880827,-8.548988093197199,PYY_total,SG,sup-t bootstrap
3.6,-13.97075856066408,-20.706113704578005,-7.235403416750155,PYY_total,SG,sup-t bootstrap
7.2,-12.694338079789087,-19.635638140725735,-5.753038018852441,PYY_total,SG,sup-t bootstrap
10.8,-11.417917598914123,-18.719675938135055,-4.116159259693192,PYY_total,SG,sup-t bootstrap
14.4,-10.141497118039169,-17.936822245313692,-2.3461719907646446,PYY_total,SG,sup-t bootstrap
18,-8.941475682664063,-16.977335106207637,-0.9056162591204888,PYY_total,SG,sup-t bootstrap
21.6,-7.756734056388865,-16.11025069623217,0.5967825834544396,PYY_total,SG,sup-t bootstrap
25.2,-6.571992430113724,-15.381231901855857,2.237247041628409,PYY_total,SG,sup-t bootstrap
28.8,-5.38725080383859,-14.770182975075702,3.9956813673985216,PYY_total,SG,sup-t bootstrap
32.4,-5.028986983796948,-14.495220635274864,4.437246667680968,PYY_total,SG,sup-t bootstrap
36,-5.083962066872125,-14.39477248540209,4.226848351657839,PYY_total,SG,sup-t bootstrap
39.6,-5.138937149947289,-14.345053218526143,4.067178918631566,PYY_total,SG,sup-t bootstrap
43.2,-5.193912233022466,-14.347803580389034,3.959979114344101,PYY_total,SG,sup-t bootstrap
46.800000000000004,-5.248887316097651,-14.403921551071617,3.906146918876315,PYY_total,SG,sup-t bootstrap
50.4,-5.303862399172793,-14.513387262085386,3.9056624637398,PYY_total,SG,sup-t bootstrap
54,-5.358837482248013,-14.675264687489944,3.9575897229939176,PYY_total,SG,sup-t bootstrap
57.6,-5.413812565323184,-14.887779783624337,4.060154652977969,PYY_total,SG,sup-t bootstrap
61.2,-5.5263313212426155,-15.054068305295397,4.001405662810166,PYY_total,SG,sup-t bootstrap
64.8,-5.753937422850662,-15.078366238097686,3.570491392396363,PYY_total,SG,sup-t bootstrap
68.4,-5.981543524458701,-15.151897518035385,3.1888104691179837,PYY_total,SG,sup-t bootstrap
72,-6.209149626066726,-15.277172064723572,2.8588728125901213,PYY_total,SG,sup-t bootstrap
75.60000000000001,-6.4367557276748,-15.455951283379159,2.5824398280295586,PYY_total,SG,sup-t bootstrap
79.2,-6.664361829282846,-15.689103650502327,2.360379991936634,PYY_total,SG,sup-t bootstrap
82.8,-6.8919679308908925,-15.976529579692404,2.1925937179106185,PYY_total,SG,sup-t bootstrap
86.4,-7.119574032498903,-16.317170169841546,2.0780221048437415,PYY_total,SG,sup-t bootstrap
90,-7.347180134106964,-16.709098100208898,2.014737831994971,PYY_total,SG,sup-t bootstrap
93.60000000000001,-8.020625758973004,-17.296074126111357,1.25482260816535,PYY_total,SG,sup-t bootstrap
97.2,-8.694071383839109,-17.938054925375347,0.5499121576971309,PYY_total,SG,sup-t bootstrap
100.8,-9.367517008705157,-18.635600732876622,-0.09943328453369205,PYY_total,SG,sup-t bootstrap
104.4,-10.04096263357119,-19.38828176889693,-0.6936434982454482,PYY_total,SG,sup-t bootstrap
108,-10.714408258437288,-20.194715690916343,-1.2341008259582331,PYY_total,SG,sup-t bootstrap
111.60000000000001,-11.387853883303364,-21.052683830504932,-1.7230239361017947,PYY_total,SG,sup-t bootstrap
115.2,-12.061299508169483,-21.959304443490886,-2.1632945728480824,PYY_total,SG,sup-t bootstrap
118.8,-12.734745133035553,-22.911233741012524,-2.5582565250585816,PYY_total,SG,sup-t bootstrap
122.4,-12.923534922782288,-22.985191021739787,-2.861878823824787,PYY_total,SG,sup-t bootstrap
126,-12.869996794969346,-22.637241770128018,-3.102751819810674,PYY_total,SG,sup-t bootstrap
129.6,-12.816458667156489,-22.329859434048828,-3.3030579002641485,PYY_total,SG,sup-t bootstrap
133.20000000000002,-12.762920539343583,-22.066365207525585,-3.4594758711615814,PYY_total,SG,sup-t bootstrap
136.8,-12.709382411530711,-21.84978393619098,-3.568980886870442,PYY_total,SG,sup-t bootstrap
140.4,-12.655844283717826,-21.68265801646818,-3.629030550967469,PYY_total,SG,sup-t bootstrap
144,-12.602306155904913,-21.56686755595125,-3.6377447558585736,PYY_total,SG,sup-t bootstrap
147.6,-12.54876802809202,-21.503483256411798,-3.5940527997722427,PYY_total,SG,sup-t bootstrap
151.20000000000002,-12.693800081176022,-21.64187584187383,-3.745724320478214,PYY_total,SG,sup-t bootstrap
154.8,-13.235972496053677,-22.10536012422493,-4.366584867882423,PYY_total,SG,sup-t bootstrap
158.4,-13.77814491093136,-22.58300068869284,-4.97328913316988,PYY_total,SG,sup-t bootstrap
162,-14.320317325808986,-23.0751105800471,-5.565524071570874,PYY_total,SG,sup-t bootstrap
165.6,-14.862489740686701,-23.581939027802182,-6.143040453571221,PYY_total,SG,sup-t bootstrap
169.20000000000002,-15.404662155564363,-24.10366543786954,-6.7056588732591855,PYY_total,SG,sup-t bootstrap
172.8,-15.946834570442078,-24.640394924484927,-7.25327421639923,PYY_total,SG,sup-t bootstrap
176.4,-16.489006985319755,-25.19215563635788,-7.785858334281627,PYY_total,SG,sup-t bootstrap
180,-17.031179400197452,-25.75889803358615,-8.303460766808755,PYY_total,SG,sup-t bootstrap
0,-8.771264465687036,-14.060106505350262,-3.482422426023809,PYY_3_36,Obesity,sup-t bootstrap
3.6,-9.400472913906302,-14.697700447300043,-4.103245380512562,PYY_3_36,Obesity,sup-t bootstrap
7.2,-10.029681362125565,-15.471535407424854,-4.587827316826276,PYY_3_36,Obesity,sup-t bootstrap
10.8,-10.65888981034487,-16.371272662526234,-4.946506958163508,PYY_3_36,Obesity,sup-t bootstrap
14.4,-11.288098258564133,-17.38016250143051,-5.196034015697754,PYY_3_36,Obesity,sup-t bootstrap
18,-12.218298860424703,-18.286151946382667,-6.150445774466737,PYY_3_36,Obesity,sup-t bootstrap
21.6,-13.208697893013536,-19.26574185689453,-7.151653929132542,PYY_3_36,Obesity,sup-t bootstrap
25.2,-14.199096925602348,-20.3605418644299,-8.037651986774794,PYY_3_36,Obesity,sup-t bootstrap
28.8,-15.189495958191223,-21.564894575863608,-8.814097340518838,PYY_3_36,Obesity,sup-t bootstrap
32.4,-15.486897923980788,-21.82788528283929,-9.145910565122286,PYY_3_36,Obesity,sup-t bootstrap
36,-15.437801356370727,-21.627521874595406,-9.248080838146048,PYY_3_36,Obesity,sup-t bootstrap
39.6,-15.38870478876062,-21.47987003518193,-9.297539542339312,PYY_3_36,Obesity,sup-t bootstrap
43.2,-15.339608221150574,-21.3875072432607,-9.291709199040447,PYY_3_36,Obesity,sup-t bootstrap
46.800000000000004,-15.290511653540477,-21.351617630259696,-9.229405676821258,PYY_3_36,Obesity,sup-t bootstrap
50.4,-15.241415085930381,-21.37183622132988,-9.110993950530881,PYY_3_36,Obesity,sup-t bootstrap
54,-15.19231851832033,-21.446297690866015,-8.938339345774647,PYY_3_36,Obesity,sup-t bootstrap
57.6,-15.143221950710263,-21.571875172098736,-8.71456872932179,PYY_3_36,Obesity,sup-t bootstrap
61.2,-15.148465007635437,-21.619573534454307,-8.677356480816567,PYY_3_36,Obesity,sup-t bootstrap
64.8,-15.262387313631251,-21.459593551105126,-9.065181076157376,PYY_3_36,Obesity,sup-t bootstrap
68.4,-15.376309619627069,-21.34497746012178,-9.407641779132359,PYY_3_36,Obesity,sup-t bootstrap
72,-15.49023192562283,-21.28109865582655,-9.699365195419109,PYY_3_36,Obesity,sup-t bootstrap
