source_study,cohort,hormone,time_min,mean_value,n,challenge_class
Engstr_m_2007,no_obese_without_T2DM,glucose,30.0,6.345000000000001,10,SMMT
Engstr_m_2007,no_obese_without_T2DM,glucose,60.0,7.119999999999999,10,SMMT
Engstr_m_2007,no_obese_without_T2DM,glucose,90.0,7.09,10,SMMT
Engstr_m_2007,no_obese_without_T2DM,glucose,120.0,6.66,10,SMMT
Engstr_m_2007,no_obese_without_T2DM,glucose,150.0,6.105,10,SMMT
Engstr_m_2007,no_obese_without_T2DM,glucose,180.0,5.75,10,SMMT
Engstr_m_2007,no_obese_without_T2DM,insulin,0.0,12.6,10,SMMT
Engstr_m_2007,no_obese_without_T2DM,insulin,15.0,61.29,10,SMMT
Engstr_m_2007,no_obese_without_T2DM,insulin,30.0,111.53999999999999,10,SMMT
Engstr_m_2007,no_obese_without_T2DM,insulin,60.0,182.39999999999998,10,SMMT
Engstr_m_2007,no_obese_without_T2DM,insulin,90.0,189.09,10,SMMT
Engstr_m_2007,no_obese_without_T2DM,insulin,120.0,159.9,10,SMMT
Engstr_m_2007,no_obese_without_T2DM,insulin,150.0,114.39,10,SMMT
Engstr_m_2007,no_obese_without_T2DM,insulin,180.0,86.7,10,SMMT
Hedb_ck_2022,Obesity,GIP_total,0.0,5.51,12,LMMT
Hedb_ck_2022,Obesity,GIP_total,15.0,19.6,12,LMMT
Hedb_ck_2022,Obesity,GIP_total,30.0,38.45,12,LMMT
Hedb_ck_2022,Obesity,GIP_total,60.0,33.849999999999994,12,LMMT
Hedb_ck_2022,Obesity,GIP_total,90.0,28.1,12,LMMT
Hedb_ck_2022,Obesity,GIP_total,120.0,22.35,12,LMMT
Hedb_ck_2022,Obesity,GIP_total,150.0,17.8,12,LMMT
Hedb_ck_2022,Obesity,GIP_total,180.0,13.75,12,LMMT
Hedb_ck_2022,Obesity,GLP1_total,0.0,10.285,12,LMMT
Hedb_ck_2022,Obesity,GLP1_total,15.0,18.55,12,LMMT
Hedb_ck_2022,Obesity,GLP1_total,30.0,25.8,12,LMMT
Hedb_ck_2022,Obesity,GLP1_total,60.0,17.75,12,LMMT
Hedb_ck_2022,Obesity,GLP1_total,90.0,15.7,12,LMMT
Hedb_ck_2022,Obesity,GLP1_total,120.0,13.85,12,LMMT
Hedb_ck_2022,Obesity,GLP1_total,150.0,13.35,12,LMMT
Hedb_ck_2022,Obesity,GLP1_total,180.0,13.5,12,LMMT
Hedb_ck_2022,Obesity,ghrelin_total,0.0,132.0,12,LMMT
Hedb_ck_2022,Obesity,ghrelin_total,15.0,139.8,12,LMMT
Hedb_ck_2022,Obesity,ghrelin_total,30.0,135.0,12,LMMT
Hedb_ck_2022,Obesity,ghrelin_total,60.0,114.30000000000001,12,LMMT
Hedb_ck_2022,Obesity,ghrelin_total,90.0,119.4,12,LMMT
Hedb_ck_2022,Obesity,ghrelin_total,120.0,124.8,12,LMMT
Hedb_ck_2022,Obesity,ghrelin_total,150.0,135.45,12,LMMT
Hedb_ck_2022,Obesity,ghrelin_total,180.0,145.2,12,LMMT
Hedb_ck_2022,Obesity,glucose,0.0,4.140000000000001,12,LMMT
Hedb_ck_2022,Obesity,glucose,15.0,4.4350000000000005,12,LMMT
Hedb_ck_2022,Obesity,glucose,30.0,5.0600000000000005,12,LMMT
Hedb_ck_2022,Obesity,glucose,60.0,4.6899999999999995,12,LMMT
Hedb_ck_2022,Obesity,glucose,90.0,4.18,12,LMMT
Hedb_ck_2022,Obesity,glucose,120.0,4.14,12,LMMT
Hedb_ck_2022,Obesity,glucose,150.0,4.005,12,LMMT
Hedb_ck_2022,Obesity,glucose,180.0,3.9050000000000002,12,LMMT
Hedb_ck_2022,RYGBP,GIP_total,0.0,6.16,12,LMMT
Hedb_ck_2022,RYGBP,GIP_total,15.0,40.25,12,LMMT
Hedb_ck_2022,RYGBP,GIP_total,30.0,45.150000000000006,12,LMMT
Hedb_ck_2022,RYGBP,GIP_total,60.0,32.45,12,LMMT
Hedb_ck_2022,RYGBP,GIP_total,90.0,25.549999999999997,12,LMMT
Hedb_ck_2022,RYGBP,GIP_total,120.0,18.8,12,LMMT
Hedb_ck_2022,RYGBP,GIP_total,150.0,15.600000000000001,12,LMMT
Hedb_ck_2022,RYGBP,GIP_total,180.0,12.350000000000001,12,LMMT
Hedb_ck_2022,RYGBP,GLP1_total,0.0,13.85,12,LMMT
Hedb_ck_2022,RYGBP,GLP1_total,15.0,38.2,12,LMMT
Hedb_ck_2022,RYGBP,GLP1_total,30.0,41.0,12,LMMT
Hedb_ck_2022,RYGBP,GLP1_total,60.0,24.95,12,LMMT
Hedb_ck_2022,RYGBP,GLP1_total,90.0,21.75,12,LMMT
Hedb_ck_2022,RYGBP,GLP1_total,120.0,18.4,12,LMMT
Hedb_ck_2022,RYGBP,GLP1_total,150.0,17.6,12,LMMT
Hedb_ck_2022,RYGBP,GLP1_total,180.0,16.9,12,LMMT
Hedb_ck_2022,RYGBP,ghrelin_total,0.0,102.9,12,LMMT
Hedb_ck_2022,RYGBP,ghrelin_total,15.0,99.75,12,LMMT
Hedb_ck_2022,RYGBP,ghrelin_total,30.0,85.2,12,LMMT
Hedb_ck_2022,RYGBP,ghrelin_total,60.0,82.05,12,LMMT
Hedb_ck_2022,RYGBP,ghrelin_total,90.0,88.5,12,LMMT
Hedb_ck_2022,RYGBP,ghrelin_total,120.0,95.55000000000001,12,LMMT
Hedb_ck_2022,RYGBP,ghrelin_total,150.0,103.65,12,LMMT
Hedb_ck_2022,RYGBP,ghrelin_total,180.0,110.85,12,LMMT
Hedb_ck_2022,RYGBP,glucose,0.0,4.970000000000001,12,LMMT
Hedb_ck_2022,RYGBP,glucose,15.0,6.48,12,LMMT
Hedb_ck_2022,RYGBP,glucose,30.0,7.045,12,LMMT
Hedb_ck_2022,RYGBP,glucose,60.0,5.175,12,LMMT
Hedb_ck_2022,RYGBP,glucose,90.0,4.7,12,LMMT
Hedb_ck_2022,RYGBP,glucose,120.0,4.775,12,LMMT
Hedb_ck_2022,RYGBP,glucose,150.0,4.859999999999999,12,LMMT
Hedb_ck_2022,RYGBP,glucose,180.0,4.785,12,LMMT
Hedb_ck_2022,SG,GIP_total,0.0,5.59,12,LMMT
Hedb_ck_2022,SG,GIP_total,15.0,44.25,12,LMMT
Hedb_ck_2022,SG,GIP_total,30.0,62.15,12,LMMT
Hedb_ck_2022,SG,GIP_total,60.0,45.599999999999994,12,LMMT
Hedb_ck_2022,SG,GIP_total,90.0,33.8,12,LMMT
Hedb_ck_2022,SG,GIP_total,120.0,22.15,12,LMMT
Hedb_ck_2022,SG,GIP_total,150.0,17.15,12,LMMT
Hedb_ck_2022,SG,GIP_total,180.0,12.600000000000001,12,LMMT
Hedb_ck_2022,SG,GLP1_total,0.0,10.735,12,LMMT
Hedb_ck_2022,SG,GLP1_total,15.0,20.55,12,LMMT
Hedb_ck_2022,SG,GLP1_total,30.0,26.8,12,LMMT
Hedb_ck_2022,SG,GLP1_total,60.0,18.0,12,LMMT
Hedb_ck_2022,SG,GLP1_total,90.0,16.25,12,LMMT
Hedb_ck_2022,SG,GLP1_total,120.0,14.65,12,LMMT
Hedb_ck_2022,SG,GLP1_total,150.0,13.25,12,LMMT
Hedb_ck_2022,SG,GLP1_total,180.0,12.25,12,LMMT
Hedb_ck_2022,SG,ghrelin_total,0.0,31.155,12,LMMT
Hedb_ck_2022,SG,ghrelin_total,15.0,35.25,12,LMMT
Hedb_ck_2022,SG,ghrelin_total,30.0,30.255,12,LMMT
Hedb_ck_2022,SG,ghrelin_total,60.0,27.810000000000002,12,LMMT
Hedb_ck_2022,SG,ghrelin_total,90.0,29.475,12,LMMT
Hedb_ck_2022,SG,ghrelin_total,120.0,31.150000000000002,12,LMMT
Hedb_ck_2022,SG,ghrelin_total,150.0,31.5,12,LMMT
Hedb_ck_2022,SG,ghrelin_total,180.0,32.85,12,LMMT
Hedb_ck_2022,SG,glucose,0.0,5.15,12,LMMT
Hedb_ck_2022,SG,glucose,15.0,6.15,12,LMMT
Hedb_ck_2022,SG,glucose,30.0,6.72,12,LMMT
Hedb_ck_2022,SG,glucose,60.0,5.325,12,LMMT
Hedb_ck_2022,SG,glucose,90.0,4.92,12,LMMT
Hedb_ck_2022,SG,glucose,120.0,4.9399999999999995,12,LMMT
Hedb_ck_2022,SG,glucose,150.0,4.91,12,LMMT
Hedb_ck_2022,SG,glucose,180.0,4.88,12,LMMT
Hill_2012,no_obese_without_T2DM,PYY_total,0.0,12.83,13,SMMT
Hill_2012,no_obese_without_T2DM,PYY_total,15.0,14.733333333333334,13,SMMT
Hill_2012,no_obese_without_T2DM,PYY_total,30.0,16.043333333333333,13,SMMT
Hill_2012,no_obese_without_T2DM,PYY_total,60.0,15.493333333333334,13,SMMT
Hill_2012,no_obese_without_T2DM,PYY_total,90.0,14.99,13,SMMT
Hill_2012,no_obese_without_T2DM,PYY_total,120.0,16.37,13,SMMT
Hill_2012,no_obese_without_T2DM,PYY_total,150.0,15.256666666666666,13,SMMT
Hill_2012,no_obese_without_T2DM,PYY_total,180.0,15.063333333333333,13,SMMT
Hill_2012,no_obese_without_T2DM,ghrelin_total,0.0,451.56333333333333,13,SMMT
Hill_2012,no_obese_without_T2DM,ghrelin_total,15.0,424.3733333333333,13,SMMT
Hill_2012,no_obese_without_T2DM,ghrelin_total,30.0,385.94,13,SMMT
Hill_2012,no_obese_without_T2DM,ghrelin_total,60.0,345.0,13,SMMT
Hill_2012,no_obese_without_T2DM,ghrelin_total,90.0,336.25333333333333,13,SMMT
Hill_2012,no_obese_without_T2DM,ghrelin_total,120.0,329.37666666666667,13,SMMT
Hill_2012,no_obese_without_T2DM,ghrelin_total,150.0,323.43666666666667,13,SMMT
Hill_2012,no_obese_without_T2DM,ghrelin_total,180.0,305.94,13,SMMT
Jones_1989,T2DM,GIP_total,0.0,24.451666666666668,68,SMMT
Jones_1989,T2DM,GIP_total,15.0,58.21666666666667,68,SMMT
Jones_1989,T2DM,GIP_total,30.0,97.49666666666667,68,SMMT
Jones_1989,T2DM,GIP_total,60.0,103.08999999999999,68,SMMT
Jones_1989,T2DM,GIP_total,90.0,98.10666666666667,68,SMMT
Jones_1989,T2DM,GIP_total,120.0,83.29,68,SMMT
Jones_1989,T2DM,GIP_total,150.0,63.665,68,SMMT
Jones_1989,T2DM,GIP_total,180.0,53.223333333333336,68,SMMT
Jones_1989,T2DM,glucose,0.0,11.31,68,SMMT
Jones_1989,T2DM,glucose,15.0,12.436666666666667,68,SMMT
Jones_1989,T2DM,glucose,30.0,13.784999999999998,68,SMMT
Jones_1989,T2DM,glucose,60.0,16.245,68,SMMT
Jones_1989,T2DM,glucose,90.0,16.708333333333332,68,SMMT
Jones_1989,T2DM,glucose,120.0,16.03833333333333,68,SMMT
Jones_1989,T2DM,glucose,150.0,14.660000000000002,68,SMMT
Jones_1989,T2DM,glucose,180.0,13.256666666666668,68,SMMT
Jones_1989,T2DM,insulin,0.0,106.66666666666667,68,SMMT
Jones_1989,T2DM,insulin,15.0,160.0,68,SMMT
Jones_1989,T2DM,insulin,30.0,208.33333333333334,68,SMMT
Jones_1989,T2DM,insulin,60.0,280.0,68,SMMT
Jones_1989,T2DM,insulin,90.0,338.3333333333333,68,SMMT
Jones_1989,T2DM,insulin,120.0,340.0,68,SMMT
Jones_1989,T2DM,insulin,150.0,295.0,68,SMMT
Jones_1989,T2DM,insulin,180.0,246.66666666666666,68,SMMT
Jones_1989,no_obese_without_T2DM,GIP_total,0.0,18.938333333333333,31,SMMT
Jones_1989,no_obese_without_T2DM,GIP_total,15.0,39.711666666666666,31,SMMT
Jones_1989,no_obese_without_T2DM,GIP_total,30.0,60.201666666666675,31,SMMT
Jones_1989,no_obese_without_T2DM,GIP_total,60.0,65.36166666666666,31,SMMT
Jones_1989,no_obese_without_T2DM,GIP_total,90.0,75.36833333333334,31,SMMT
Jones_1989,no_obese_without_T2DM,GIP_total,120.0,68.89166666666667,31,SMMT
Jones_1989,no_obese_without_T2DM,GIP_total,150.0,57.126666666666665,31,SMMT
Jones_1989,no_obese_without_T2DM,GIP_total,180.0,45.53333333333333,31,SMMT
Jones_1989,no_obese_without_T2DM,glucose,0.0,5.123333333333334,31,SMMT
Jones_1989,no_obese_without_T2DM,glucose,15.0,6.1816666666666675,31,SMMT
Jones_1989,no_obese_without_T2DM,glucose,30.0,7.026666666666667,31,SMMT
Jones_1989,no_obese_without_T2DM,glucose,60.0,6.0683333333333325,31,SMMT
Jones_1989,no_obese_without_T2DM,glucose,90.0,5.3116666666666665,31,SMMT
Jones_1989,no_obese_without_T2DM,glucose,120.0,4.976666666666667,31,SMMT
Jones_1989,no_obese_without_T2DM,glucose,150.0,4.511666666666667,31,SMMT
Jones_1989,no_obese_without_T2DM,glucose,180.0,4.203333333333333,31,SMMT
Jones_1989,no_obese_without_T2DM,insulin,0.0,66.5,31,SMMT
Jones_1989,no_obese_without_T2DM,insulin,15.0,293.5,31,SMMT
Jones_1989,no_obese_without_T2DM,insulin,30.0,484.8333333333333,31,SMMT
Jones_1989,no_obese_without_T2DM,insulin,60.0,463.5,31,SMMT
Jones_1989,no_obese_without_T2DM,insulin,90.0,370.0,31,SMMT
Jones_1989,no_obese_without_T2DM,insulin,120.0,304.1666666666667,31,SMMT
Jones_1989,no_obese_without_T2DM,insulin,150.0,212.83333333333334,31,SMMT
Jones_1989,no_obese_without_T2DM,insulin,180.0,180.16666666666666,31,SMMT
Kim_2016,T2DM,GIP_total,0.0,9.16,13,
Kim_2016,T2DM,GIP_total,15.0,33.89,13,
Kim_2016,T2DM,GIP_total,30.0,59.485,13,
Kim_2016,T2DM,GIP_total,60.0,62.334999999999994,13,
Kim_2016,T2DM,GIP_total,90.0,59.565,13,
Kim_2016,T2DM,GIP_total,120.0,54.555,13,
Kim_2016,T2DM,GIP_total,150.0,49.54,13,
Kim_2016,T2DM,GIP_total,180.0,48.155,13,
Kim_2016,T2DM,GLP1_total,0.0,1.8499999999999999,13,
Kim_2016,T2DM,GLP1_total,15.0,3.81,13,
Kim_2016,T2DM,GLP1_total,30.0,5.75,13,
Kim_2016,T2DM,GLP1_total,60.0,5.609999999999999,13,
Kim_2016,T2DM,GLP1_total,90.0,4.86,13,
Kim_2016,T2DM,GLP1_total,120.0,4.405,13,
Kim_2016,T2DM,GLP1_total,150.0,4.04,13,
Kim_2016,T2DM,GLP1_total,180.0,4.225,13,
Kim_2016,T2DM,glucagon,0.0,10.025,13,
Kim_2016,T2DM,glucagon,15.0,11.465,13,
Kim_2016,T2DM,glucagon,30.0,12.83,13,
Kim_2016,T2DM,glucagon,60.0,11.9,13,
Kim_2016,T2DM,glucagon,90.0,11.685,13,
Kim_2016,T2DM,glucagon,120.0,11.075,13,
Kim_2016,T2DM,glucagon,150.0,11.675,13,
Kim_2016,T2DM,glucagon,180.0,11.575,13,
Kim_2016,T2DM,glucose,0.0,7.390000000000001,13,
Kim_2016,T2DM,glucose,15.0,8.875,13,
Kim_2016,T2DM,glucose,30.0,10.405000000000001,13,
Kim_2016,T2DM,glucose,60.0,13.33,13,
Kim_2016,T2DM,glucose,90.0,13.445,13,
Kim_2016,T2DM,glucose,120.0,12.325,13,
Kim_2016,T2DM,glucose,150.0,10.76,13,
Kim_2016,T2DM,glucose,180.0,9.344999999999999,13,
Kim_2016,T2DM,insulin,0.0,21.09,13,
Kim_2016,T2DM,insulin,15.0,54.75,13,
Kim_2016,T2DM,insulin,30.0,87.50999999999999,13,
Kim_2016,T2DM,insulin,60.0,164.85,13,
Kim_2016,T2DM,insulin,90.0,208.53,13,
Kim_2016,T2DM,insulin,120.0,192.72000000000003,13,
Kim_2016,T2DM,insulin,150.0,145.29000000000002,13,
Kim_2016,T2DM,insulin,180.0,113.67,13,
Laferr_re__2008,Obesity_T2DM,GIP_total,0.0,7.335,10,OGTT
Laferr_re__2008,Obesity_T2DM,GIP_total,15.0,29.285000000000004,10,OGTT
Laferr_re__2008,Obesity_T2DM,GIP_total,30.0,33.05,10,OGTT
Laferr_re__2008,Obesity_T2DM,GIP_total,60.0,31.884999999999998,10,OGTT
Laferr_re__2008,Obesity_T2DM,GIP_total,90.0,22.895,10,OGTT
Laferr_re__2008,Obesity_T2DM,GIP_total,120.0,13.79,10,OGTT
Laferr_re__2008,Obesity_T2DM,GIP_total,150.0,10.815000000000001,10,OGTT
Laferr_re__2008,Obesity_T2DM,GIP_total,180.0,8.285,10,OGTT
Laferr_re__2008,Obesity_T2DM,GLP1_active,0.0,5.55,10,OGTT
Laferr_re__2008,Obesity_T2DM,GLP1_active,15.0,6.275,10,OGTT
Laferr_re__2008,Obesity_T2DM,GLP1_active,30.0,4.96,10,OGTT
Laferr_re__2008,Obesity_T2DM,GLP1_active,60.0,4.9,10,OGTT
Laferr_re__2008,Obesity_T2DM,GLP1_active,90.0,4.86,10,OGTT
Laferr_re__2008,Obesity_T2DM,GLP1_active,120.0,8.08,10,OGTT
Laferr_re__2008,Obesity_T2DM,GLP1_active,150.0,6.93,10,OGTT
Laferr_re__2008,Obesity_T2DM,GLP1_active,180.0,6.045,10,OGTT
Laferr_re__2008,Obesity_T2DM,GLP1_total,0.0,6.135,10,OGTT
Laferr_re__2008,Obesity_T2DM,GLP1_total,15.0,10.62,10,OGTT
Laferr_re__2008,Obesity_T2DM,GLP1_total,30.0,11.1,10,OGTT
Laferr_re__2008,Obesity_T2DM,GLP1_total,60.0,8.52,10,OGTT
Laferr_re__2008,Obesity_T2DM,GLP1_total,90.0,5.665,10,OGTT
Laferr_re__2008,Obesity_T2DM,GLP1_total,120.0,6.85,10,OGTT
Laferr_re__2008,Obesity_T2DM,GLP1_total,150.0,6.135,10,OGTT
Laferr_re__2008,Obesity_T2DM,GLP1_total,180.0,3.545,10,OGTT
Laferr_re__2008,Obesity_T2DM,glucagon,0.0,19.335,10,OGTT
Laferr_re__2008,Obesity_T2DM,glucagon,15.0,21.310000000000002,10,OGTT
Laferr_re__2008,Obesity_T2DM,glucagon,30.0,20.75,10,OGTT
Laferr_re__2008,Obesity_T2DM,glucagon,60.0,17.57,10,OGTT
Laferr_re__2008,Obesity_T2DM,glucagon,90.0,15.67,10,OGTT
Laferr_re__2008,Obesity_T2DM,glucagon,120.0,15.64,10,OGTT
Laferr_re__2008,Obesity_T2DM,glucagon,150.0,15.079999999999998,10,OGTT
Laferr_re__2008,Obesity_T2DM,glucagon,180.0,14.545,10,OGTT
Laferr_re__2008,Obesity_T2DM,glucose,0.0,7.85,10,OGTT
Laferr_re__2008,Obesity_T2DM,glucose,15.0,9.25,10,OGTT
Laferr_re__2008,Obesity_T2DM,glucose,30.0,10.915,10,OGTT
Laferr_re__2008,Obesity_T2DM,glucose,60.0,12.875,10,OGTT
Laferr_re__2008,Obesity_T2DM,glucose,90.0,12.145,10,OGTT
Laferr_re__2008,Obesity_T2DM,glucose,120.0,10.705,10,OGTT
Laferr_re__2008,Obesity_T2DM,glucose,150.0,9.305,10,OGTT
Laferr_re__2008,Obesity_T2DM,glucose,180.0,8.025,10,OGTT
Laferr_re__2008,Obesity_T2DM,insulin,0.0,174.15,10,OGTT
Laferr_re__2008,Obesity_T2DM,insulin,15.0,308.28999999999996,10,OGTT
Laferr_re__2008,Obesity_T2DM,insulin,30.0,364.825,10,OGTT
Laferr_re__2008,Obesity_T2DM,insulin,60.0,405.53,10,OGTT
Laferr_re__2008,Obesity_T2DM,insulin,90.0,405.845,10,OGTT
Laferr_re__2008,Obesity_T2DM,insulin,120.0,413.155,10,OGTT
Laferr_re__2008,Obesity_T2DM,insulin,150.0,352.76,10,OGTT
Laferr_re__2008,Obesity_T2DM,insulin,180.0,290.25,10,OGTT
Laferr_re__2008,Post-CR,GIP_total,0.0,6.26,10,OGTT
Laferr_re__2008,Post-CR,GIP_total,15.0,25.8,10,OGTT
Laferr_re__2008,Post-CR,GIP_total,30.0,36.81,10,OGTT
Laferr_re__2008,Post-CR,GIP_total,60.0,39.0,10,OGTT
Laferr_re__2008,Post-CR,GIP_total,90.0,32.13,10,OGTT
Laferr_re__2008,Post-CR,GIP_total,120.0,24.28,10,OGTT
Laferr_re__2008,Post-CR,GIP_total,150.0,17.58,10,OGTT
Laferr_re__2008,Post-CR,GIP_total,180.0,10.75,10,OGTT
Laferr_re__2008,Post-CR,GLP1_active,0.0,4.27,10,OGTT
Laferr_re__2008,Post-CR,GLP1_active,15.0,5.6,10,OGTT
Laferr_re__2008,Post-CR,GLP1_active,30.0,4.79,10,OGTT
Laferr_re__2008,Post-CR,GLP1_active,60.0,4.4,10,OGTT
Laferr_re__2008,Post-CR,GLP1_active,90.0,3.94,10,OGTT
Laferr_re__2008,Post-CR,GLP1_active,120.0,4.2,10,OGTT
Laferr_re__2008,Post-CR,GLP1_active,150.0,4.1,10,OGTT
Laferr_re__2008,Post-CR,GLP1_active,180.0,4.14,10,OGTT
Laferr_re__2008,Post-CR,GLP1_total,0.0,5.9,10,OGTT
Laferr_re__2008,Post-CR,GLP1_total,15.0,7.8,10,OGTT
Laferr_re__2008,Post-CR,GLP1_total,30.0,9.68,10,OGTT
Laferr_re__2008,Post-CR,GLP1_total,60.0,4.49,10,OGTT
Laferr_re__2008,Post-CR,GLP1_total,90.0,4.1,10,OGTT
Laferr_re__2008,Post-CR,GLP1_total,120.0,3.31,10,OGTT
Laferr_re__2008,Post-CR,GLP1_total,150.0,3.78,10,OGTT
Laferr_re__2008,Post-CR,GLP1_total,180.0,4.1,10,OGTT
Laferr_re__2008,Post-CR,glucagon,0.0,17.33,10,OGTT
Laferr_re__2008,Post-CR,glucagon,15.0,18.4,10,OGTT
Laferr_re__2008,Post-CR,glucagon,30.0,17.97,10,OGTT
Laferr_re__2008,Post-CR,glucagon,60.0,13.85,10,OGTT
Laferr_re__2008,Post-CR,glucagon,90.0,12.89,10,OGTT
Laferr_re__2008,Post-CR,glucagon,120.0,12.78,10,OGTT
Laferr_re__2008,Post-CR,glucagon,150.0,13.69,10,OGTT
Laferr_re__2008,Post-CR,glucagon,180.0,14.28,10,OGTT
Laferr_re__2008,Post-CR,glucose,0.0,6.29,10,OGTT
Laferr_re__2008,Post-CR,glucose,15.0,7.46,10,OGTT
Laferr_re__2008,Post-CR,glucose,30.0,9.32,10,OGTT
Laferr_re__2008,Post-CR,glucose,60.0,11.0,10,OGTT
Laferr_re__2008,Post-CR,glucose,90.0,10.3,10,OGTT
Laferr_re__2008,Post-CR,glucose,120.0,9.61,10,OGTT
Laferr_re__2008,Post-CR,glucose,150.0,8.15,10,OGTT
Laferr_re__2008,Post-CR,glucose,180.0,6.67,10,OGTT
Laferr_re__2008,Post-CR,insulin,0.0,104.2,10,OGTT
Laferr_re__2008,Post-CR,insulin,15.0,277.39,10,OGTT
Laferr_re__2008,Post-CR,insulin,30.0,390.45,10,OGTT
Laferr_re__2008,Post-CR,insulin,60.0,438.69,10,OGTT
Laferr_re__2008,Post-CR,insulin,90.0,351.26,10,OGTT
Laferr_re__2008,Post-CR,insulin,120.0,440.2,10,OGTT
Laferr_re__2008,Post-CR,insulin,150.0,304.52,10,OGTT
Laferr_re__2008,Post-CR,insulin,180.0,185.4,10,OGTT
Laferr_re__2008,RYGBP,GIP_total,0.0,8.98,9,OGTT
Laferr_re__2008,RYGBP,GIP_total,15.0,56.67,9,OGTT
Laferr_re__2008,RYGBP,GIP_total,30.0,52.75,9,OGTT
Laferr_re__2008,RYGBP,GIP_total,60.0,35.8,9,OGTT
Laferr_re__2008,RYGBP,GIP_total,90.0,24.03,9,OGTT
Laferr_re__2008,RYGBP,GIP_total,120.0,12.14,9,OGTT
Laferr_re__2008,RYGBP,GIP_total,150.0,9.74,9,OGTT
Laferr_re__2008,RYGBP,GIP_total,180.0,7.59,9,OGTT
Laferr_re__2008,RYGBP,GLP1_active,0.0,8.74,9,OGTT
Laferr_re__2008,RYGBP,GLP1_active,15.0,22.7,9,OGTT
Laferr_re__2008,RYGBP,GLP1_active,30.0,15.83,9,OGTT
Laferr_re__2008,RYGBP,GLP1_active,60.0,9.52,9,OGTT
Laferr_re__2008,RYGBP,GLP1_active,90.0,8.14,9,OGTT
Laferr_re__2008,RYGBP,GLP1_active,120.0,6.9,9,OGTT
Laferr_re__2008,RYGBP,GLP1_active,150.0,8.8,9,OGTT
Laferr_re__2008,RYGBP,GLP1_active,180.0,9.6,9,OGTT
Laferr_re__2008,RYGBP,GLP1_total,0.0,6.14,9,OGTT
Laferr_re__2008,RYGBP,GLP1_total,15.0,98.68,9,OGTT
Laferr_re__2008,RYGBP,GLP1_total,30.0,72.72,9,OGTT
Laferr_re__2008,RYGBP,GLP1_total,60.0,39.66,9,OGTT
Laferr_re__2008,RYGBP,GLP1_total,90.0,22.19,9,OGTT
Laferr_re__2008,RYGBP,GLP1_total,120.0,12.4,9,OGTT
Laferr_re__2008,RYGBP,GLP1_total,150.0,9.44,9,OGTT
Laferr_re__2008,RYGBP,GLP1_total,180.0,6.61,9,OGTT
Laferr_re__2008,RYGBP,glucagon,0.0,18.88,9,OGTT
Laferr_re__2008,RYGBP,glucagon,15.0,24.92,9,OGTT
Laferr_re__2008,RYGBP,glucagon,30.0,24.55,9,OGTT
Laferr_re__2008,RYGBP,glucagon,60.0,23.32,9,OGTT
Laferr_re__2008,RYGBP,glucagon,90.0,21.87,9,OGTT
Laferr_re__2008,RYGBP,glucagon,120.0,20.27,9,OGTT
Laferr_re__2008,RYGBP,glucagon,150.0,19.47,9,OGTT
Laferr_re__2008,RYGBP,glucagon,180.0,18.34,9,OGTT
Laferr_re__2008,RYGBP,glucose,0.0,6.32,9,OGTT
Laferr_re__2008,RYGBP,glucose,15.0,8.97,9,OGTT
Laferr_re__2008,RYGBP,glucose,30.0,10.93,9,OGTT
Laferr_re__2008,RYGBP,glucose,60.0,11.0,9,OGTT
Laferr_re__2008,RYGBP,glucose,90.0,8.85,9,OGTT
Laferr_re__2008,RYGBP,glucose,120.0,7.11,9,OGTT
Laferr_re__2008,RYGBP,glucose,150.0,6.45,9,OGTT
Laferr_re__2008,RYGBP,glucose,180.0,5.66,9,OGTT
Laferr_re__2008,RYGBP,insulin,0.0,135.7,9,OGTT
Laferr_re__2008,RYGBP,insulin,15.0,492.96,9,OGTT
Laferr_re__2008,RYGBP,insulin,30.0,657.29,9,OGTT
Laferr_re__2008,RYGBP,insulin,60.0,586.43,9,OGTT
Laferr_re__2008,RYGBP,insulin,90.0,360.3,9,OGTT
Laferr_re__2008,RYGBP,insulin,120.0,206.53,9,OGTT
Laferr_re__2008,RYGBP,insulin,150.0,164.32,9,OGTT
Laferr_re__2008,RYGBP,insulin,180.0,131.2,9,OGTT
Meek_2020,no_obese_without_T2DM,GIP_total,0.0,5.605,28,OGTT
Meek_2020,no_obese_without_T2DM,GIP_total,15.0,29.595,28,OGTT
Meek_2020,no_obese_without_T2DM,GIP_total,30.0,38.2,28,OGTT
Meek_2020,no_obese_without_T2DM,GIP_total,60.0,36.879999999999995,28,OGTT
Meek_2020,no_obese_without_T2DM,GIP_total,90.0,34.055,28,OGTT
Meek_2020,no_obese_without_T2DM,GIP_total,120.0,25.744999999999997,28,OGTT
Meek_2020,no_obese_without_T2DM,GIP_total,150.0,20.02,28,OGTT
Meek_2020,no_obese_without_T2DM,GIP_total,180.0,12.93,28,OGTT
Meek_2020,no_obese_without_T2DM,GLP1_total,0.0,3.215,28,OGTT
Meek_2020,no_obese_without_T2DM,GLP1_total,15.0,6.585,28,OGTT
Meek_2020,no_obese_without_T2DM,GLP1_total,30.0,7.955,28,OGTT
Meek_2020,no_obese_without_T2DM,GLP1_total,60.0,4.904999999999999,28,OGTT
Meek_2020,no_obese_without_T2DM,GLP1_total,90.0,5.18,28,OGTT
Meek_2020,no_obese_without_T2DM,GLP1_total,120.0,4.75,28,OGTT
