source_study,cohort,hormone,time_min,mean_value,n,challenge_class
Meek_2020,no_obese_without_T2DM,GLP1_total,150.0,4.1049999999999995,28,OGTT
Meek_2020,no_obese_without_T2DM,GLP1_total,180.0,3.81,28,OGTT
Meek_2020,no_obese_without_T2DM,PYY_total,0.0,14.715,28,OGTT
Meek_2020,no_obese_without_T2DM,PYY_total,15.0,18.705,28,OGTT
Meek_2020,no_obese_without_T2DM,PYY_total,30.0,21.07,28,OGTT
Meek_2020,no_obese_without_T2DM,PYY_total,60.0,17.72,28,OGTT
Meek_2020,no_obese_without_T2DM,PYY_total,90.0,17.62,28,OGTT
Meek_2020,no_obese_without_T2DM,PYY_total,120.0,16.75,28,OGTT
Meek_2020,no_obese_without_T2DM,PYY_total,150.0,16.29,28,OGTT
Meek_2020,no_obese_without_T2DM,PYY_total,180.0,14.78,28,OGTT
Meek_2020,no_obese_without_T2DM,glucagon,0.0,23.65,28,OGTT
Meek_2020,no_obese_without_T2DM,glucagon,15.0,25.425,28,OGTT
Meek_2020,no_obese_without_T2DM,glucagon,30.0,22.125,28,OGTT
Meek_2020,no_obese_without_T2DM,glucagon,60.0,19.685,28,OGTT
Meek_2020,no_obese_without_T2DM,glucagon,90.0,16.33,28,OGTT
Meek_2020,no_obese_without_T2DM,glucagon,120.0,19.305,28,OGTT
Meek_2020,no_obese_without_T2DM,glucagon,150.0,19.990000000000002,28,OGTT
Meek_2020,no_obese_without_T2DM,glucagon,180.0,19.474999999999998,28,OGTT
Meek_2020,no_obese_without_T2DM,glucose,0.0,5.285,28,OGTT
Meek_2020,no_obese_without_T2DM,glucose,15.0,6.5600000000000005,28,OGTT
Meek_2020,no_obese_without_T2DM,glucose,30.0,6.97,28,OGTT
Meek_2020,no_obese_without_T2DM,glucose,60.0,6.455,28,OGTT
Meek_2020,no_obese_without_T2DM,glucose,90.0,5.765,28,OGTT
Meek_2020,no_obese_without_T2DM,glucose,120.0,5.755,28,OGTT
Meek_2020,no_obese_without_T2DM,glucose,150.0,5.605,28,OGTT
Meek_2020,no_obese_without_T2DM,glucose,180.0,4.85,28,OGTT
Meek_2020,no_obese_without_T2DM,insulin,0.0,42.655,28,OGTT
Meek_2020,no_obese_without_T2DM,insulin,15.0,210.44,28,OGTT
Meek_2020,no_obese_without_T2DM,insulin,30.0,360.89,28,OGTT
Meek_2020,no_obese_without_T2DM,insulin,60.0,306.98,28,OGTT
Meek_2020,no_obese_without_T2DM,insulin,90.0,212.09,28,OGTT
Meek_2020,no_obese_without_T2DM,insulin,120.0,140.71,28,OGTT
Meek_2020,no_obese_without_T2DM,insulin,150.0,99.52000000000001,28,OGTT
Meek_2020,no_obese_without_T2DM,insulin,180.0,46.45,28,OGTT
Nannipieri_2013,Obesity_T2DM,glucose,0.0,7.9399999999999995,23,LMMT
Nannipieri_2013,Obesity_T2DM,glucose,15.0,8.68,23,LMMT
Nannipieri_2013,Obesity_T2DM,glucose,30.0,9.315,23,LMMT
Nannipieri_2013,Obesity_T2DM,glucose,60.0,9.934999999999999,23,LMMT
Nannipieri_2013,Obesity_T2DM,glucose,90.0,9.96,23,LMMT
Nannipieri_2013,Obesity_T2DM,glucose,130.0,9.61,23,LMMT
Nannipieri_2013,Obesity_T2DM,glucose,150.0,9.254999999999999,23,LMMT
Nannipieri_2013,Obesity_T2DM,glucose,180.0,8.875,23,LMMT
Nannipieri_2013,Obesity_T2DM,insulin,0.0,21.835,23,LMMT
Nannipieri_2013,Obesity_T2DM,insulin,15.0,36.92,23,LMMT
Nannipieri_2013,Obesity_T2DM,insulin,30.0,41.175,23,LMMT
Nannipieri_2013,Obesity_T2DM,insulin,60.0,43.695,23,LMMT
Nannipieri_2013,Obesity_T2DM,insulin,90.0,41.175,23,LMMT
Nannipieri_2013,Obesity_T2DM,insulin,130.0,39.22,23,LMMT
Nannipieri_2013,Obesity_T2DM,insulin,150.0,36.15,23,LMMT
Nannipieri_2013,Obesity_T2DM,insulin,180.0,30.195,23,LMMT
Nannipieri_2013,RYGBP,glucose,0.0,5.93,23,LMMT
Nannipieri_2013,RYGBP,glucose,15.0,7.89,23,LMMT
Nannipieri_2013,RYGBP,glucose,30.0,8.46,23,LMMT
Nannipieri_2013,RYGBP,glucose,60.0,7.48,23,LMMT
Nannipieri_2013,RYGBP,glucose,90.0,6.62,23,LMMT
Nannipieri_2013,RYGBP,glucose,130.0,6.24,23,LMMT
Nannipieri_2013,RYGBP,glucose,150.0,5.97,23,LMMT
Nannipieri_2013,RYGBP,glucose,180.0,5.81,23,LMMT
Nannipieri_2013,RYGBP,insulin,0.0,7.8,23,LMMT
Nannipieri_2013,RYGBP,insulin,15.0,40.63,23,LMMT
Nannipieri_2013,RYGBP,insulin,30.0,54.81,23,LMMT
Nannipieri_2013,RYGBP,insulin,60.0,30.0,23,LMMT
Nannipieri_2013,RYGBP,insulin,90.0,14.51,23,LMMT
Nannipieri_2013,RYGBP,insulin,130.0,9.48,23,LMMT
Nannipieri_2013,RYGBP,insulin,150.0,7.99,23,LMMT
Nannipieri_2013,RYGBP,insulin,180.0,7.05,23,LMMT
Nannipieri_2013,SG,glucose,0.0,5.84,12,LMMT
Nannipieri_2013,SG,glucose,15.0,6.97,12,LMMT
Nannipieri_2013,SG,glucose,30.0,7.67,12,LMMT
Nannipieri_2013,SG,glucose,60.0,8.02,12,LMMT
Nannipieri_2013,SG,glucose,90.0,7.54,12,LMMT
Nannipieri_2013,SG,glucose,130.0,7.03,12,LMMT
Nannipieri_2013,SG,glucose,150.0,6.68,12,LMMT
Nannipieri_2013,SG,glucose,180.0,5.34,12,LMMT
Nannipieri_2013,SG,insulin,0.0,11.31,12,LMMT
Nannipieri_2013,SG,insulin,15.0,41.76,12,LMMT
Nannipieri_2013,SG,insulin,30.0,59.76,12,LMMT
Nannipieri_2013,SG,insulin,60.0,53.08,12,LMMT
Nannipieri_2013,SG,insulin,90.0,43.06,12,LMMT
Nannipieri_2013,SG,insulin,130.0,31.73,12,LMMT
Nannipieri_2013,SG,insulin,150.0,20.41,12,LMMT
Nannipieri_2013,SG,insulin,180.0,14.47,12,LMMT
Nosso_2016,Obesity_T2DM,GIP_total,0.0,20.315,19,LMMT
Nosso_2016,Obesity_T2DM,GIP_total,15.0,50.05,19,LMMT
Nosso_2016,Obesity_T2DM,GIP_total,30.0,81.315,19,LMMT
Nosso_2016,Obesity_T2DM,GIP_total,60.0,72.495,19,LMMT
Nosso_2016,Obesity_T2DM,GIP_total,90.0,56.599999999999994,19,LMMT
Nosso_2016,Obesity_T2DM,GIP_total,120.0,43.55,19,LMMT
Nosso_2016,Obesity_T2DM,GIP_total,150.0,38.875,19,LMMT
Nosso_2016,Obesity_T2DM,GIP_total,180.0,34.730000000000004,19,LMMT
Nosso_2016,Obesity_T2DM,GLP1_active,0.0,3.8400000000000003,19,LMMT
Nosso_2016,Obesity_T2DM,GLP1_active,15.0,4.515000000000001,19,LMMT
Nosso_2016,Obesity_T2DM,GLP1_active,30.0,5.359999999999999,19,LMMT
Nosso_2016,Obesity_T2DM,GLP1_active,60.0,4.95,19,LMMT
Nosso_2016,Obesity_T2DM,GLP1_active,90.0,3.5949999999999998,19,LMMT
Nosso_2016,Obesity_T2DM,GLP1_active,120.0,3.8499999999999996,19,LMMT
Nosso_2016,Obesity_T2DM,GLP1_active,150.0,3.475,19,LMMT
Nosso_2016,Obesity_T2DM,GLP1_active,180.0,3.9099999999999997,19,LMMT
Nosso_2016,Obesity_T2DM,ghrelin_acyl,0.0,127.055,19,LMMT
Nosso_2016,Obesity_T2DM,ghrelin_acyl,15.0,121.59,19,LMMT
Nosso_2016,Obesity_T2DM,ghrelin_acyl,30.0,116.245,19,LMMT
Nosso_2016,Obesity_T2DM,ghrelin_acyl,60.0,105.19,19,LMMT
Nosso_2016,Obesity_T2DM,ghrelin_acyl,90.0,103.84,19,LMMT
Nosso_2016,Obesity_T2DM,ghrelin_acyl,120.0,103.12,19,LMMT
Nosso_2016,Obesity_T2DM,ghrelin_acyl,150.0,102.86500000000001,19,LMMT
Nosso_2016,Obesity_T2DM,ghrelin_acyl,180.0,102.59,19,LMMT
Nosso_2016,Obesity_T2DM,glucose,0.0,8.91,19,LMMT
Nosso_2016,Obesity_T2DM,glucose,15.0,10.175,19,LMMT
Nosso_2016,Obesity_T2DM,glucose,30.0,11.455,19,LMMT
Nosso_2016,Obesity_T2DM,glucose,60.0,12.905000000000001,19,LMMT
Nosso_2016,Obesity_T2DM,glucose,90.0,12.434999999999999,19,LMMT
Nosso_2016,Obesity_T2DM,glucose,120.0,11.29,19,LMMT
Nosso_2016,Obesity_T2DM,glucose,150.0,10.325,19,LMMT
Nosso_2016,Obesity_T2DM,glucose,180.0,9.425,19,LMMT
Nosso_2016,Obesity_T2DM,insulin,0.0,171.42000000000002,19,LMMT
Nosso_2016,Obesity_T2DM,insulin,15.0,293.88,19,LMMT
Nosso_2016,Obesity_T2DM,insulin,30.0,422.97,19,LMMT
Nosso_2016,Obesity_T2DM,insulin,60.0,522.33,19,LMMT
Nosso_2016,Obesity_T2DM,insulin,90.0,419.25,19,LMMT
Nosso_2016,Obesity_T2DM,insulin,120.0,322.16999999999996,19,LMMT
Nosso_2016,Obesity_T2DM,insulin,150.0,277.32,19,LMMT
Nosso_2016,Obesity_T2DM,insulin,180.0,234.69,19,LMMT
Nosso_2016,RYGBP,GIP_total,0.0,8.48,14,LMMT
Nosso_2016,RYGBP,GIP_total,15.0,32.27,14,LMMT
Nosso_2016,RYGBP,GIP_total,30.0,56.65,14,LMMT
Nosso_2016,RYGBP,GIP_total,60.0,27.98,14,LMMT
Nosso_2016,RYGBP,GIP_total,90.0,19.62,14,LMMT
Nosso_2016,RYGBP,GIP_total,120.0,15.32,14,LMMT
Nosso_2016,RYGBP,GIP_total,150.0,14.51,14,LMMT
Nosso_2016,RYGBP,GIP_total,180.0,13.47,14,LMMT
Nosso_2016,RYGBP,GLP1_active,0.0,4.82,14,LMMT
Nosso_2016,RYGBP,GLP1_active,15.0,25.35,14,LMMT
Nosso_2016,RYGBP,GLP1_active,30.0,46.82,14,LMMT
Nosso_2016,RYGBP,GLP1_active,60.0,25.1,14,LMMT
Nosso_2016,RYGBP,GLP1_active,90.0,8.45,14,LMMT
Nosso_2016,RYGBP,GLP1_active,120.0,6.0,14,LMMT
Nosso_2016,RYGBP,GLP1_active,150.0,6.34,14,LMMT
Nosso_2016,RYGBP,GLP1_active,180.0,6.59,14,LMMT
Nosso_2016,RYGBP,ghrelin_acyl,0.0,133.55,14,LMMT
Nosso_2016,RYGBP,ghrelin_acyl,15.0,122.95,14,LMMT
Nosso_2016,RYGBP,ghrelin_acyl,30.0,113.6,14,LMMT
Nosso_2016,RYGBP,ghrelin_acyl,60.0,92.4,14,LMMT
Nosso_2016,RYGBP,ghrelin_acyl,90.0,91.14,14,LMMT
Nosso_2016,RYGBP,ghrelin_acyl,120.0,89.37,14,LMMT
Nosso_2016,RYGBP,ghrelin_acyl,150.0,88.11,14,LMMT
Nosso_2016,RYGBP,ghrelin_acyl,180.0,87.6,14,LMMT
Nosso_2016,RYGBP,glucose,0.0,5.28,14,LMMT
Nosso_2016,RYGBP,glucose,15.0,7.76,14,LMMT
Nosso_2016,RYGBP,glucose,30.0,10.34,14,LMMT
Nosso_2016,RYGBP,glucose,60.0,7.24,14,LMMT
Nosso_2016,RYGBP,glucose,90.0,5.49,14,LMMT
Nosso_2016,RYGBP,glucose,120.0,4.83,14,LMMT
Nosso_2016,RYGBP,glucose,150.0,4.67,14,LMMT
Nosso_2016,RYGBP,glucose,180.0,4.46,14,LMMT
Nosso_2016,RYGBP,insulin,0.0,67.5,14,LMMT
Nosso_2016,RYGBP,insulin,15.0,385.32,14,LMMT
Nosso_2016,RYGBP,insulin,30.0,734.04,14,LMMT
Nosso_2016,RYGBP,insulin,60.0,316.38,14,LMMT
Nosso_2016,RYGBP,insulin,90.0,135.0,14,LMMT
Nosso_2016,RYGBP,insulin,120.0,81.54,14,LMMT
Nosso_2016,RYGBP,insulin,150.0,77.34,14,LMMT
Nosso_2016,RYGBP,insulin,180.0,77.34,14,LMMT
Nosso_2016,SG,GIP_total,0.0,10.76,19,LMMT
Nosso_2016,SG,GIP_total,15.0,38.44,19,LMMT
Nosso_2016,SG,GIP_total,30.0,70.26,19,LMMT
Nosso_2016,SG,GIP_total,60.0,50.03,19,LMMT
Nosso_2016,SG,GIP_total,90.0,37.02,19,LMMT
Nosso_2016,SG,GIP_total,120.0,22.71,19,LMMT
Nosso_2016,SG,GIP_total,150.0,18.81,19,LMMT
Nosso_2016,SG,GIP_total,180.0,15.49,19,LMMT
Nosso_2016,SG,GLP1_active,0.0,3.44,19,LMMT
Nosso_2016,SG,GLP1_active,15.0,6.46,19,LMMT
Nosso_2016,SG,GLP1_active,30.0,9.48,19,LMMT
Nosso_2016,SG,GLP1_active,60.0,5.27,19,LMMT
Nosso_2016,SG,GLP1_active,90.0,3.65,19,LMMT
Nosso_2016,SG,GLP1_active,120.0,3.65,19,LMMT
Nosso_2016,SG,GLP1_active,150.0,3.51,19,LMMT
Nosso_2016,SG,GLP1_active,180.0,3.72,19,LMMT
Nosso_2016,SG,ghrelin_acyl,0.0,59.51,19,LMMT
Nosso_2016,SG,ghrelin_acyl,15.0,60.49,19,LMMT
Nosso_2016,SG,ghrelin_acyl,30.0,61.48,19,LMMT
Nosso_2016,SG,ghrelin_acyl,60.0,62.71,19,LMMT
Nosso_2016,SG,ghrelin_acyl,90.0,61.97,19,LMMT
Nosso_2016,SG,ghrelin_acyl,120.0,59.26,19,LMMT
Nosso_2016,SG,ghrelin_acyl,150.0,59.26,19,LMMT
Nosso_2016,SG,ghrelin_acyl,180.0,57.79,19,LMMT
Nosso_2016,SG,glucose,0.0,5.7,19,LMMT
Nosso_2016,SG,glucose,15.0,7.58,19,LMMT
Nosso_2016,SG,glucose,30.0,10.99,19,LMMT
Nosso_2016,SG,glucose,60.0,8.11,19,LMMT
Nosso_2016,SG,glucose,90.0,6.65,19,LMMT
Nosso_2016,SG,glucose,120.0,5.51,19,LMMT
Nosso_2016,SG,glucose,150.0,5.16,19,LMMT
Nosso_2016,SG,glucose,180.0,4.77,19,LMMT
Nosso_2016,SG,insulin,0.0,107.22,19,LMMT
Nosso_2016,SG,insulin,15.0,410.16,19,LMMT
Nosso_2016,SG,insulin,30.0,730.44,19,LMMT
Nosso_2016,SG,insulin,60.0,440.58,19,LMMT
Nosso_2016,SG,insulin,90.0,203.4,19,LMMT
Nosso_2016,SG,insulin,120.0,113.04,19,LMMT
Nosso_2016,SG,insulin,150.0,102.9,19,LMMT
Nosso_2016,SG,insulin,180.0,92.76,19,LMMT
Oliv_n_2009,Obesity_T2DM,GLP1_total,0.0,4.295,11,OGTT
Oliv_n_2009,Obesity_T2DM,GLP1_total,15.0,10.99,11,OGTT
Oliv_n_2009,Obesity_T2DM,GLP1_total,30.0,9.73,11,OGTT
Oliv_n_2009,Obesity_T2DM,GLP1_total,60.0,7.33,11,OGTT
Oliv_n_2009,Obesity_T2DM,GLP1_total,90.0,5.9399999999999995,11,OGTT
Oliv_n_2009,Obesity_T2DM,GLP1_total,120.0,3.915,11,OGTT
Oliv_n_2009,Obesity_T2DM,GLP1_total,150.0,3.915,11,OGTT
Oliv_n_2009,Obesity_T2DM,GLP1_total,180.0,3.665,11,OGTT
Oliv_n_2009,Obesity_T2DM,PYY_3_36,0.0,16.810000000000002,11,OGTT
Oliv_n_2009,Obesity_T2DM,PYY_3_36,15.0,16.59,11,OGTT
Oliv_n_2009,Obesity_T2DM,PYY_3_36,30.0,17.354999999999997,11,OGTT
Oliv_n_2009,Obesity_T2DM,PYY_3_36,60.0,15.505,11,OGTT
Oliv_n_2009,Obesity_T2DM,PYY_3_36,90.0,14.61,11,OGTT
Oliv_n_2009,Obesity_T2DM,PYY_3_36,120.0,16.525,11,OGTT
Oliv_n_2009,Obesity_T2DM,PYY_3_36,150.0,15.665,11,OGTT
Oliv_n_2009,Obesity_T2DM,PYY_3_36,180.0,14.93,11,OGTT
Oliv_n_2009,Obesity_T2DM,ghrelin_total,0.0,139.75,11,OGTT
Oliv_n_2009,Obesity_T2DM,ghrelin_total,15.0,139.95999999999998,11,OGTT
Oliv_n_2009,Obesity_T2DM,ghrelin_total,30.0,137.03,11,OGTT
Oliv_n_2009,Obesity_T2DM,ghrelin_total,60.0,133.815,11,OGTT
Oliv_n_2009,Obesity_T2DM,ghrelin_total,90.0,130.74,11,OGTT
Oliv_n_2009,Obesity_T2DM,ghrelin_total,120.0,135.63,11,OGTT
Oliv_n_2009,Obesity_T2DM,ghrelin_total,150.0,136.54,11,OGTT
Oliv_n_2009,Obesity_T2DM,ghrelin_total,180.0,137.51999999999998,11,OGTT
Oliv_n_2009,Obesity_T2DM,glucose,0.0,7.73,11,OGTT
Oliv_n_2009,Obesity_T2DM,glucose,15.0,9.045,11,OGTT
Oliv_n_2009,Obesity_T2DM,glucose,30.0,10.775,11,OGTT
Oliv_n_2009,Obesity_T2DM,glucose,60.0,12.845,11,OGTT
Oliv_n_2009,Obesity_T2DM,glucose,90.0,12.14,11,OGTT
Oliv_n_2009,Obesity_T2DM,glucose,120.0,10.56,11,OGTT
Oliv_n_2009,Obesity_T2DM,glucose,150.0,9.280000000000001,11,OGTT
Oliv_n_2009,Obesity_T2DM,glucose,180.0,8.04,11,OGTT
Oliv_n_2009,Obesity_T2DM,insulin,0.0,143.635,11,OGTT
Oliv_n_2009,Obesity_T2DM,insulin,15.0,303.31,11,OGTT
Oliv_n_2009,Obesity_T2DM,insulin,30.0,363.67,11,OGTT
Oliv_n_2009,Obesity_T2DM,insulin,60.0,407.98,11,OGTT
Oliv_n_2009,Obesity_T2DM,insulin,90.0,401.105,11,OGTT
Oliv_n_2009,Obesity_T2DM,insulin,120.0,404.15999999999997,11,OGTT
Oliv_n_2009,Obesity_T2DM,insulin,150.0,356.03,11,OGTT
Oliv_n_2009,Obesity_T2DM,insulin,180.0,292.615,11,OGTT
Oliv_n_2009,Post-CR,GLP1_total,0.0,4.55,10,OGTT
Oliv_n_2009,Post-CR,GLP1_total,15.0,5.56,10,OGTT
Oliv_n_2009,Post-CR,GLP1_total,30.0,7.33,10,OGTT
Oliv_n_2009,Post-CR,GLP1_total,60.0,3.79,10,OGTT
Oliv_n_2009,Post-CR,GLP1_total,90.0,2.02,10,OGTT
Oliv_n_2009,Post-CR,GLP1_total,120.0,3.03,10,OGTT
Oliv_n_2009,Post-CR,GLP1_total,150.0,5.56,10,OGTT
Oliv_n_2009,Post-CR,GLP1_total,180.0,3.29,10,OGTT
Oliv_n_2009,Post-CR,PYY_3_36,0.0,17.42,10,OGTT
Oliv_n_2009,Post-CR,PYY_3_36,15.0,16.4,10,OGTT
Oliv_n_2009,Post-CR,PYY_3_36,30.0,16.4,10,OGTT
Oliv_n_2009,Post-CR,PYY_3_36,60.0,16.4,10,OGTT
Oliv_n_2009,Post-CR,PYY_3_36,90.0,16.78,10,OGTT
Oliv_n_2009,Post-CR,PYY_3_36,120.0,16.72,10,OGTT
Oliv_n_2009,Post-CR,PYY_3_36,150.0,15.95,10,OGTT
Oliv_n_2009,Post-CR,PYY_3_36,180.0,14.99,10,OGTT
Oliv_n_2009,Post-CR,ghrelin_total,0.0,155.96,10,OGTT
Oliv_n_2009,Post-CR,ghrelin_total,15.0,153.87,10,OGTT
Oliv_n_2009,Post-CR,ghrelin_total,30.0,143.66,10,OGTT
Oliv_n_2009,Post-CR,ghrelin_total,60.0,144.92,10,OGTT
Oliv_n_2009,Post-CR,ghrelin_total,90.0,140.31,10,OGTT
Oliv_n_2009,Post-CR,ghrelin_total,120.0,144.36,10,OGTT
Oliv_n_2009,Post-CR,ghrelin_total,150.0,149.54,10,OGTT
Oliv_n_2009,Post-CR,ghrelin_total,180.0,154.85,10,OGTT
Oliv_n_2009,Post-CR,glucose,0.0,6.35,10,OGTT
Oliv_n_2009,Post-CR,glucose,15.0,7.4,10,OGTT
Oliv_n_2009,Post-CR,glucose,30.0,9.18,10,OGTT
Oliv_n_2009,Post-CR,glucose,60.0,10.95,10,OGTT
Oliv_n_2009,Post-CR,glucose,90.0,10.3,10,OGTT
Oliv_n_2009,Post-CR,glucose,120.0,9.51,10,OGTT
Oliv_n_2009,Post-CR,glucose,150.0,8.19,10,OGTT
Oliv_n_2009,Post-CR,glucose,180.0,6.64,10,OGTT
Oliv_n_2009,Post-CR,insulin,0.0,106.96,10,OGTT
Oliv_n_2009,Post-CR,insulin,15.0,271.99,10,OGTT
Oliv_n_2009,Post-CR,insulin,30.0,388.12,10,OGTT
Oliv_n_2009,Post-CR,insulin,60.0,441.6,10,OGTT
Oliv_n_2009,Post-CR,insulin,90.0,349.92,10,OGTT
Oliv_n_2009,Post-CR,insulin,120.0,440.07,10,OGTT
Oliv_n_2009,Post-CR,insulin,150.0,313.24,10,OGTT
Oliv_n_2009,Post-CR,insulin,180.0,186.42,10,OGTT
Oliv_n_2009,RYGBP,GLP1_total,0.0,6.57,11,OGTT
Oliv_n_2009,RYGBP,GLP1_total,15.0,97.8,11,OGTT
Oliv_n_2009,RYGBP,GLP1_total,30.0,72.78,11,OGTT
Oliv_n_2009,RYGBP,GLP1_total,60.0,39.42,11,OGTT
Oliv_n_2009,RYGBP,GLP1_total,90.0,21.99,11,OGTT
Oliv_n_2009,RYGBP,GLP1_total,120.0,11.88,11,OGTT
Oliv_n_2009,RYGBP,GLP1_total,150.0,8.09,11,OGTT
Oliv_n_2009,RYGBP,GLP1_total,180.0,6.32,11,OGTT
Oliv_n_2009,RYGBP,PYY_3_36,0.0,13.46,11,OGTT
Oliv_n_2009,RYGBP,PYY_3_36,15.0,25.77,11,OGTT
Oliv_n_2009,RYGBP,PYY_3_36,30.0,31.64,11,OGTT
Oliv_n_2009,RYGBP,PYY_3_36,60.0,30.88,11,OGTT
Oliv_n_2009,RYGBP,PYY_3_36,90.0,29.28,11,OGTT
Oliv_n_2009,RYGBP,PYY_3_36,120.0,25.77,11,OGTT
Oliv_n_2009,RYGBP,PYY_3_36,150.0,23.67,11,OGTT
Oliv_n_2009,RYGBP,PYY_3_36,180.0,21.69,11,OGTT
Oliv_n_2009,RYGBP,ghrelin_total,0.0,144.78,11,OGTT
Oliv_n_2009,RYGBP,ghrelin_total,15.0,138.77,11,OGTT
Oliv_n_2009,RYGBP,ghrelin_total,30.0,131.51,11,OGTT
Oliv_n_2009,RYGBP,ghrelin_total,60.0,120.33,11,OGTT
Oliv_n_2009,RYGBP,ghrelin_total,90.0,128.15,11,OGTT
Oliv_n_2009,RYGBP,ghrelin_total,120.0,126.34,11,OGTT
Oliv_n_2009,RYGBP,ghrelin_total,150.0,128.85,11,OGTT
Oliv_n_2009,RYGBP,ghrelin_total,180.0,131.93,11,OGTT
Oliv_n_2009,RYGBP,glucose,0.0,6.41,11,OGTT
Oliv_n_2009,RYGBP,glucose,15.0,8.95,11,OGTT
Oliv_n_2009,RYGBP,glucose,30.0,10.89,11,OGTT
Oliv_n_2009,RYGBP,glucose,60.0,10.95,11,OGTT
Oliv_n_2009,RYGBP,glucose,90.0,8.78,11,OGTT
Oliv_n_2009,RYGBP,glucose,120.0,7.17,11,OGTT
Oliv_n_2009,RYGBP,glucose,150.0,6.35,11,OGTT
Oliv_n_2009,RYGBP,glucose,180.0,5.69,11,OGTT
Oliv_n_2009,RYGBP,insulin,0.0,135.99,11,OGTT
Oliv_n_2009,RYGBP,insulin,15.0,492.02,11,OGTT
Oliv_n_2009,RYGBP,insulin,30.0,657.05,11,OGTT
Oliv_n_2009,RYGBP,insulin,60.0,585.23,11,OGTT
Oliv_n_2009,RYGBP,insulin,90.0,359.08,11,OGTT
Oliv_n_2009,RYGBP,insulin,120.0,207.81,11,OGTT
Oliv_n_2009,RYGBP,insulin,150.0,168.08,11,OGTT
Oliv_n_2009,RYGBP,insulin,180.0,132.94,11,OGTT
Peterli_2012,Obesity,GLP1_active,0.0,1.175,12,LMMT
Peterli_2012,Obesity,GLP1_active,15.0,1.77,12,LMMT
Peterli_2012,Obesity,GLP1_active,30.0,2.39,12,LMMT
Peterli_2012,Obesity,GLP1_active,60.0,1.995,12,LMMT
Peterli_2012,Obesity,GLP1_active,90.0,1.7,12,LMMT
Peterli_2012,Obesity,GLP1_active,120.0,1.6,12,LMMT
Peterli_2012,Obesity,GLP1_active,150.0,1.41,12,LMMT
Peterli_2012,Obesity,GLP1_active,180.0,1.35,12,LMMT
Peterli_2012,Obesity,PYY_3_36,0.0,32.25,12,LMMT
Peterli_2012,Obesity,PYY_3_36,15.0,34.625,12,LMMT
Peterli_2012,Obesity,PYY_3_36,30.0,37.375,12,LMMT
Peterli_2012,Obesity,PYY_3_36,60.0,37.375,12,LMMT
Peterli_2012,Obesity,PYY_3_36,90.0,36.125,12,LMMT
Peterli_2012,Obesity,PYY_3_36,120.0,34.9,12,LMMT
Peterli_2012,Obesity,PYY_3_36,150.0,34.375,12,LMMT
Peterli_2012,Obesity,PYY_3_36,180.0,34.15,12,LMMT
Peterli_2012,Obesity,ghrelin_total,0.0,142.35,12,LMMT
Peterli_2012,Obesity,ghrelin_total,15.0,140.1,12,LMMT
Peterli_2012,Obesity,ghrelin_total,30.0,138.6,12,LMMT
Peterli_2012,Obesity,ghrelin_total,60.0,132.9,12,LMMT
Peterli_2012,Obesity,ghrelin_total,90.0,132.9,12,LMMT
Peterli_2012,Obesity,ghrelin_total,120.0,132.9,12,LMMT
Peterli_2012,Obesity,ghrelin_total,150.0,136.2,12,LMMT
Peterli_2012,Obesity,ghrelin_total,180.0,139.35,12,LMMT
Peterli_2012,RYGBP,GLP1_active,0.0,0.69,12,LMMT
Peterli_2012,RYGBP,GLP1_active,15.0,10.5,12,LMMT
Peterli_2012,RYGBP,GLP1_active,30.0,20.4,12,LMMT
Peterli_2012,RYGBP,GLP1_active,60.0,10.0,12,LMMT
Peterli_2012,RYGBP,GLP1_active,90.0,6.52,12,LMMT
Peterli_2012,RYGBP,GLP1_active,120.0,3.0,12,LMMT
Peterli_2012,RYGBP,GLP1_active,150.0,2.25,12,LMMT
Peterli_2012,RYGBP,GLP1_active,180.0,1.6,12,LMMT
Peterli_2012,RYGBP,PYY_3_36,0.0,30.0,12,LMMT
Peterli_2012,RYGBP,PYY_3_36,15.0,47.75,12,LMMT
Peterli_2012,RYGBP,PYY_3_36,30.0,64.5,12,LMMT
Peterli_2012,RYGBP,PYY_3_36,60.0,65.75,12,LMMT
Peterli_2012,RYGBP,PYY_3_36,90.0,57.0,12,LMMT
Peterli_2012,RYGBP,PYY_3_36,120.0,49.0,12,LMMT
Peterli_2012,RYGBP,PYY_3_36,150.0,45.75,12,LMMT
Peterli_2012,RYGBP,PYY_3_36,180.0,43.3,12,LMMT
Peterli_2012,RYGBP,ghrelin_total,0.0,176.4,12,LMMT
Peterli_2012,RYGBP,ghrelin_total,15.0,162.9,12,LMMT
Peterli_2012,RYGBP,ghrelin_total,30.0,150.3,12,LMMT
Peterli_2012,RYGBP,ghrelin_total,60.0,135.6,12,LMMT
Peterli_2012,RYGBP,ghrelin_total,90.0,140.7,12,LMMT
Peterli_2012,RYGBP,ghrelin_total,120.0,145.5,12,LMMT
Peterli_2012,RYGBP,ghrelin_total,150.0,148.2,12,LMMT
Peterli_2012,RYGBP,ghrelin_total,180.0,151.2,12,LMMT
Peterli_2012,SG,GLP1_active,0.0,0.69,11,LMMT
Peterli_2012,SG,GLP1_active,15.0,6.22,11,LMMT
Peterli_2012,SG,GLP1_active,30.0,11.9,11,LMMT
Peterli_2012,SG,GLP1_active,60.0,4.85,11,LMMT
Peterli_2012,SG,GLP1_active,90.0,2.9,11,LMMT
Peterli_2012,SG,GLP1_active,120.0,1.0,11,LMMT
