study,reference,N,cohort,BMI,BMI_sd,Nfem,age,age_sd,caloric_test,kcal,hormone,time_min,value,cohort_lvl1,cohort_lvl2
Aukan 2022,"Aukan MI, Nymo S, Haagensli Ollestad K, Akersveen Boyesen G, DeBenedictis JN, Rehfeld JF, Coutinho S, Martins C. Differences in gastrointestinal hormones and appetite ratings among obesity classes. Appetite. 2022 Apr 1;171:105940. doi: 10.1016/j.appet.2022.105940. Epub 2022 Jan 19. PMID: 35063622.",44,Obesity  grade II Cohort,37.2,1.5,29,42.8,9.9,Solid Mixed Meal Test,600,ACYLATED GHRELIN,150,22.8,Obesity-II,Obesity
Aukan 2022,"Aukan MI, Nymo S, Haagensli Ollestad K, Akersveen Boyesen G, DeBenedictis JN, Rehfeld JF, Coutinho S, Martins C. Differences in gastrointestinal hormones and appetite ratings among obesity classes. Appetite. 2022 Apr 1;171:105940. doi: 10.1016/j.appet.2022.105940. Epub 2022 Jan 19. PMID: 35063622.",44,Obesity  grade II Cohort,37.2,1.5,29,42.8,9.9,Solid Mixed Meal Test,600,ACTIVE GLP-1,0,2.47,Obesity-II,Obesity
Aukan 2022,"Aukan MI, Nymo S, Haagensli Ollestad K, Akersveen Boyesen G, DeBenedictis JN, Rehfeld JF, Coutinho S, Martins C. Differences in gastrointestinal hormones and appetite ratings among obesity classes. Appetite. 2022 Apr 1;171:105940. doi: 10.1016/j.appet.2022.105940. Epub 2022 Jan 19. PMID: 35063622.",44,Obesity  grade II Cohort,37.2,1.5,29,42.8,9.9,Solid Mixed Meal Test,600,ACTIVE GLP-1,15,3.8,Obesity-II,Obesity
Aukan 2022,"Aukan MI, Nymo S, Haagensli Ollestad K, Akersveen Boyesen G, DeBenedictis JN, Rehfeld JF, Coutinho S, Martins C. Differences in gastrointestinal hormones and appetite ratings among obesity classes. Appetite. 2022 Apr 1;171:105940. doi: 10.1016/j.appet.2022.105940. Epub 2022 Jan 19. PMID: 35063622.",44,Obesity  grade II Cohort,37.2,1.5,29,42.8,9.9,Solid Mixed Meal Test,600,ACTIVE GLP-1,30,5.15,Obesity-II,Obesity
Aukan 2022,"Aukan MI, Nymo S, Haagensli Ollestad K, Akersveen Boyesen G, DeBenedictis JN, Rehfeld JF, Coutinho S, Martins C. Differences in gastrointestinal hormones and appetite ratings among obesity classes. Appetite. 2022 Apr 1;171:105940. doi: 10.1016/j.appet.2022.105940. Epub 2022 Jan 19. PMID: 35063622.",44,Obesity  grade II Cohort,37.2,1.5,29,42.8,9.9,Solid Mixed Meal Test,600,ACTIVE GLP-1,60,4.2,Obesity-II,Obesity
Aukan 2022,"Aukan MI, Nymo S, Haagensli Ollestad K, Akersveen Boyesen G, DeBenedictis JN, Rehfeld JF, Coutinho S, Martins C. Differences in gastrointestinal hormones and appetite ratings among obesity classes. Appetite. 2022 Apr 1;171:105940. doi: 10.1016/j.appet.2022.105940. Epub 2022 Jan 19. PMID: 35063622.",44,Obesity  grade II Cohort,37.2,1.5,29,42.8,9.9,Solid Mixed Meal Test,600,ACTIVE GLP-1,90,4.34,Obesity-II,Obesity
Aukan 2022,"Aukan MI, Nymo S, Haagensli Ollestad K, Akersveen Boyesen G, DeBenedictis JN, Rehfeld JF, Coutinho S, Martins C. Differences in gastrointestinal hormones and appetite ratings among obesity classes. Appetite. 2022 Apr 1;171:105940. doi: 10.1016/j.appet.2022.105940. Epub 2022 Jan 19. PMID: 35063622.",44,Obesity  grade II Cohort,37.2,1.5,29,42.8,9.9,Solid Mixed Meal Test,600,ACTIVE GLP-1,120,4.5,Obesity-II,Obesity
Aukan 2022,"Aukan MI, Nymo S, Haagensli Ollestad K, Akersveen Boyesen G, DeBenedictis JN, Rehfeld JF, Coutinho S, Martins C. Differences in gastrointestinal hormones and appetite ratings among obesity classes. Appetite. 2022 Apr 1;171:105940. doi: 10.1016/j.appet.2022.105940. Epub 2022 Jan 19. PMID: 35063622.",44,Obesity  grade II Cohort,37.2,1.5,29,42.8,9.9,Solid Mixed Meal Test,600,ACTIVE GLP-1,150,3.98,Obesity-II,Obesity
Aukan 2022,"Aukan MI, Nymo S, Haagensli Ollestad K, Akersveen Boyesen G, DeBenedictis JN, Rehfeld JF, Coutinho S, Martins C. Differences in gastrointestinal hormones and appetite ratings among obesity classes. Appetite. 2022 Apr 1;171:105940. doi: 10.1016/j.appet.2022.105940. Epub 2022 Jan 19. PMID: 35063622.",44,Obesity  grade II Cohort,37.2,1.5,29,42.8,9.9,Solid Mixed Meal Test,600,TOTAL PYY,0,11,Obesity-II,Obesity
Aukan 2022,"Aukan MI, Nymo S, Haagensli Ollestad K, Akersveen Boyesen G, DeBenedictis JN, Rehfeld JF, Coutinho S, Martins C. Differences in gastrointestinal hormones and appetite ratings among obesity classes. Appetite. 2022 Apr 1;171:105940. doi: 10.1016/j.appet.2022.105940. Epub 2022 Jan 19. PMID: 35063622.",44,Obesity  grade II Cohort,37.2,1.5,29,42.8,9.9,Solid Mixed Meal Test,600,TOTAL PYY,15,11.81,Obesity-II,Obesity
Aukan 2022,"Aukan MI, Nymo S, Haagensli Ollestad K, Akersveen Boyesen G, DeBenedictis JN, Rehfeld JF, Coutinho S, Martins C. Differences in gastrointestinal hormones and appetite ratings among obesity classes. Appetite. 2022 Apr 1;171:105940. doi: 10.1016/j.appet.2022.105940. Epub 2022 Jan 19. PMID: 35063622.",44,Obesity  grade II Cohort,37.2,1.5,29,42.8,9.9,Solid Mixed Meal Test,600,TOTAL PYY,30,13.11,Obesity-II,Obesity
Aukan 2022,"Aukan MI, Nymo S, Haagensli Ollestad K, Akersveen Boyesen G, DeBenedictis JN, Rehfeld JF, Coutinho S, Martins C. Differences in gastrointestinal hormones and appetite ratings among obesity classes. Appetite. 2022 Apr 1;171:105940. doi: 10.1016/j.appet.2022.105940. Epub 2022 Jan 19. PMID: 35063622.",44,Obesity  grade II Cohort,37.2,1.5,29,42.8,9.9,Solid Mixed Meal Test,600,TOTAL PYY,60,13.11,Obesity-II,Obesity
Aukan 2022,"Aukan MI, Nymo S, Haagensli Ollestad K, Akersveen Boyesen G, DeBenedictis JN, Rehfeld JF, Coutinho S, Martins C. Differences in gastrointestinal hormones and appetite ratings among obesity classes. Appetite. 2022 Apr 1;171:105940. doi: 10.1016/j.appet.2022.105940. Epub 2022 Jan 19. PMID: 35063622.",44,Obesity  grade II Cohort,37.2,1.5,29,42.8,9.9,Solid Mixed Meal Test,600,TOTAL PYY,90,13.11,Obesity-II,Obesity
Aukan 2022,"Aukan MI, Nymo S, Haagensli Ollestad K, Akersveen Boyesen G, DeBenedictis JN, Rehfeld JF, Coutinho S, Martins C. Differences in gastrointestinal hormones and appetite ratings among obesity classes. Appetite. 2022 Apr 1;171:105940. doi: 10.1016/j.appet.2022.105940. Epub 2022 Jan 19. PMID: 35063622.",44,Obesity  grade II Cohort,37.2,1.5,29,42.8,9.9,Solid Mixed Meal Test,600,TOTAL PYY,120,14.1,Obesity-II,Obesity
Aukan 2022,"Aukan MI, Nymo S, Haagensli Ollestad K, Akersveen Boyesen G, DeBenedictis JN, Rehfeld JF, Coutinho S, Martins C. Differences in gastrointestinal hormones and appetite ratings among obesity classes. Appetite. 2022 Apr 1;171:105940. doi: 10.1016/j.appet.2022.105940. Epub 2022 Jan 19. PMID: 35063622.",44,Obesity  grade II Cohort,37.2,1.5,29,42.8,9.9,Solid Mixed Meal Test,600,TOTAL PYY,150,13.95,Obesity-II,Obesity
Aukan 2022,Aukan MI. Nymo S. Haagensli Ollestad K. Akersveen Boyesen G. DeBenedictis JN. Rehfeld JF. Coutinho S. Martins C. Differences in gastrointestinal hormones and appetite ratings among obesity classes. Appetite. 2022 Apr 1;171:105940. doi: 10.1016/j.appet.2022.105940. Epub 2022 Jan 19. PMID: 35063622.,19,Obesity-III,43.1,3.2,8,40.1,9.4,Solid Mixed Meal Test,600,ACYLATED GHRELIN,0,25,Obesity-III,Obesity
Aukan 2022,Aukan MI. Nymo S. Haagensli Ollestad K. Akersveen Boyesen G. DeBenedictis JN. Rehfeld JF. Coutinho S. Martins C. Differences in gastrointestinal hormones and appetite ratings among obesity classes. Appetite. 2022 Apr 1;171:105940. doi: 10.1016/j.appet.2022.105940. Epub 2022 Jan 19. PMID: 35063622.,19,Obesity-III,43.1,3.2,8,40.1,9.4,Solid Mixed Meal Test,600,ACYLATED GHRELIN,15,20.16,Obesity-III,Obesity
Aukan 2022,Aukan MI. Nymo S. Haagensli Ollestad K. Akersveen Boyesen G. DeBenedictis JN. Rehfeld JF. Coutinho S. Martins C. Differences in gastrointestinal hormones and appetite ratings among obesity classes. Appetite. 2022 Apr 1;171:105940. doi: 10.1016/j.appet.2022.105940. Epub 2022 Jan 19. PMID: 35063622.,19,Obesity-III,43.1,3.2,8,40.1,9.4,Solid Mixed Meal Test,600,ACYLATED GHRELIN,30,18.3,Obesity-III,Obesity
Aukan 2022,Aukan MI. Nymo S. Haagensli Ollestad K. Akersveen Boyesen G. DeBenedictis JN. Rehfeld JF. Coutinho S. Martins C. Differences in gastrointestinal hormones and appetite ratings among obesity classes. Appetite. 2022 Apr 1;171:105940. doi: 10.1016/j.appet.2022.105940. Epub 2022 Jan 19. PMID: 35063622.,19,Obesity-III,43.1,3.2,8,40.1,9.4,Solid Mixed Meal Test,600,ACYLATED GHRELIN,60,13.57,Obesity-III,Obesity
Aukan 2022,Aukan MI. Nymo S. Haagensli Ollestad K. Akersveen Boyesen G. DeBenedictis JN. Rehfeld JF. Coutinho S. Martins C. Differences in gastrointestinal hormones and appetite ratings among obesity classes. Appetite. 2022 Apr 1;171:105940. doi: 10.1016/j.appet.2022.105940. Epub 2022 Jan 19. PMID: 35063622.,19,Obesity-III,43.1,3.2,8,40.1,9.4,Solid Mixed Meal Test,600,ACYLATED GHRELIN,90,14.56,Obesity-III,Obesity
Aukan 2022,Aukan MI. Nymo S. Haagensli Ollestad K. Akersveen Boyesen G. DeBenedictis JN. Rehfeld JF. Coutinho S. Martins C. Differences in gastrointestinal hormones and appetite ratings among obesity classes. Appetite. 2022 Apr 1;171:105940. doi: 10.1016/j.appet.2022.105940. Epub 2022 Jan 19. PMID: 35063622.,19,Obesity-III,43.1,3.2,8,40.1,9.4,Solid Mixed Meal Test,600,ACYLATED GHRELIN,120,16.32,Obesity-III,Obesity
Aukan 2022,Aukan MI. Nymo S. Haagensli Ollestad K. Akersveen Boyesen G. DeBenedictis JN. Rehfeld JF. Coutinho S. Martins C. Differences in gastrointestinal hormones and appetite ratings among obesity classes. Appetite. 2022 Apr 1;171:105940. doi: 10.1016/j.appet.2022.105940. Epub 2022 Jan 19. PMID: 35063622.,19,Obesity-III,43.1,3.2,8,40.1,9.4,Solid Mixed Meal Test,600,ACYLATED GHRELIN,150,18.74,Obesity-III,Obesity
Aukan 2022,Aukan MI. Nymo S. Haagensli Ollestad K. Akersveen Boyesen G. DeBenedictis JN. Rehfeld JF. Coutinho S. Martins C. Differences in gastrointestinal hormones and appetite ratings among obesity classes. Appetite. 2022 Apr 1;171:105940. doi: 10.1016/j.appet.2022.105940. Epub 2022 Jan 19. PMID: 35063622.,19,Obesity-III,43.1,3.2,8,40.1,9.4,Solid Mixed Meal Test,600,ACTIVE GLP-1,0,3,Obesity-III,Obesity
Aukan 2022,Aukan MI. Nymo S. Haagensli Ollestad K. Akersveen Boyesen G. DeBenedictis JN. Rehfeld JF. Coutinho S. Martins C. Differences in gastrointestinal hormones and appetite ratings among obesity classes. Appetite. 2022 Apr 1;171:105940. doi: 10.1016/j.appet.2022.105940. Epub 2022 Jan 19. PMID: 35063622.,19,Obesity-III,43.1,3.2,8,40.1,9.4,Solid Mixed Meal Test,600,ACTIVE GLP-1,15,4.1,Obesity-III,Obesity
Aukan 2022,Aukan MI. Nymo S. Haagensli Ollestad K. Akersveen Boyesen G. DeBenedictis JN. Rehfeld JF. Coutinho S. Martins C. Differences in gastrointestinal hormones and appetite ratings among obesity classes. Appetite. 2022 Apr 1;171:105940. doi: 10.1016/j.appet.2022.105940. Epub 2022 Jan 19. PMID: 35063622.,19,Obesity-III,43.1,3.2,8,40.1,9.4,Solid Mixed Meal Test,600,ACTIVE GLP-1,30,5.51,Obesity-III,Obesity
Aukan 2022,Aukan MI. Nymo S. Haagensli Ollestad K. Akersveen Boyesen G. DeBenedictis JN. Rehfeld JF. Coutinho S. Martins C. Differences in gastrointestinal hormones and appetite ratings among obesity classes. Appetite. 2022 Apr 1;171:105940. doi: 10.1016/j.appet.2022.105940. Epub 2022 Jan 19. PMID: 35063622.,19,Obesity-III,43.1,3.2,8,40.1,9.4,Solid Mixed Meal Test,600,ACTIVE GLP-1,60,4.4,Obesity-III,Obesity
Aukan 2022,Aukan MI. Nymo S. Haagensli Ollestad K. Akersveen Boyesen G. DeBenedictis JN. Rehfeld JF. Coutinho S. Martins C. Differences in gastrointestinal hormones and appetite ratings among obesity classes. Appetite. 2022 Apr 1;171:105940. doi: 10.1016/j.appet.2022.105940. Epub 2022 Jan 19. PMID: 35063622.,19,Obesity-III,43.1,3.2,8,40.1,9.4,Solid Mixed Meal Test,600,ACTIVE GLP-1,90,4.52,Obesity-III,Obesity
Aukan 2022,Aukan MI. Nymo S. Haagensli Ollestad K. Akersveen Boyesen G. DeBenedictis JN. Rehfeld JF. Coutinho S. Martins C. Differences in gastrointestinal hormones and appetite ratings among obesity classes. Appetite. 2022 Apr 1;171:105940. doi: 10.1016/j.appet.2022.105940. Epub 2022 Jan 19. PMID: 35063622.,19,Obesity-III,43.1,3.2,8,40.1,9.4,Solid Mixed Meal Test,600,ACTIVE GLP-1,120,4.42,Obesity-III,Obesity
Aukan 2022,Aukan MI. Nymo S. Haagensli Ollestad K. Akersveen Boyesen G. DeBenedictis JN. Rehfeld JF. Coutinho S. Martins C. Differences in gastrointestinal hormones and appetite ratings among obesity classes. Appetite. 2022 Apr 1;171:105940. doi: 10.1016/j.appet.2022.105940. Epub 2022 Jan 19. PMID: 35063622.,19,Obesity-III,43.1,3.2,8,40.1,9.4,Solid Mixed Meal Test,600,ACTIVE GLP-1,150,4.17,Obesity-III,Obesity
Aukan 2022,Aukan MI. Nymo S. Haagensli Ollestad K. Akersveen Boyesen G. DeBenedictis JN. Rehfeld JF. Coutinho S. Martins C. Differences in gastrointestinal hormones and appetite ratings among obesity classes. Appetite. 2022 Apr 1;171:105940. doi: 10.1016/j.appet.2022.105940. Epub 2022 Jan 19. PMID: 35063622.,19,Obesity-III,43.1,3.2,8,40.1,9.4,Solid Mixed Meal Test,600,TOTAL PYY,0,10.91,Obesity-III,Obesity
Aukan 2022,Aukan MI. Nymo S. Haagensli Ollestad K. Akersveen Boyesen G. DeBenedictis JN. Rehfeld JF. Coutinho S. Martins C. Differences in gastrointestinal hormones and appetite ratings among obesity classes. Appetite. 2022 Apr 1;171:105940. doi: 10.1016/j.appet.2022.105940. Epub 2022 Jan 19. PMID: 35063622.,19,Obesity-III,43.1,3.2,8,40.1,9.4,Solid Mixed Meal Test,600,TOTAL PYY,15,11.78,Obesity-III,Obesity
Aukan 2022,Aukan MI. Nymo S. Haagensli Ollestad K. Akersveen Boyesen G. DeBenedictis JN. Rehfeld JF. Coutinho S. Martins C. Differences in gastrointestinal hormones and appetite ratings among obesity classes. Appetite. 2022 Apr 1;171:105940. doi: 10.1016/j.appet.2022.105940. Epub 2022 Jan 19. PMID: 35063622.,19,Obesity-III,43.1,3.2,8,40.1,9.4,Solid Mixed Meal Test,600,TOTAL PYY,30,14.5,Obesity-III,Obesity
Aukan 2022,Aukan MI. Nymo S. Haagensli Ollestad K. Akersveen Boyesen G. DeBenedictis JN. Rehfeld JF. Coutinho S. Martins C. Differences in gastrointestinal hormones and appetite ratings among obesity classes. Appetite. 2022 Apr 1;171:105940. doi: 10.1016/j.appet.2022.105940. Epub 2022 Jan 19. PMID: 35063622.,19,Obesity-III,43.1,3.2,8,40.1,9.4,Solid Mixed Meal Test,600,TOTAL PYY,60,10.16,Obesity-III,Obesity
Aukan 2022,Aukan MI. Nymo S. Haagensli Ollestad K. Akersveen Boyesen G. DeBenedictis JN. Rehfeld JF. Coutinho S. Martins C. Differences in gastrointestinal hormones and appetite ratings among obesity classes. Appetite. 2022 Apr 1;171:105940. doi: 10.1016/j.appet.2022.105940. Epub 2022 Jan 19. PMID: 35063622.,19,Obesity-III,43.1,3.2,8,40.1,9.4,Solid Mixed Meal Test,600,TOTAL PYY,90,12.1,Obesity-III,Obesity
Aukan 2022,Aukan MI. Nymo S. Haagensli Ollestad K. Akersveen Boyesen G. DeBenedictis JN. Rehfeld JF. Coutinho S. Martins C. Differences in gastrointestinal hormones and appetite ratings among obesity classes. Appetite. 2022 Apr 1;171:105940. doi: 10.1016/j.appet.2022.105940. Epub 2022 Jan 19. PMID: 35063622.,19,Obesity-III,43.1,3.2,8,40.1,9.4,Solid Mixed Meal Test,600,TOTAL PYY,120,11.5,Obesity-III,Obesity
Aukan 2022,Aukan MI. Nymo S. Haagensli Ollestad K. Akersveen Boyesen G. DeBenedictis JN. Rehfeld JF. Coutinho S. Martins C. Differences in gastrointestinal hormones and appetite ratings among obesity classes. Appetite. 2022 Apr 1;171:105940. doi: 10.1016/j.appet.2022.105940. Epub 2022 Jan 19. PMID: 35063622.,19,Obesity-III,43.1,3.2,8,40.1,9.4,Solid Mixed Meal Test,600,TOTAL PYY,150,12.3,Obesity-III,Obesity
Valderas 2010,Valderas JP. Irribarra V. Boza C. de la Cruz R. Liberona Y. Acosta AM. Yolito M. Maiz A. Medical and surgical treatments for obesity have opposite effects on peptide YY and appetite: a prospective study controlled for weight loss. J Clin Endocrinol Metab. 2010 Mar;95(3):1069-75. doi: 10.1210/jc.2009-0983. Epub 2010 Jan 22. PMID: 20097707.,8,Obesity,39.1,,,32,,Liquid Mixed Meal Test,355,TOTAL PYY,0,21.36,Obesity,Obesity
Valderas 2010,Valderas JP. Irribarra V. Boza C. de la Cruz R. Liberona Y. Acosta AM. Yolito M. Maiz A. Medical and surgical treatments for obesity have opposite effects on peptide YY and appetite: a prospective study controlled for weight loss. J Clin Endocrinol Metab. 2010 Mar;95(3):1069-75. doi: 10.1210/jc.2009-0983. Epub 2010 Jan 22. PMID: 20097707.,8,Obesity,39.1,,,32,,Liquid Mixed Meal Test,355,TOTAL PYY,15,25.78,Obesity,Obesity
Valderas 2010,Valderas JP. Irribarra V. Boza C. de la Cruz R. Liberona Y. Acosta AM. Yolito M. Maiz A. Medical and surgical treatments for obesity have opposite effects on peptide YY and appetite: a prospective study controlled for weight loss. J Clin Endocrinol Metab. 2010 Mar;95(3):1069-75. doi: 10.1210/jc.2009-0983. Epub 2010 Jan 22. PMID: 20097707.,8,Obesity,39.1,,,32,,Liquid Mixed Meal Test,355,TOTAL PYY,30,30.19,Obesity,Obesity
Valderas 2010,Valderas JP. Irribarra V. Boza C. de la Cruz R. Liberona Y. Acosta AM. Yolito M. Maiz A. Medical and surgical treatments for obesity have opposite effects on peptide YY and appetite: a prospective study controlled for weight loss. J Clin Endocrinol Metab. 2010 Mar;95(3):1069-75. doi: 10.1210/jc.2009-0983. Epub 2010 Jan 22. PMID: 20097707.,8,Obesity,39.1,,,32,,Liquid Mixed Meal Test,355,TOTAL PYY,60,24.61,Obesity,Obesity
Valderas 2010,Valderas JP. Irribarra V. Boza C. de la Cruz R. Liberona Y. Acosta AM. Yolito M. Maiz A. Medical and surgical treatments for obesity have opposite effects on peptide YY and appetite: a prospective study controlled for weight loss. J Clin Endocrinol Metab. 2010 Mar;95(3):1069-75. doi: 10.1210/jc.2009-0983. Epub 2010 Jan 22. PMID: 20097707.,8,Obesity,39.1,,,32,,Liquid Mixed Meal Test,355,TOTAL PYY,90,22.06,Obesity,Obesity
Valderas 2010,Valderas JP. Irribarra V. Boza C. de la Cruz R. Liberona Y. Acosta AM. Yolito M. Maiz A. Medical and surgical treatments for obesity have opposite effects on peptide YY and appetite: a prospective study controlled for weight loss. J Clin Endocrinol Metab. 2010 Mar;95(3):1069-75. doi: 10.1210/jc.2009-0983. Epub 2010 Jan 22. PMID: 20097707.,8,Obesity,39.1,,,32,,Liquid Mixed Meal Test,355,TOTAL PYY,120,22.73,Obesity,Obesity
Valderas 2010,Valderas JP. Irribarra V. Boza C. de la Cruz R. Liberona Y. Acosta AM. Yolito M. Maiz A. Medical and surgical treatments for obesity have opposite effects on peptide YY and appetite: a prospective study controlled for weight loss. J Clin Endocrinol Metab. 2010 Mar;95(3):1069-75. doi: 10.1210/jc.2009-0983. Epub 2010 Jan 22. PMID: 20097707.,8,Obesity,39.1,,,32,,Liquid Mixed Meal Test,355,TOTAL PYY,150,22.8,Obesity,Obesity
Valderas 2010,Valderas JP. Irribarra V. Boza C. de la Cruz R. Liberona Y. Acosta AM. Yolito M. Maiz A. Medical and surgical treatments for obesity have opposite effects on peptide YY and appetite: a prospective study controlled for weight loss. J Clin Endocrinol Metab. 2010 Mar;95(3):1069-75. doi: 10.1210/jc.2009-0983. Epub 2010 Jan 22. PMID: 20097707.,8,Obesity,39.1,,,32,,Liquid Mixed Meal Test,355,TOTAL PYY,180,25.1,Obesity,Obesity
Valderas 2010,Valderas JP. Irribarra V. Boza C. de la Cruz R. Liberona Y. Acosta AM. Yolito M. Maiz A. Medical and surgical treatments for obesity have opposite effects on peptide YY and appetite: a prospective study controlled for weight loss. J Clin Endocrinol Metab. 2010 Mar;95(3):1069-75. doi: 10.1210/jc.2009-0983. Epub 2010 Jan 22. PMID: 20097707.,8,Obesity,37.8,,,38.7,,Liquid Mixed Meal Test,355,TOTAL PYY,0,28.56,Obesity,Obesity
Valderas 2010,Valderas JP. Irribarra V. Boza C. de la Cruz R. Liberona Y. Acosta AM. Yolito M. Maiz A. Medical and surgical treatments for obesity have opposite effects on peptide YY and appetite: a prospective study controlled for weight loss. J Clin Endocrinol Metab. 2010 Mar;95(3):1069-75. doi: 10.1210/jc.2009-0983. Epub 2010 Jan 22. PMID: 20097707.,8,Obesity,37.8,,,38.7,,Liquid Mixed Meal Test,355,TOTAL PYY,15,33.44,Obesity,Obesity
Valderas 2010,Valderas JP. Irribarra V. Boza C. de la Cruz R. Liberona Y. Acosta AM. Yolito M. Maiz A. Medical and surgical treatments for obesity have opposite effects on peptide YY and appetite: a prospective study controlled for weight loss. J Clin Endocrinol Metab. 2010 Mar;95(3):1069-75. doi: 10.1210/jc.2009-0983. Epub 2010 Jan 22. PMID: 20097707.,8,Obesity,37.8,,,38.7,,Liquid Mixed Meal Test,355,TOTAL PYY,30,37.85,Obesity,Obesity
Valderas 2010,Valderas JP. Irribarra V. Boza C. de la Cruz R. Liberona Y. Acosta AM. Yolito M. Maiz A. Medical and surgical treatments for obesity have opposite effects on peptide YY and appetite: a prospective study controlled for weight loss. J Clin Endocrinol Metab. 2010 Mar;95(3):1069-75. doi: 10.1210/jc.2009-0983. Epub 2010 Jan 22. PMID: 20097707.,8,Obesity,37.8,,,38.7,,Liquid Mixed Meal Test,355,TOTAL PYY,60,37.62,Obesity,Obesity
Valderas 2010,Valderas JP. Irribarra V. Boza C. de la Cruz R. Liberona Y. Acosta AM. Yolito M. Maiz A. Medical and surgical treatments for obesity have opposite effects on peptide YY and appetite: a prospective study controlled for weight loss. J Clin Endocrinol Metab. 2010 Mar;95(3):1069-75. doi: 10.1210/jc.2009-0983. Epub 2010 Jan 22. PMID: 20097707.,8,Obesity,37.8,,,38.7,,Liquid Mixed Meal Test,355,TOTAL PYY,90,37.85,Obesity,Obesity
Valderas 2010,Valderas JP. Irribarra V. Boza C. de la Cruz R. Liberona Y. Acosta AM. Yolito M. Maiz A. Medical and surgical treatments for obesity have opposite effects on peptide YY and appetite: a prospective study controlled for weight loss. J Clin Endocrinol Metab. 2010 Mar;95(3):1069-75. doi: 10.1210/jc.2009-0983. Epub 2010 Jan 22. PMID: 20097707.,8,Obesity,37.8,,,38.7,,Liquid Mixed Meal Test,355,TOTAL PYY,120,36.92,Obesity,Obesity
